global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38
1060.0252821630131	n/a	n/a	1123653.5988247755	859.0905877693215	n/a	n/a	738036.6379938383	1004.8417318298548	n/a	n/a	1009706.9060268218	995.1173881027172	876.3394572463075	n/a	n/a	n/a	n/a	-0.1237683887	0.0847485506	-0.0341016616	0.0569474653	0.101155466	0.1403967964	-0.0119600703	0.0453491253	-0.0027268427	0.0112252596	-0.0047931385	0.0158469994	-0.0072021328	0.0284448453	-0.1186661788	0.0691584737	-0.0386622194	0.0151553248	-0.0103169172	0.0233292442	-0.023756794	-0.0687495307	0.0827469295	-0.1212301367	0.0149214801	-0.0072933772	0.0256905343	-0.079325597	0.0098913623	-0.0194714486	-0.0259815778	0.1275747041	-0.0567352818	0.041359037	-0.0082498385	0.0290296735	-0.038793965	0.0180977113	0.0671297637	-0.0406264829	0.1405596914	-0.0590534987	0.0044268944	-0.0273952627	0.0072248649	-0.1448810088	-0.0228079447	0.066241218	-0.0307794476	0.044446833	-0.0223667348	0.010990845	-0.0346021817	-0.0632771701	0.1115081055	-0.0278772956	0.04739182	-0.0077089986	0.0407701789	-0.046617534	0.0018433616	-0.1030133977	0.0908043183	-0.1062855961	0.0319336602	-0.0142479578	-0.026726289	0.1146565735	-0.0496010354	0.1147017419	0.1146833673	0.1146527451	-0.301556871724685	n/a	n/a	0.0909365468843781	-1.3784492648953233	n/a	1.900122375890457	n/a	1.4843068861058129	n/a	2.2031669321411345	n/a	-0.0119936781726429	n/a	n/a	0.0001438483161089	0.0057142588262137	n/a	3.265275393296117e-05	n/a	-0.0076601446236961	n/a	n/a	5.8677815655940265e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1060.2573299332953	0.232047770282179	0.0538461676929309	1124145.6056772806	857.3484571734864	-1.7421305958350786	3.035019012944686	735046.3770177574	1006.9143335648364	2.072601734981617	4.295677951848811	1013876.4751383186	996.6433970574104	874.5450757875005	0.86671	46.508648	0.4228663961953585	0.2071776530678495	-0.1337535173	0.061953584	-0.0086546878	0.0780339751	0.086808199	0.1011738929	0.0554722293	0.0084368596	-0.0374470798	-0.0143483562	0.0184362186	-0.0229026091	0.0099331003	0.0070050746	-0.1225788344	0.0900752856	-0.0659330262	0.0236734481	0.0143049253	0.0164745267	-0.0218715214	0.0125841192	0.0199218471	-0.1113575671	-0.0168504587	-0.0302840871	-0.0832522472	0.0059155486	0.0270657118	-0.0034869279	-0.0098779011	0.129489869	-0.0722172107	0.0887616603	-0.0330392122	-0.0016599821	0.0022989474	0.0094573991	0.0068493481	0.0597989403	0.0474795857	-0.1053232594	0.0181712911	0.0619652417	-0.0292075634	-0.1573448427	0.0042010773	0.0852529849	-0.031954582	-0.0136290235	-0.0484445095	-0.0064181538	-0.0471947895	0.0358081566	0.0179430486	-0.021865453	0.0106113327	0.0388997475	0.0153212464	-0.0177150537	0.0010046211	-0.0193292121	-0.0009546142	-0.0286988803	-0.0102340448	-0.0074216798	-0.0169756997	-0.0034007391	-0.0182026748	0.1146527451	0.1144874327	0.1142120884	-0.2620422297161866	0.0395146420084983	0.0015614069330597	0.0686661301546307	-1.4118923957671825	-0.0334431308718592	1.9934401372251944	0.0011184430025123	1.5743341562595887	0.0900272701537758	2.478528035565591	0.0081049093713409	-0.0146576529974105	-0.0026639748247675	7.096761866995561e-06	0.0002148467913924	0.0049748210914146	-0.000739437734799	2.474884489158355e-05	5.467681636448241e-07	-0.0058659301200383	0.0017942145036578	3.2192056851360058e-06	3.440913617317254e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1050.1150666791482	-10.14226325414711	102.86550391642272	1102741.653266552	859.6985530757424	2.350095902256044	5.522950749800648	739081.6021605252	998.0723127553896	-8.842020809446808	78.18133199469038	996148.3414888922	988.8825702075518	850.5395524958466	0.785064	42.127453	0.5738959973648422	0.320380826601873	-0.1017947858	0.0836340103	-0.032145958	0.1399783705	0.0738870857	0.0823321416	0.0616247455	-0.0155994286	0.0056853602	-0.002657541	0.0312534315	0.0165764184	-0.04263717	0.0349318442	-0.06299192	0.0489957951	-0.061041182	-0.0076125059	0.0062570645	0.0236535802	-0.0075535734	-0.0294234564	0.0397503812	-0.1411559758	0.0995273188	-0.1108663822	-0.1852007867	-0.0103464665	-0.0350810416	-0.0527848435	-0.0210727175	0.0722206259	-0.0341775829	0.0530465113	-0.0132195436	0.0102809027	-0.0348174423	0.003951901	0.0709074839	0.0661953027	0.16251692	0.0041520134	0.0017171825	0.1612756453	0.0062273269	-0.1356043225	-0.0094661859	0.0731868501	-0.0459712713	0.0429713884	-0.0259693456	-0.0020978153	-0.0213527909	-0.0024100735	0.0336164622	0.0172330603	-0.0305603679	0.0266553254	-0.0484330618	-0.0193561416	0.0440511974	-0.0296521846	0.0758437295	0.0104009028	5.357e-06	-0.0371583976	0.0737082345	0.0221048553	-0.038304682	0.1145547726	0.1140958982	0.1133324686	-0.2890371296413292	-0.0269948999251425	0.0007287246219684	0.0835424623112985	-1.5259608928213453	-0.1140684970541627	2.3285566464201173	0.0130116220201955	1.316632932635862	-0.2577012236237268	1.73352227930131	0.066409920657166	-0.0123517060772812	0.0023059469201293	5.317391198453807e-06	0.0001525646430195	0.0044053327482831	-0.0005694883431314	1.940695662309553e-05	3.243169729626608e-07	-0.0064931223920137	-0.0006271922719754	3.933701460256642e-07	4.216063839766971e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1053.6908443422917	3.5757776631435263	12.786185896236178	1110264.3954507716	854.5208106687919	-5.177742406950529	26.809016432733856	730205.8158660493	1006.3707607646852	8.298448009295612	68.8642393629823	1012782.1081220912	994.4008723066978	838.985172664657	0.84113	45.136013	0.2345133190211544	0.1350745909283384	-0.0943744806	0.0735251219	-0.0934601577	0.0723443809	0.0995229175	0.1128732619	0.0169609868	0.0921713845	0.0307953971	0.0475154166	-0.0284928569	0.0028251229	0.0134179726	0.0155314646	-0.078449398	0.0663333683	-0.0960428417	0.0440131842	-0.0007583292	0.0284377678	-0.0753578509	-0.0151350523	-0.0474715179	-0.1294343836	-0.0479871771	0.0159549969	-0.0445345558	-0.0654798334	0.0262477429	-0.0066650915	-0.031689583	0.0839633986	-0.0503322053	0.1081094207	-0.036596373	0.0465976819	-0.0639856652	0.0344063098	0.0378972275	0.0318110175	0.0282806603	-0.1010466686	0.0650313427	0.0319368514	0.0344968513	-0.1338021191	-0.0098866979	0.069683238	0.0149684332	0.0912079542	-0.001654766	0.0185255423	-0.0444557806	0.0275131015	-0.0170665142	0.0996228935	-0.0141610164	0.0757277442	-0.0566430011	-0.0543835847	0.1206101053	0.0101288568	0.0287153309	0.1065439168	0.0764297336	-0.0197029963	0.01440016	0.0337974371	-0.0521479842	0.1144078661	0.1135094328	0.1120172664	-0.3103876516055663	-0.021350521964237	0.0004558447881453	0.0963404942692184	-1.4140961958752882	0.111864696946057	1.9996680511889613	0.0125137104228331	1.3864710692790323	0.0698381366431704	1.9223020259477432	0.0048773653297901	-0.0121665821625566	0.0001851239147245	3.42708638029605e-08	0.0001480257215182	0.0045242126999205	0.0001188799516373	2.0468500554121936e-05	1.4132442901310478e-08	-0.0068183177950055	-0.0003251954029918	1.057520501269992e-07	4.648945755368866e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1058.7436645540226	5.052820211730932	25.53099209207662	1120938.1472332808	855.9578965536913	1.4370858848993748	2.06521584057702	732663.9206726197	1002.1324858160964	-4.23827494858881	17.96297453983548	1004269.5191279488	991.9174315147274	875.5912483374465	1.027336	55.128025	1.0697419025402617	0.6255104007333567	-0.1160667157	0.0470953436	0.0022840771	-0.0676642438	0.099641412	0.1397839439	-0.0168571492	0.0646486291	-0.0069336328	-0.0347059333	-0.0374254438	-0.0268573755	-0.0256395386	0.0542732952	-0.1220803742	0.0768220791	-0.0098284663	0.0391121675	-0.0594059102	0.0040986493	-0.0125081764	-0.013453312	0.0959002536	-0.0691016941	-0.049396139	-0.0344854666	0.1153497865	-0.0342651394	0.0567665667	-0.0439110922	-0.0416382726	0.1308053821	-0.0730049216	0.0149674048	-0.0127195732	0.0561483501	0.0084157624	0.0173011311	0.0064526859	-0.0045375726	0.0538885386	-0.1066844103	-0.0784732102	-0.0846909696	0.0373036161	-0.1473041151	-0.0030495413	0.0702262044	0.0177832124	-0.0123100503	-0.0849059792	0.0465703996	-0.0543795525	0.0860392098	0.0460411787	-0.0361498721	0.016059574	0.077379872	0.0560033472	-0.0117548618	-0.0577016737	0.0099600619	-0.0390505753	-0.0159691721	-0.0225667318	0.0324347155	0.010921323	-0.0200443619	0.0249328713	0.1142120884	0.1127290384	0.1102715368	-0.3186747247262076	-0.0082870731206413	6.867558090685567e-05	0.1015535801793242	-1.4672656984963908	-0.0531695026211025	2.1528686299841016	0.0028269960089754	1.7550870847327502	0.3686160154537179	3.080330674995704	0.1358777668489756	-0.020576731411284	-0.0084101492487274	7.073061038587006e-05	0.0004234018755721	0.0068323988380338	0.0023081861381133	4.6681673881965626e-05	5.327723248178393e-06	-0.0088933686350608	-0.0020750508400553	4.305835988814205e-06	7.909200567908319e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1057.8598158032812	-0.8838487507414357	0.7811886141871964	1119067.389891352	839.9702571696372	-15.987639384054091	255.60461307455748	705550.0329296264	1008.2342779790988	6.101792163002415	37.231867600477685	1016536.3592920346	997.633230182912	884.3084787420324	0.8083	43.37434	0.3246465363265355	0.162382122899947	-0.1060706179	0.0406477398	0.045243358	-0.0018094798	0.1281229602	0.1040498691	0.017092651	0.0752311572	-0.0005577226	-0.0499577835	-0.0334562133	0.0013389076	0.011298872	0.0094123226	-0.1515763737	0.0923503924	-0.0488321789	0.0133893369	-0.0267500698	0.017455703	0.0205422598	-0.0154347845	0.1131471111	-0.0622507902	-0.0292978301	-0.0027199161	0.0716861259	0.0200305594	-0.1040448147	-0.0016764153	-0.0171868549	0.1591156024	-0.0706380717	0.0738598037	-0.0109010192	0.0201934581	0.006059399	0.0158232119	-0.0057392088	-0.0257120722	0.082460911	-0.0715405805	-0.0512033682	-0.0639210576	-0.0624539124	-0.1409157726	0.0040262106	0.0916638842	0.013781629	-0.0336565457	-0.1030862656	0.0011183567	-0.0446296958	0.108551999	0.0310573366	-0.0793337064	-0.00790511	0.0625370962	0.0273666339	0.0286226716	-0.1418366829	0.0409600525	0.0128278606	-0.0679425254	-0.1125797608	0.0674636298	0.070157147	-0.0452236305	0.1023885156	0.1139675232	0.1117560484	0.1081019891	-0.2961418678736152	0.0225328568525924	0.0005077296379394	0.0877000059076737	-1.5894360143153534	-0.1221703158189626	2.5263068436026765	0.014925586067305	1.7279748942728048	-0.0271121904599453	2.985897235237111	0.0007350708715363	-0.0214568229350791	-0.0008800915237951	7.745610902559821e-07	0.0004603952504673	0.0062659730225731	-0.0005664258154607	3.926241791961387e-05	3.2083820442031946e-07	-0.0072832625104159	0.0016101061246448	2.5924417326190165e-06	5.304591279562972e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1054.5169140598423	-3.342901743438915	11.174992066286938	1112005.9220382927	850.9623762542878	10.992119084650652	120.82668197114111	724136.9658003441	1003.543468332128	-4.69080964697082	22.003695144114506	1007099.4928320769	992.5377433726496	873.7324410067602	0.647819	34.762711	0.1969374661399427	0.1018656524015507	-0.1044109841	0.0486823313	0.0282069706	-0.0230725484	0.1008027503	0.0962785901	0.0433854705	0.0490646703	-0.0249025752	-0.0268099916	-0.0350113337	0.0210394955	-0.0108698107	0.0307836885	-0.1239456354	0.0650437624	-0.0447845923	0.0153056103	-0.0427335638	0.0283492467	-0.0124329	0.0063535794	0.0707895774	-0.0529987983	-0.066859261	0.0007967192	0.0539179626	-0.0233371386	-0.0190407582	-0.0281840666	-0.0286528338	0.1289401648	-0.0499069701	0.0629326763	0.0125038754	0.0380906138	0.0001356065	0.0296448582	-0.0044059702	-0.0038178335	0.0538899786	-0.0874893538	-0.0411959263	-0.072765199	-0.0372975869	-0.1365896217	-0.0020453736	0.0781050247	0.0251130215	0.0015233912	-0.0922046607	0.0309089081	-0.0262167302	0.093569492	0.0189349823	-0.0541690462	-0.0150814268	0.0743461497	0.0138242378	-0.0009394126	-0.1048579237	0.0189267853	0.0044210835	-0.0271331021	-0.1011222658	0.0962676753	0.0891568539	-0.0403073746	0.1105701301	0.1136742748	0.110592125	0.105516962	-0.2872734183730188	0.0088684495005963	7.86493965446285e-05	0.0825260169037194	-1.540006133905365	0.0494298804099884	2.371618892466149	0.0024433130773457	1.6562797214106268	-0.0716951728621779	2.743262515556064	0.0051401978117375	-0.0214319237006894	2.489923438970046e-05	6.19971873193242e-10	0.0004593273535121	0.0056201168704481	-0.0006458561521249	3.1585713637495353e-05	4.1713016923771043e-07	-0.006615138629587	0.0006681238808288	4.4638952013387003e-07	4.376005908865418e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1055.6478337369217	1.1309196770794188	1.2789793160054168	1114392.3488734555	856.9896024675226	6.027226213234712	36.32745582550365	734431.1787374424	1009.3067685280236	5.763300195895567	33.21562914800989	1018700.1529964812	999.417806899823	872.4440915099882	0.584673	31.374216	0.1376999537654015	0.0884745301476592	-0.1058030899	0.0372841775	0.0347621268	-0.0207757866	0.1004388545	0.1172387574	0.0514171041	0.0621375512	-0.023387692	-0.0179526023	0.0096289915	-0.0084502612	0.0312458946	-0.0069521418	-0.1546398243	0.0944933471	-0.0579759577	0.0013175657	-0.0370214537	0.0633050125	-0.0224710584	-0.0136101372	0.0860003896	-0.0630366792	-0.0837968038	-0.0097410498	0.0641189085	-0.0201212807	-0.042051558	0.0179910361	-0.0078070635	0.1609948122	-0.0758884351	0.0903098422	0.0066982051	0.024844121	-0.0158851747	0.0495800712	-0.0111230677	-0.0152596486	0.0607782678	-0.0858289201	-0.0474741331	-0.0693127305	-0.020044251	-0.1348574314	-0.0017290312	0.092457239	0.0295900505	-0.0218759497	-0.0896346225	0.0223284813	-0.0364282208	0.1057747303	0.0135630048	-0.0590057357	-0.0207178667	0.0746499846	0.0253953437	0.0071379859	-0.1112573636	0.0334020302	0.0057420472	-0.0350335926	-0.1023506329	0.0635431797	0.087622974	-0.0507426165	0.0912619553	0.1133324686	0.1092392569	0.1025263906	-0.2865861010239285	0.0006873173490902	4.7240513836048613e-07	0.0821315933000973	-1.45962348382875	0.0803826500766149	2.130500714544377	0.0064613704333395	1.6899485013146531	0.0336687799040262	2.855925937095642	0.0011335867402257	-0.0216313543294598	-0.0001994306287704	3.977257569175741e-08	0.0004679154901266	0.0054451807764495	-0.0001749360939986	2.964999368821518e-05	3.06026369834871e-08	-0.0066999960355314	-8.485740594439944e-05	7.200779343612597e-09	4.488994687613647e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1050.1214545089554	-5.526379227966345	30.54086737129789	1102755.069220004	848.2179638273153	-8.771638640207243	76.94164443437677	719473.7141593568	1000.0117287489336	-9.29503977908996	86.39776449486476	1000023.4576354309	989.5665422848742	857.3642202482661	0.686763	36.852509	0.327485991342325	0.1698497241807459	-0.1192693636	0.0485162162	0.0812620889	-0.0240753954	0.103114985	0.1101971211	0.0140805637	0.057342067	-0.0096391201	0.0134113271	-0.0360143603	0.0346405424	-0.0313275534	0.0414272724	-0.125019225	0.0525397792	-0.0387120459	-0.0013812787	-0.0558520358	-0.0168966684	-0.0520368602	-0.0119275107	0.0543776765	-0.0082205735	-0.0385947777	-0.0964399861	0.0451288455	0.0396275392	-0.0601723871	-0.0460964541	-0.0299667363	0.1308654333	-0.0379810073	0.0460305478	0.017022355	0.0488548501	-0.0266886427	-0.0097967054	0.0049424146	0.0008267784	0.0117398573	-0.0297529282	-0.1209571396	-0.0395765604	-0.0377816366	-0.132204705	0.005334826	0.079418263	0.0001387611	-0.0376619599	-0.0806191944	0.0172182646	-0.0116705635	0.0632743524	0.0201586068	-0.1078439414	0.0001932717	0.0092338146	0.0572496917	0.0246745214	-0.1079715728	-0.0054522762	0.0491449869	-0.0790818545	-0.1286880895	0.031020924	0.0859891957	-0.077015386	0.1087951792	0.1129422506	0.1076997553	0.099141769	-0.1942236471627154	0.0923624538612131	0.0085308228832647	0.0377228251171869	-1.44617258257189	0.0134509012568599	2.0914151385826503	0.0001809267446217	1.709130615683435	0.0191821143687818	2.9211274614664373	0.000367953511657	-0.0209466304134861	0.0006847239159737	4.688468411063604e-07	0.0004387613256791	0.0041722443216685	-0.0012729364547809	1.7407622679695045e-05	1.6203672179104206e-06	-0.0046078459691767	0.0020921500663546	4.377091900147974e-06	2.123224447565796e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1058.9690314150405	8.847576906085123	78.27961710909081	1121415.409496109	873.1002261291197	24.882262301804417	619.1269772557972	762304.0048667201	1007.4433201604328	7.431591411499198	55.22855090746864	1014942.0433358764	999.0187641861417	862.7657697029875	0.7358449999999999	39.486286	0.1819374671363458	0.0893313491838397	-0.1245784894	0.0483043321	0.097399141	0.0152490097	0.0744999852	0.1581733623	0.0652307742	0.1127877315	0.0256847517	0.0369411525	0.0633809512	-0.0427375757	0.0165612318	-0.0092846432	-0.149540896	0.0705677098	-0.0773303475	0.0018819	-0.0386220594	0.0059672818	-0.0452888712	0.0220500962	-0.0005772119	-0.0203430976	-0.0378011912	-0.030560788	0.0362977933	0.0750577741	-0.0124794898	0.0119840277	0.0065538952	0.1563932076	-0.057214635	0.0883983197	-0.0142395737	0.0374549554	-0.0038119574	0.0067835526	-0.0106234142	0.0604758355	-0.0160122319	-0.050556901	-0.057716132	-0.023188705	-0.0221078707	-0.1354057612	0.0084544296	0.0941030086	0.0211446369	-0.01595844	-0.0861723589	-0.0005472663	-0.0081944686	0.1162513954	-0.0411845387	-0.0558566384	-0.0113707998	0.0400731012	0.0031053226	0.0316972593	-0.0229455687	0.0007476054	-0.0041938881	-0.0051914684	-0.1042112744	0.0215212865	0.1309751661	-0.0679470702	0.0814998952	0.1125037874	0.1059762505	0.0953761056	-0.217656618511782	-0.0234329713490666	0.0005491041462461	0.0473744035819834	-1.4028372112145178	0.0433353713573723	1.9679522411681256	0.0018779544106813	1.658200048970663	-0.0509305667127719	2.749627402406309	0.0025939226256841	-0.0201284480745675	0.0008181823389185	6.694223397183086e-07	0.0004051544218905	0.0037179001965892	-0.0004543441250793	1.3822781871798013e-05	2.0642858399407498e-07	-0.0046200906595215	-1.224469034480022e-05	1.499324416400437e-10	2.134523770219781e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
