global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	non_steady_state_outlier05	non_steady_state_outlier06	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
1052.0218165751182	n/a	n/a	1106749.9025500116	896.0026916216004	n/a	n/a	802820.8233931528	988.5954908737824	n/a	977321.0445759748	n/a	984.2874925479372	793.1394079412732	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0115812140931126	n/a	0.0001341245198705	n/a	-0.0207993061824112	n/a	n/a	0.0004326111376696	-0.0279153567438754	n/a	0.0007792671421378	n/a	0.0001549999938014	n/a	n/a	2.4024998078434038e-08	9.999996059018024e-05	n/a	n/a	9.9999921180376e-09	-7.793172595327324e-09	n/a	n/a	6.073353910056082e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1057.6781634214417	5.6563468463234585	31.99425964591333	1118683.0973785538	900.7121263036188	4.709434682018355	22.17877502419732	811282.3344703862	990.978349206372	2.382858332589535	982038.088595786	5.67801383319138	986.336183024226	811.6449459374898	1.063746	42.973598	0.1737452993469339	0.1060885276019646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-0.0129921776885737	-0.0245733917816863	0.0001687966810914	0.0006038515836562	-0.0363605713076538	-0.0155612651252425	0.000242152972298	0.0013220911458189	0.0719919066656871	0.0999072634095624	0.005182834625361	0.0099814612819877	0.000721000115894	0.0005660001220926	3.203561382088381e-07	5.198411671191614e-07	0.0002080002346434	0.0001080002740532	1.1664059195570572e-08	4.3264097611709464e-08	-7.497763562634318e-08	-6.718446303101587e-08	4.513752072765937e-15	5.621645844116687e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1053.5706865283842	-4.107476893057537	16.8713664270016	1110011.1915118906	899.2576219234826	-1.4545043801362	2.115582991835391	808664.2705874771	988.002298691032	-2.976050515339921	976148.5422187631	8.856876669855009	984.0852751015328	817.6974339523013	1.07583	43.461788	0.1770219088034553	0.0945534871500212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0568122983233934	-0.0438201206348197	0.0032276372407862	0.0019202029724501	-0.0601858830283532	-0.0238253117206993	0.0005676454785884	0.0036223405159026	0.1383229099420191	0.066331003276332	0.0191332274148279	0.0043998019956447	-6.999327125022563e-05	-0.0007909933871442	6.256705385058947e-07	4.899058020307661e-09	0.0002040019790181	-3.998255625299992e-06	1.598604804524303e-11	4.161680744330131e-08	-6.599279829818542e-05	-6.591782066255908e-05	4.345159080901301e-09	4.355049427224985e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1061.7997642863966	8.229077758012409	67.71772074741453	1127418.7394386474	912.261080889432	13.003458965949449	169.0899450791311	832220.2797055548	992.451576767024	4.44927807599197	984960.132227352	19.796075397502804	989.2764392213564	813.5266523739648	1.435906	58.008263	0.6666123385958055	0.383396474161456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0136793441648563	0.0704916424882497	0.0001871244567805	0.0049690716606912	0.1203751565194011	0.1805610395477543	0.0326022890025656	0.0144901783070703	-0.1920671040867745	-0.3303900140287936	0.0368897724722798	0.1091575613699464	-0.0005663905512897	-0.0004963972800394	2.464102596305885e-07	3.207982565902504e-07	-0.0004661335304296	-0.0006701355094477	4.490816010227285e-07	2.1728046819076286e-07	0.0004708672628348	0.0005368600611329	2.882187252397128e-07	2.2171597920953666e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1058.0499080213413	-3.749856265055314	14.061422008574588	1119469.6078639687	899.2004713634275	-13.060609526004557	170.57952119076091	808561.4877002102	990.8435756652428	-1.6080011017811555	981770.9914370838	2.5856675433294107	985.4418433828612	818.228165036156	1.043774	42.166756	0.270295320412944	0.1452185851879382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.015433717122292	0.0017543729574357	0.0002381996242109	3.077824473781687e-06	0.0806497422889265	-0.0397254142304746	0.0015781085357827	0.0065043809312702	-0.0681861321074208	0.1238809719793536	0.0046493486117706	0.0153464952185494	0.0006574677391397	0.0012238582904294	1.497829115052774e-06	4.322638280094686e-07	-0.0002860738594454	0.0001800596709842	3.242148511493836e-08	8.18382530579865e-08	-0.0002239060006652	-0.0006947732635	4.827098876744405e-07	5.0133897133884543e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1027.6116944584355	-30.43821356290573	926.4848449010584	1055985.794587737	878.2511489868164	-20.94932237661112	438.8741080391794	771325.0806966631	950.3008082368044	-40.54276742843842	903071.6261355235	1643.7159907564476	952.4437935741528	840.935870634185	3.396663	137.219681	3.760497524891429	2.020374429539683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.196059347661162	-0.211493064783454	0.0384392678053203	0.0447293164514982	0.4998537463192178	0.4192040040302913	0.1757319969950284	0.2498537677093569	-1.2881013989654235	-1.219915266858003	1.659205214016681	1.4881932583132318	0.0263639200635759	0.0257064523244362	0.0006608216911085	0.0006950562811186	0.0011566599014294	0.0014427337608748	2.081480704767945e-06	1.3378621275746696e-06	-0.0112724236997478	-0.0110485176990826	0.0001220697433469	0.0001270675360666	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
968.2232405301698	-59.38845392826568	3526.988459989735	937456.2435027432	829.1218865592525	-49.129262427563845	2413.6844266764365	687443.102771574	946.2151337681928	-4.085674468611614	895323.079371959	16.692735863464797	929.2465572975776	813.1799043776497	4.917565	198.661652	15.733104820134669	8.672463321928127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-2.1145739512708275	-1.9185146036096652	4.47142299539312	3.680698284263552	3.20395910400022	2.7041053576810024	7.312185785439102	10.265353940105896	-7.715091027510397	-6.426989628544973	59.52262956277143	41.306195685424655	0.076390328814234	0.050026408750658	0.0025026415724879	0.0058354823363467	0.0412786800857101	0.0401220201842806	0.0016097765036678	0.0017039294296183	-0.0147938993707896	-0.0035214756710418	1.2400790901739294e-05	0.000218859458593	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1071.6709576824962	103.4477171523264	10701.430184027724	1148478.6415401187	952.1166965556596	122.99480999640708	15127.723286052276	906526.203860062	983.9550998943556	37.73996612616281	968167.6386081112	1424.3050432039165	986.2369745780326	843.8088283292831	5.277334	213.195724	5.053595706381372	2.5919606202962235	-0.0073180226	0.0989274545	-0.3986644585	0.1828891992	0.7597805767	-0.2064838102	0.2297213035	-0.1091762206	0.0373003989	-0.0913235019	0.2223369875	-0.1920965281	0.1998503042	-0.3672670964	0.7347637991	-0.176576263	0.2404527124	-0.0315004138	0.0697671713	-0.3136770566	0.1543111227	-0.0114470159	0.0306758405	-0.0642670263	0.0292891901	-0.0547243304	-0.0578707041	0.0183588695	-0.0424964826	0.0279928215	-0.0689324794	0.0234279136	-0.0214029764	0.0067248207	-0.0203359846	0.0200861944	-0.003798314	0.0146953777	-0.0221040971	0.0226691208	-0.0449647307	0.0046254084	0.0101897107	-0.0393228662	0.0525057703	-0.0186400853	-0.0074130813	-0.3561745367	0.7764530544	-0.0526640312	0.1289364611	-0.0726760313	0.2925670571	-0.1417378666	0.1615238745	-0.0991059245	0.1051277677	-0.0466422777	0.0816444951	-0.0371693428	0.0317553074	-0.017165011	0.0450689562	-0.0166454594	-0.0056212192	0.0251057304	-0.0116278756	0.0178720082	-0.030483753	0.0439634515	-0.0028799914	0.0110871278	-0.0005587474	0.0179691922	-0.0113304556	0.0209445583	-0.0004802971	0.048604074	-0.0048006954	0.1717656933	0.2149722307	-0.2402289495	0.8648271881	-0.0653277646	0.175567539	-0.0392067788	0.068058952	-0.0215477274	0.008584498	-0.0076237569	0.0274423032	-0.0122100047	0.0122560646	-0.0351406367	0.0402200595	-0.0391991035	0.0324546105	-0.0051024094	-0.0311969343	0.0099364152	-0.0374680562	-0.024160096	0.1174371526	0.1174164796	0.1173820271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2121245765276711	0.9024493747431565	1.469245989022386	0.8144148739743138	2.522629104642093	-0.6813299993581272	0.4642105680253456	6.363657599587368	-6.1476577237347385	1.5674333037756585	37.79369548819539	2.456847161785075	0.0572959208315253	-0.0190944079827086	0.0003645964162101	0.0032828225439324	0.0259938787025744	-0.0152848013831356	0.0002336251533219	0.0006756817300041	-0.0184623505750338	-0.0036684512042442	1.3457534237920727e-05	0.0003408583887554	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1085.4015695664282	13.730611883931942	188.52970270717307	1178096.5672172655	963.8745138492224	11.757817293562766	138.24626750880364	929054.0784480748	1011.3948036817916	27.43970378743597	1022919.4489145298	752.9373439422282	1009.0212815733214	862.6368980672625	2.795471	112.932495	1.7025291879043347	0.998300948139068	0.023741363	0.0489000315	-0.06156931	0.1075697743	-0.0032202806	-0.2402221583	-0.0008683924	0.2084641345	-0.0903332692	-0.185870939	-0.1496272364	0.0589623118	-0.0243832437	0.1287477235	-0.0870711365	-0.1409520052	0.0422270078	-0.0064405686	0.3141938617	0.1362801045	0.1299295485	-0.0375295146	0.2613816262	-0.1863085223	0.0413024328	-0.0892538031	-0.1720015866	0.3036698742	-0.0857078357	-0.1609506387	0.0265734193	-0.0525095078	0.0764249006	0.0582364979	-0.1044115319	-0.0656536951	0.1033147436	-0.001132445	0.0220319688	-0.0629108701	-0.0684621858	0.0633421341	0.0402731086	-0.1701710015	0.0539272537	0.1453305117	-0.1480617589	0.1047445333	-0.054450901	-0.1781588382	0.0756928378	0.014580353	-0.2403796355	-0.2468226699	-0.0182270788	-0.3341876745	0.1138827771	-0.0601977062	0.0856047013	-0.0954463154	0.2334438209	0.0463097104	0.0593671319	0.0367460567	-0.2408472873	0.2303608994	0.0308810088	-0.0927393863	-0.1488888352	-0.0578457763	-0.0852656033	0.0406146318	-0.1015308577	0.025074083	0.0915854966	-0.1359893959	-0.0389828111	-0.0254662645	0.0272932299	0.0721221431	0.0682386529	-0.1755913142	-0.1311420327	-0.0841821161	-0.1509393733	0.0682936375	-0.0775322568	-0.0527618012	-0.0325074957	0.0408510764	-0.1209022066	-0.0677639104	-0.064968918	0.102587755	-0.140953767	-0.2199078317	0.1365612328	0.1431607879	0.0945597054	0.4468676188	-0.1319299135	0.1230839562	0.1173820271	0.1171960424	0.116886286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9349699370012984	0.2771546395263727	0.8741687830962118	0.0768146942109936	2.54299043755016	0.0203613329080671	0.0004145838777931	6.466800365471555	-5.272180067780028	0.8754776559547102	27.795882667097025	0.7664611260759538	0.0618917467408798	0.0045958259093544	2.112161578909411e-05	0.0038305883146372	0.0228938978639439	-0.0030999808386305	9.60988119987626e-06	0.0005241305594046	-0.0155674461327151	0.0028949044423187	8.380471730156549e-06	0.0002423453790949	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1050.586168416533	-34.81540114989525	1212.1121572281277	1103731.2972681315	875.31007742252	-88.5644364267024	7843.659399579411	766167.7316374179	994.5230117831584	-16.871791898633205	989076.0209662442	284.65736187078505	984.5349317354768	819.5079172915882	1.588843	64.186699	0.2488106917703909	0.1221948359471538	0.0261038423	0.0595707217	-0.0847084374	0.1029433452	-0.18001498	0.1068418736	0.0289598095	-0.2676637056	0.0769819565	-0.1314042887	-0.0214172073	0.1004647685	0.0325774242	-0.0800416499	0.0391759115	0.0631459182	0.0026293054	0.037226417	0.1279026283	-0.0147866914	-0.0974687313	-0.0446899034	-0.0325529395	0.0737346731	0.0011270535	0.0868408344	0.0573475508	-0.168952001	0.0685060067	0.0374815105	0.0702880651	0.0876111581	0.0524730174	0.0454667228	0.0343114529	-0.0698410017	0.1124249586	-0.1119952878	0.0180881475	-0.0684180672	0.1480151351	-0.0591967883	-0.1133384693	0.1351388355	-0.1268831156	0.0038820261	0.0572526109	-0.0825612935	-0.0005423586	0.0735071443	-0.0031767202	-0.0796578047	-0.0536668514	-0.1027798495	-0.020550914	0.1079507388	-0.18550785	0.1267233001	0.145146911	0.2284725949	-0.1463879407	0.0424020914	-0.0908589318	0.1021099674	0.2032054992	0.0230341892	-0.0786338759	-0.085301656	-0.0117188014	-0.1482825557	0.0144758226	-0.0399837478	0.0476530472	0.0263606276	-0.0281570076	0.0372725562	0.0204961058	-0.1161438096	0.0197667882	0.0706794975	0.0832648117	-0.1670377517	-0.0505176383	-0.0415040312	-0.0941336873	0.0173989616	0.0460464925	0.0274889539	-0.0556847209	0.0337273395	-0.0020822197	0.0265415652	0.0476734561	0.0039085543	-0.0547863104	0.025869632	-0.0965025813	-0.0489010653	-0.0509433291	-0.0836681392	0.1043043565	0.0632185667	0.1172718021	0.1167555819	0.1158968974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9405298714236352	-0.0055599344223368	0.8845964390401597	3.091287078068588e-05	2.497194857151001	-0.0457955803991589	0.0020972351840958	6.235982154581409	-5.217395197344203	0.0547848704358253	27.22121264527036	0.0030013820286701	0.0633940211963747	0.0015022744554949	2.256828539632509e-06	0.0040188019234464	0.0216830993066456	-0.0012107985572983	1.4660331463556454e-06	0.0004701567955418	-0.0154271130152469	0.0001403331174681	1.9693383858343487e-08	0.0002379958159852	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
