global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52
1035.7450065995563	n/a	n/a	1072767.7186959148	952.651073279501	n/a	n/a	907544.0674205852	956.2079345411788	n/a	n/a	914333.6140795072	947.0003122547464	829.1376724281388	n/a	n/a	n/a	n/a	-0.0459236317	-0.0029922992	0.0361482462	-0.1058864442	0.1651491993	-0.0256698915	0.0584466337	0.0607580167	-0.000110389	0.0148956924	-0.0642716653	0.0227489289	-0.0127244225	0.0355419027	-0.0202309722	-0.0189158271	0.0195895576	-0.0163940221	0.0195505803	-0.028059892	0.1274417769	-0.0137538466	0.0200642726	-0.036128557	0.0247375591	-0.059578525	0.0058655647	-0.13986534	0.2068582101	-0.0324146546	-0.0137438393	0.0342124589	-0.016322461	0.0171722456	-0.1014255107	0.0027123288	-0.02156153	0.0621981565	0.0721026153	-0.0573585059	0.0520109457	-0.1660572133	0.2052351473	-0.0204793437	-0.076249441	0.0019093655	-0.0197115799	0.0415059684	-0.2397892489	0.149164074	-0.0433767993	0.048940542	-0.1161891976	0.098028595	-0.0354880395	0.0006252106	-0.0609603278	0.0141406171	-0.1281100867	0.0686262074	-0.0483289093	0.0270167951	-0.0363482082	0.0202156583	-0.0312412213	0.0195176869	-0.0428163991	0.1147017419	0.1146833673	0.1146527451	0.1927228050217877	n/a	0.037142079575466	n/a	0.1846263921316335	n/a	0.0340869046715437	n/a	-0.2083760531681662	n/a	0.0434205795339424	n/a	0.0165012250548605	n/a	0.0002722904283111	n/a	-0.0081089699078757	n/a	6.575539296683364e-05	n/a	0.0021430791329875	n/a	4.592788170246454e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1030.526041207915	-5.2189653916414045	27.23759975915072	1061983.921607657	947.2290028163364	-5.422070463164573	29.398848107521687	897242.7837764311	956.588874131038	0.3809395898591674	0.1451149711220707	915062.2741112869	944.268794908584	808.2282459797983	0.939448	49.094688	0.3555775453751726	0.156712889178567	-0.065610725	0.0016072325	0.0321135412	-0.1794523824	0.1818146056	-0.0180087251	0.0341974117	-0.0020823293	0.0258221607	-0.0056352202	0.0195904293	-0.0261022627	-0.0118482614	-0.007421391	0.0876715842	-0.0128210701	-0.0123722263	-0.0094501473	-0.0235000539	-0.0496159507	0.0306700694	0.0164548435	0.0414143851	0.0366344141	0.0401383186	-0.0596215412	-0.0115666694	-0.1513780747	0.2146493369	-0.0144376583	0.0247636286	0.0301884369	-0.0334665193	-0.0060729909	-0.0187226211	-0.0284195157	-0.0017694806	0.0026471663	0.0695706918	-0.029188352	0.0113264355	-0.1398017328	0.2509922786	-0.0256277765	-0.0932967266	0.0265969707	-0.0257529328	0.0340512071	-0.258094631	0.1265808253	0.0251604564	0.0100918535	-0.1186377899	0.0798462476	-0.0046792142	0.0516945633	-0.0735341258	0.0792187917	-0.0084657578	0.0846932106	-0.0670325875	-0.0161342198	-0.0076474737	-0.0141919404	-0.0921213657	-0.0159279916	-0.0578595752	0.1146527451	0.1144874327	0.1142120884	0.1870318466726388	-0.0056909583491489	0.0349809116697774	3.2387006931747575e-05	0.25298221496422	0.0683558228325865	0.0640000010882028	0.0046725185151199	-0.1208502950221941	0.0875257581459721	0.0146047938069513	0.0076607583390272	0.0185605452782275	0.002059320223367	0.0003444938410251	4.240799782368318e-06	-0.0067192475556423	0.0013897223522334	4.514828771400502e-05	1.9313282162971365e-06	0.0017120215876386	-0.0004310575453488	2.9310179165405927e-06	1.8581060740221886e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1029.491138915943	-1.0349022919717754	1.0710227539284338	1059852.0051064456	934.0232765454203	-13.205726270916102	174.39120634236372	872399.4811286428	959.1367664321984	2.5478923011604597	6.491755178312741	919943.3367220137	943.0154096004072	799.8589502494177	0.7996109999999998	41.786968	0.4325842115132574	0.2101509873824961	-0.0830886029	-0.0134261017	0.0361865377	-0.1805880327	0.1000357221	-0.0522238485	0.0663060871	-0.0067903733	0.0224534173	0.0207242336	0.0140823617	0.0453461972	0.0152401205	0.0060249873	-0.0312413001	-0.030445215	0.0287432018	-0.0436136629	-0.0413351433	-0.0554544065	0.0170928839	0.039575841	0.0094625633	-0.0252939386	0.1169578908	-0.0606325364	-0.0123503003	-0.129030251	0.1073159076	-0.0198879972	-0.0117672965	0.0469422921	-0.0512219045	0.0063216755	0.019077611	-0.042500279	0.0257641022	0.0010188041	-0.0147451067	-0.0938249509	0.0428153756	-0.0876854478	0.2003398702	-0.0276157316	-0.0954395322	0.0337356394	-0.0190882383	-0.0073878781	-0.2281224633	0.16104627	-0.0391531343	0.0441811231	-0.153661026	0.1166178623	-0.0933922473	0.0082962758	-0.0773218541	0.0699016064	-0.0570634777	0.1136305445	-0.0616281478	0.0369290957	-0.0230416376	-0.0082774576	-0.0498927358	-0.0192247059	-0.0393646744	0.1145547726	0.1140958982	0.1133324686	0.1608651120308053	-0.0261667346418335	0.0258775842686835	0.0006846980018161	0.304187211457446	0.0512049964932259	0.0925298596142569	0.0026219516658712	0.0095471586368489	0.130397453659043	9.114823803715856e-05	0.0170034959207622	0.0220634064554916	0.003502861177264	0.0004867939044202	1.2270036427184028e-05	-0.0059830465512482	0.000736201004394	3.5796846034402984e-05	5.419919188708807e-07	0.0019692599403635	0.0002572383527248	3.877984712720455e-06	6.617157011261996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1027.2007636866442	-2.2903752292988884	5.245818690985936	1055141.4089184252	950.385244738154	16.361968192733684	267.7140031400288	903232.113416001	956.7671963760752	-2.36957005612328	5.614862250876083	915403.4680613352	944.1374595129968	809.772785464843	0.851534	44.500385	0.2283748744301792	0.1269339929890682	-0.082380633	-0.0044479789	0.0424791659	-0.218325231	0.14614364	-0.0238789955	0.0175475471	0.0266142861	-0.0088829687	0.0098009389	-0.0451602288	-0.0331457801	0.0495515583	0.0323562087	0.0151412783	-0.0114537124	-0.0355033895	0.0166930973	-0.0631175177	-0.0631105766	0.0308667398	0.0111326614	0.1091493656	0.041667612	0.0227960749	-0.0324960161	-0.0474593585	-0.0546065257	0.1684548811	-0.0106733696	0.0413627006	0.0327669183	-0.0595775573	-0.0213231589	0.021830363	-0.0317686567	0.0298060676	-0.0332884883	0.112603831	-0.0269366676	0.0486186271	-0.018123448	0.1509286527	-0.042713919	-0.0888942012	0.0387110768	-0.0058551266	-0.0012685442	-0.244594867	0.1240216828	0.0555864096	-0.025647299	-0.1143106505	0.0826430284	0.038796848	0.0337048616	-0.060211146	0.0905013789	-0.0139256761	0.0476986862	-0.0551657621	-0.021966825	-0.0160611738	0.0498553261	-0.0582756536	0.0230966405	-0.0223889746	0.1144078661	0.1135094328	0.1120172664	0.1573526202126913	-0.0035124918181139	0.0247598470877994	1.233759877231779e-05	0.274697510051169	-0.0294897014062769	0.0754587220283121	0.0008696424890313	0.0540760947916822	0.0445289361548333	0.0029242240279189	0.0019828261550812	0.0200126059264345	-0.002050800529057	0.0004005043959667	4.205782809980875e-06	-0.0054668706964386	0.0005161758548096	2.9886675211579064e-05	2.664375130884218e-07	0.0015193614232111	-0.0004498985171523	2.3084591343420592e-06	2.024086757359283e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1033.8721193955655	6.671355708921283	44.50698699495659	1068891.5592634785	944.5439217831909	-5.841322954963175	34.12105386417972	892163.2201775706	961.6056077178736	4.838411341798405	23.410224312443447	924685.3447944608	946.98311883879	790.5340061911899	1.158919	60.564056	0.6394011132682096	0.3562205382210315	-0.0624709477	-0.0505275787	0.1193949406	-0.1747231538	0.0663559157	-0.0116256346	0.0138040984	0.010126965	0.0470676479	0.0342500771	-0.0477163226	0.0594480889	0.0517399867	-0.0250012314	-0.0024779994	-0.0521161338	0.0330491776	-0.0790414332	0.0095804368	-0.0845064923	0.029614059	0.0858246834	-0.0827751726	-0.0665535489	0.0955072336	-0.0500699829	0.0252176178	-0.0267303965	0.0634199971	-0.0403024609	-0.009881114	0.0662177552	-0.0603063509	0.0516886255	0.0144049274	-0.0384565001	-0.0545400096	0.0707646247	-0.1004054074	-0.1041382861	0.0034162356	-0.048186617	0.1224223758	-0.0235495097	-0.0755973049	0.0494021002	0.0026127781	-0.0369826789	-0.1798249261	0.153618403	-0.0805216039	0.0617293749	-0.1887612076	0.1586088834	-0.0600428274	0.0236216518	-0.0860370371	0.0121697293	-0.084876361	0.1014244744	-0.0686158113	0.1183228917	-0.0456007212	0.0385357301	0.0339790921	-0.1089691312	0.136739942	0.1142120884	0.1127290384	0.1102715368	0.1443551214198351	-0.0129974987928562	0.0208384010801353	0.0001689349748702	0.2563553410365671	-0.0183421690146018	0.0657180608779746	0.0003364351641602	0.2928240418514036	0.2387479470597214	0.0857459194861925	0.0570005822252315	0.0168445730010519	-0.0031680329253826	0.0002837396395877	1.0036432616308244e-05	-0.0086208880333698	-0.0031540173369312	7.431971048389862e-05	9.94782536166258e-06	0.0004551417175043	-0.0010642197057068	2.0715398301276407e-07	1.132563582014668e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990.3703843922738	-43.50173500329174	1892.400948296618	980833.4982813	958.2575014579196	13.713579674728749	188.06226749513343	918257.4391003748	932.5698919546631	-29.03571576321042	843.072789881946	869686.6033803321	924.1562363380608	767.4525957217436	2.591288	135.418381	2.8106765513561904	1.2998727043949352	-0.184781187	-0.1432724573	0.0322836362	-0.0524958281	0.0600649528	0.0137307077	0.1191567675	0.0640518389	0.0348015091	0.0722270473	-0.0691262743	-0.0412441274	0.2260831624	-0.1894003277	0.242030532	0.178381846	-0.2202536063	0.1390896992	-0.1419751445	0.0017650739	0.0528329582	-0.2659025674	0.33872383	0.3512715569	-0.2628420461	-0.1002777744	-0.269505791	-0.2257663876	0.1513012448	0.1572822173	0.1765191965	-0.0694999846	0.0196789034	-0.1745560524	-0.0673197827	0.1852661239	-0.032125833	-0.1249295451	0.5187267213	0.1802105637	-0.272614314	-0.0701551327	0.0941521433	-0.111530118	-0.065859999	-0.1195161007	0.1590351905	-0.0062181909	-0.1807624214	-0.3029618962	0.3092552372	-0.3095080182	-0.0674211925	-0.2570775679	0.4298320495	0.0268436821	-0.2069217632	0.234533116	-0.0376343338	0.0002209722	0.3414671958	-0.0736389049	-0.1280011728	-0.1111783328	0.0378981364	-0.0286150386	0.0565490521	0.1139675232	0.1117560484	0.1081019891	-0.4997842314941181	-0.6441393529139532	0.2497842780501662	0.4149155059724063	0.0249462575529832	-0.2314090834835839	0.0006223157658997	0.0535501639187123	0.4909637294526021	0.1981396876011985	0.2410453836380078	0.0392593358027005	0.0013207138752855	-0.0155238591257664	1.7442851403716432e-06	0.0002409902021566	0.0045108360288348	0.0131317240622046	2.0347641679034107e-05	0.0001724421768458	-0.0056290436416738	-0.0060841853591781	3.168613231986824e-05	3.701731148483715e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1019.6541910451224	29.283806652848625	857.5413320814214	1039694.669315883	948.3180310545848	-9.93947040333478	98.79307189876806	899307.0880232445	947.461122984723	14.891231030059885	221.7487615906184	897682.5795674725	935.6645121140914	774.4296408597835	2.636588	137.78569	3.019444945054463	1.8654107242839104	-0.0529430577	-0.0423771196	-0.0722820437	-0.1235873691	-0.0173616586	-0.1082774573	0.1153547423	-0.029494837	0.075285187	-0.0447487432	-0.1053930211	-0.1539016907	0.1440238417	0.0874480869	0.1253845024	0.0515725967	0.1243712557	-0.0312156029	-0.1027105058	-0.0469319541	0.0539051526	0.0219740746	-0.1512926057	0.1281427951	-0.1445760141	-0.4282885617	0.2837336916	0.4379843707	0.3409387749	0.0501189014	-0.0881738503	0.0375353681	-0.0526276306	-0.0350971591	0.103586618	0.0698471519	-0.2176508706	0.1556559716	0.1006102589	-0.2063460989	0.1358014039	0.4296857017	0.3296094271	-0.0562429834	-0.054180514	-0.00405143	0.1526479262	-0.0455427721	-0.169011783	-0.1549046688	0.3462327298	-0.0841854543	0.0643449595	-0.2309216917	-0.2186509471	0.0697870317	0.1534121678	-0.306015553	0.1724159001	-0.0292919962	-0.1412691896	-0.0002415797	0.4147450259	0.4910967323	-0.0691052864	-0.0114794619	0.0939048219	0.1136742748	0.110592125	0.105516962	-0.911404158027409	-0.4116199265332909	0.8306575392696504	0.1694309639192718	0.0054325671276558	-0.0195136904253274	2.951278559648639e-05	0.0003807841140155	1.1465398606883568	0.6555761312357546	1.3145536521472765	0.4297800638460394	0.0033843326579932	0.0020636187827077	1.145370753995932e-05	4.258522480344012e-06	0.0385915336650879	0.0340806976362531	0.0014893064706236	0.0011614939513737	-0.0081394311599148	-0.0025103875182409	6.625033960699197e-05	6.302045491740202e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1023.6852048120302	4.03101376690779	16.249071989000132	1047931.398551048	903.1982626394064	-45.11976841517844	2035.793501839334	815767.1016348421	955.6279864011536	8.166863416430601	66.69765806263251	913224.8483931236	937.7144854749232	769.7741334146871	1.913655	100.005898	2.81400889801493	1.3577616917948077	-0.0627619154	-0.071933151	-0.0277137787	-0.0628256041	0.0731655218	-0.0128598415	0.1000920187	-0.1310224932	0.0441142528	0.0831532104	0.0593244262	-0.0156005356	0.0169464842	0.0863763321	0.1697910978	-0.0016888808	-0.0209779414	0.0472260352	-0.0672225399	-0.0450627474	-0.0200231951	-0.0396794165	-0.0807565806	-0.0395517361	-0.1047171486	-0.1460341043	0.0941486629	0.114078579	-0.0756974882	0.013173184	0.0168408499	-0.0346858134	-0.0462413712	-0.0208626641	0.0555110003	0.1469081527	-0.039528206	0.1527326214	-0.0108382749	-0.0722309539	-0.0574307562	0.1324067667	0.034193712	-0.0219972728	-0.0160942105	-0.0039099302	0.1429988293	-0.0688240085	-0.0923219825	-0.0782867819	0.0455687874	0.0060381405	0.0942263539	-0.112133803	-0.3360832448	-0.0351904768	0.1615141585	-0.2113960958	-0.1798036963	-0.2141008994	-0.0146278572	0.2996652148	-0.0593003435	-0.4603015952	0.3221501222	0.0890655351	0.2283210978	0.1133324686	0.1092392569	0.1025263906	-0.5401686851204346	0.3712354729069744	0.2917822083847392	0.1378157763444649	-0.136977716467058	-0.1424102835947138	0.0187628948085297	0.0202806888735268	0.937811802118965	-0.2087280585693918	0.8794909761936207	0.0435674024341474	-0.008010300457974	-0.0113946331159672	6.416491342701848e-05	0.0001298376638474	0.0189781961743311	-0.0196133374907567	0.0003601719300313	0.0003846830075263	0.0026852998922382	0.010824731052153	7.210835511254488e-06	0.0001171748023514	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1019.6528402542964	-4.032364557733786	16.259963926467588	1039691.9146386536	921.5627502633744	18.36448762396799	337.25440569087345	849277.9026729945	948.6254267119756	-7.002559689178042	49.03584220050128	899890.2002044778	937.1149440386332	802.454060124491	1.462755	76.442276	1.8297745676719803	0.9777271278474576	-0.0835642084	0.0368655265	-0.1251526873	0.0432815604	-0.039967237	-0.0036201551	0.2125688437	-0.0904735489	-0.0202175414	-0.00665953	-0.099917387	-0.0931926059	-0.0516956087	-0.0761676596	0.0657743284	0.0362417638	-0.0561876181	-0.0915141859	0.0611998523	-0.044982717	-0.0446158832	0.0332710526	-0.1651650408	-0.0068446092	-0.0936163274	-0.0787896861	-0.052743393	0.0822383544	-0.0755066553	0.0306424292	0.0419345257	0.0791341311	0.0461912206	0.0415541877	0.0487103512	0.0369853863	-0.1103544682	0.0653189959	-0.0894138663	0.017330426	-0.1486776734	0.0617771343	-0.0061813242	-0.0404036478	-0.0232354927	-0.0561885812	0.0919016133	-0.0326414783	0.0175017952	-0.144837691	0.0334382959	-0.0873200013	0.1280791992	-0.1035388256	-0.1691588071	0.0134263692	0.0648792597	0.0036576231	-0.1112364038	-0.0887202902	0.0281752348	0.0223382457	-0.1082511096	-0.183021322	-0.0891102776	-0.0006996926	-0.2629686529	0.1129422506	0.1076997553	0.099141769	-0.211099640989147	0.3290690441312875	0.0445630584257467	0.1082864358054792	-0.0526683802361844	0.0843093362308736	0.0027739582767032	0.0071080641756904	0.2447887061682507	-0.6930230959507142	0.0599215106675261	0.4802810115211128	-0.0063200307239973	0.0016902697339767	3.994278835226984e-05	2.8570117735976645e-06	0.0070365257040729	-0.0119416704702582	4.951269398407862e-05	0.0001426034936202	0.0035208215151854	0.0008355216229472	1.2396184141792415e-05	6.980963824123231e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1029.296203984196	9.643363729899534	92.99446402714185	1059450.6755362754	911.235258430994	-10.32749183238036	106.65708754788304	830349.6962078004	955.0866494797104	6.461222767734853	41.74739965429523	912190.5080143792	941.650809737643	813.5137063799377	1.33282	69.651962	0.9369681736071304	0.4605051551664888	0.058810234	0.055798328	-0.055050342	0.1110358662	-0.0551028074	-0.0913662348	0.0409738206	-0.072593551	-0.0822514608	-0.0806951124	0.0471089184	-0.0631492283	-0.0883202655	-0.0378708146	-0.0598137548	-0.0070782562	0.03101919	-0.1166320586	0.0773929578	0.0519187724	-0.0972867807	0.0564518451	-0.0590396437	-0.0366202702	0.0482859067	0.0683106861	-0.0455507597	-0.0042701082	-0.1085623865	-0.0143839988	-0.0376434177	0.0643936712	0.0914894649	0.0608449795	0.0481620132	-0.051046917	-0.001056975	-0.0127481025	-0.1360516237	0.0338352633	-0.0275444909	-0.0530449968	-0.106812125	0.0200228949	0.0198878711	0.0094394152	-0.0402434615	0.0062228924	0.1060273234	0.0041249459	-0.0233745864	0.0811726328	0.0562165773	-0.0297829518	-0.0969432095	-0.0459282044	0.0327405677	-0.0061781984	-0.1137434546	-0.0437090834	-0.0911829161	-0.0333985014	-0.0463997474	-0.011331044	-0.0882671417	-0.0164076847	-0.1684669769	0.1125037874	0.1059762505	0.0953761056	-0.0155658236006956	0.1955338173884513	0.0002422948643679	0.0382334737425002	0.0069556011204952	0.0596239813566796	4.838038694743408e-05	0.0035550191528216	0.0463483095874011	-0.1984403965808496	0.0021481658016095	0.0393785909951648	-0.0052314646883685	0.0010885660356288	2.736822278564653e-05	1.1849760139246023e-06	-6.233845241099267e-05	-0.0070988641564838	3.8860826489975984e-09	5.0393872312211766e-05	0.0020408521416751	-0.0014799693735102	4.1650774641798434e-06	2.190309346528469e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
