global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94
1081.509625413104	n/a	1169663.0698611925	n/a	1099.3281467160125	n/a	1208522.3741620628	n/a	1025.9637395736793	n/a	1052601.5949200084	n/a	1030.543720172158	1087.238135334913	n/a	n/a	n/a	n/a	-0.0005690924	-0.0113490688	-0.0167309278	-0.0327393638	0.0110689827	-0.0214008121	0.0201285685	-0.1274825508	0.0230325506	-0.0083563118	0.0063082372	-0.0216983153	0.0062426748	-0.0251635658	0.0342777884	-0.0138756122	0.0225144414	-0.0314792696	-0.0145922681	0.0084611838	-0.0192538079	0.0075528121	-0.0010185294	0.019685708	0.0577109945	-0.0156079561	0.0107287526	-0.0249083583	0.0483670522	-0.0089272034	-0.014706853	0.0496109471	-0.0202212744	0.0488090576	-0.0198134845	0.0076222483	-0.0554767008	0.0090325254	-0.0528962314	0.0618212859	-0.0158167747	0.0119895084	-0.0097103837	0.0848945114	-0.0015835728	0.022641182	-0.0584635135	-0.0030394538	0.0054652438	-0.0489137661	-0.0051281873	-0.0950513642	0.0429696922	0.1147017419	0.1146833673	0.1146527451	-0.025198781118263	n/a	0.0006349785698461	n/a	-0.1137359979414185	n/a	0.0129358772277303	n/a	0.0219372678239437	n/a	0.0004812437195794	n/a	0.0067160417762294	n/a	n/a	4.510521714005856e-05	-0.003826027033055	n/a	1.4638482857667644e-05	n/a	-0.0023731919064787	n/a	5.632039824976007e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1087.2840030454315	5.774377632327514	1182186.5032784978	33.34343704072431	1119.522891638414	20.19474492240147	1253331.504902436	407.8277224808599	1027.8687440944668	1.9050045207875428	1056514.1550863364	3.629042224220976	1038.8747691823476	1107.1375190115607	0.8757669999999999	74.749115	1.4785217338304353	0.6739997509458628	0.0170757186	-0.0030615394	-0.0435110804	-0.0768861081	-0.0138246571	-0.0127183964	0.0310817955	0.061619842	0.0208949091	-0.0161022343	0.0238368433	-0.0236704856	-0.0307902404	-0.0286225108	-0.0074551248	-0.0013291415	0.0016782387	-0.021592498	-0.0309610673	0.0247717625	-0.0327118598	-0.055878244	0.0280026482	-0.0340799822	0.0083478663	0.0005602971	0.0177327859	0.0066393588	0.0107527581	0.0105685064	-0.0120988788	-0.0084145715	-0.0044659903	0.0468669298	-0.0221131769	-0.0315417704	-0.0354652168	-0.0366014708	0.0096775949	0.0078306138	0.0170024476	0.0079513632	0.0023289851	0.0614232296	-0.0670317548	-0.0163490925	-0.0057920343	0.028550249	-0.0602577584	-0.0064002578	-0.0242410635	-0.0701488421	0.034241006	0.1146527451	0.1144874327	0.1142120884	0.2307225280286786	0.2559213091469416	0.0532328849399443	0.0654957164754844	0.2054592677444162	0.3191952656858347	0.0422135107020717	0.1018856176362505	-0.3052672569718453	-0.327204524795789	0.0931880981791146	0.107062801046838	0.0052656686211267	-0.0014503731551027	2.1035822890425614e-06	2.772726602751836e-05	0.0020543099707539	0.0058803370038089	4.220189455938889e-06	3.4578363278364225e-05	0.0018201106186471	0.0041933025251258	3.312802664111929e-06	1.758378606722641e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1085.0799417388123	-2.204061306619224	1177398.4799639042	4.857886243336039	1063.3356562817514	-56.18723535666254	1130682.717920143	3157.005417024989	1027.4436806156416	-0.4250634788252228	1055640.5168370164	0.1806789610310006	1027.0279418847708	1113.809067161319	0.819473	69.94426	0.6755581050547449	0.3459953684431049	0.024517335	0.002524177	0.0419935128	0.0498841965	-0.0421492404	-0.0038535693	-0.0335020332	0.0132895985	-0.0923530723	-0.0135509548	0.0254536645	-0.0177862003	0.0041940592	0.0120346577	-0.0154408146	-0.0012931089	0.0289213765	-0.0165942361	-0.0108366386	0.0166635473	-0.0187478192	0.0268796373	-0.0167246505	0.0291487396	-0.0017369035	-0.0493175512	-0.0223471786	0.0037690461	0.0389074364	0.0162074229	-0.00623519	-0.0098333064	-0.0115793939	0.033602167	-0.0306702754	-0.0214321604	-0.0131905127	0.0127439792	0.0085662645	-0.0381092053	-0.0569862937	-0.0119295592	-0.0100319406	0.0024590288	-0.0236270441	-0.0399294096	0.0850613308	-0.0331624375	-0.0195747296	0.0164763343	-0.0667873126	-0.0376035726	0.0598885946	0.1145547726	0.1140958982	0.1133324686	-0.0268723856020329	-0.2575949136307115	0.0007221251079443	0.0663551395284137	0.2529330730483394	0.0474738053039232	0.0639751394416766	0.0022537621900348	-0.4338146748759754	-0.1285474179041301	0.1881951721377482	0.016524438649819	0.0013131830750545	-0.0039524855460722	1.5622141991909655e-05	1.7244497886095926e-06	0.0025619490546886	0.0005076390839347	6.563582958819811e-06	2.576974395380616e-07	0.0021988253529598	0.0003787147343127	4.834832932818789e-06	1.4342484998553904e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1071.1676217076613	-13.912320031151012	1147400.0737948474	193.5526486491657	1063.1182863795857	-0.2173699021657285	1130220.4908346669	0.0472496743675383	1021.9544130171528	-5.489267598488823	1044390.8222852332	30.13205876781925	1016.87069210874	1089.893221148414	0.676975	57.781693	0.2208125679954937	0.116686652348959	0.0148265774	0.0023884754	0.0515729993	0.0192427449	0.0133130457	0.0153945209	0.0400292731	0.0997708565	0.0463364794	0.0026340381	0.0238243381	-0.006376291	-0.0329711218	0.0077775086	-0.0263633596	0.0298371298	0.0026134073	-0.0152305611	0.0119744111	0.0200282867	-0.0127068529	-0.0059168636	-0.0141427293	0.0072395879	-0.0808024788	0.0061344396	-0.0127150036	-0.014005566	-0.0048621653	0.0223971393	-0.0086515946	-0.015928903	-0.0055902702	0.021018317	-0.0180779035	-0.0321900502	-0.0013089281	-0.00370986	0.0225971985	-0.0075433573	0.0163158706	-0.0023872668	0.0007412571	0.0180875391	-0.0321620695	-0.0197891231	0.0308243273	0.0137806464	-0.0291800125	-0.0075860623	-0.0318641038	-0.0435339087	0.0408164999	0.1144078661	0.1135094328	0.1120172664	-0.0422083403176429	-0.01533595471561	0.0017815439923699	0.0002351915070392	0.2452415520970561	-0.0076915209512833	0.060143418874973	5.91594945440301e-05	-0.3825164313225713	0.0512982435534041	0.1463188202317554	0.0026315097916643	-8.276614562352741e-05	-0.001395949220678	1.9486742267115923e-06	6.850234861374946e-09	0.0013469250034749	-0.0012150240512137	1.8142069649858595e-06	1.476283445027752e-06	0.0018800616493476	-0.0003187637036122	3.5346318053476177e-06	1.0161029874056657e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1075.3701886331485	4.20256692548719	1156421.0426008934	17.661568763198854	1087.6447595971613	24.526473217575585	1182971.1230791667	601.5478884924524	1023.0406154742166	1.0862024570637914	1046612.1009098638	1.1798357777314177	1027.3504220112554	1111.3775318857363	0.567618	48.447765	0.1845587250818765	0.1125878476473379	0.0265272328	0.0071553337	-0.005355483	-0.0150608612	-0.0500461352	-0.0077825581	0.0015785038	0.0062255786	-0.0370355767	-0.0031514955	0.0254651509	-0.0179454193	-0.0119995331	0.0080166883	-0.0189167835	0.0050091352	-0.0050170321	-0.0131650419	-0.0086042649	0.0255752825	-0.0140039439	-0.0008518145	-0.0053202039	-0.0036149308	-0.0195342385	-0.0048903584	0.0328562608	0.0293599994	0.0201109484	0.0208492103	-0.0090278962	-0.0102571672	-0.0132570179	0.0202648904	-0.0400041089	-0.0233376125	-0.0080535678	0.0048716292	0.0127506547	-0.0070316163	-0.0222327967	-0.0131029124	-0.0009381389	0.0055740258	-0.012797549	-0.0330476454	0.0328073954	-0.0034158971	-0.0236448586	0.0089727807	-0.0335220146	-0.0275146255	0.023280487	0.1142120884	0.1127290384	0.1102715368	-0.0359374061920618	0.0062709341255811	0.0012914971638132	3.932461480737759e-05	0.2472427320380461	0.00200117994099	0.061128968545637	4.004721156220739e-06	-0.2789329140524472	0.1035835172701241	0.0778035705417899	0.01072954505005	0.0003800117139764	0.0004627778595999	2.141633473358901e-07	1.4440890275928128e-07	0.0005958126504455	-0.0007511123530293	3.549927144308916e-07	5.64169766873362e-07	0.0016398899870733	-0.0002401716622743	2.689239169703268e-06	5.768242735960043e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1068.4673478595726	-6.902840773575917	1141622.4734420688	47.64921074534217	1081.1316065209894	-6.513153076171875	1168845.5506186555	42.42116299364716	1020.6946146402014	-2.346000834015172	1041817.4963555092	5.503719913199881	1022.6800110579044	1078.4241538013766	0.534462	45.61776	0.1859849184198179	0.0877333216384777	0.01809755	-0.0084894664	0.017691143	-0.0029508363	-0.0221779294	0.0070119453	0.0269972294	0.0300617962	-0.0119314579	0.0053955527	0.0220224897	-0.00173298	-0.0175529988	0.0073448413	-0.0083977538	0.0217574038	-0.0123920905	-0.0105196487	0.0035660669	0.020594435	-0.0033788919	-0.002476297	-0.0006291629	-0.0046715677	-0.0326724599	0.004857552	0.0109265088	0.0055075897	0.0056595656	0.022073397	-0.0082460952	-0.0154084461	-0.0089114394	0.0203689245	-0.0325996707	-0.0299992336	-0.0087499334	-0.0034646645	0.0191440601	0.0045887813	0.0122856404	-0.0045120526	-0.0038811376	0.0190322764	-0.0163458195	-0.0183202778	0.0308879655	0.0274135945	-0.0283262857	0.0038277827	-0.0420249498	-0.0354548729	0.0381781358	0.1139675232	0.1117560484	0.1081019891	-0.034164551822144	0.0017728543699178	0.0011672166012079	3.1430126169366467e-06	0.2668905925489326	0.0196478605108865	0.0712305883911203	0.0003860384226552	-0.3238567068326858	-0.0449237927802386	0.1048831665605122	0.0020181471577618	0.001104955373492	0.0007249436595156	5.255433094718703e-07	1.2209263774088451e-06	-0.0003912195855471	-0.0009870322359926	1.530527641156447e-07	9.74232634888552e-07	0.0023207223067406	0.0006808323196672	5.385752025003411e-06	4.635326475035565e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1072.3566910310824	3.889343171509836	1149948.8727991325	15.126990305770189	1094.2592086997636	13.127602178774168	1197403.215824233	172.3339389641563	1022.1695833250368	1.474968684835403	1044830.6570748794	2.1755326212450785	1025.4651932055508	1082.033540008265	0.54065	46.145939	0.1935705889286125	0.0837949181302262	0.0208714175	-0.0068576628	-0.0141253923	-0.0147917634	-0.0282398873	-0.0005117055	0.0221572251	0.0331032402	0.0196851886	0.0016607867	0.0226923806	-0.0080110888	-0.0205980906	0.0027703507	-0.0284006341	-0.0006084779	0.0195931621	-0.0064665863	-0.0038211737	0.0228353134	-0.0058754586	-0.0077227546	-0.0006425035	-0.0037947543	-0.0240524787	-0.0289274034	0.000362871	0.0307905395	0.0291676839	0.0235661453	-0.0066197611	-0.0140678063	-0.0096047257	0.02265412	-0.0504375691	-0.024729666	-0.0046518717	0.0020047911	0.0190294175	-0.0064043765	-0.0235326373	-0.007752077	0.0028800219	0.0024297574	-0.0130942127	-0.0279929578	0.0320235356	-0.0151403378	-0.0231229571	0.0169642165	-0.0302357412	-0.0243090643	0.0113589548	0.1136742748	0.110592125	0.105516962	-0.0539045639430497	-0.0197400121209057	0.0029057020138903	0.0003896680785335	0.2265195316928725	-0.0403710608560601	0.0513110982383582	0.0016298225546437	-0.3049524129286141	0.0189042939040717	0.0929959741509839	0.0003573723280115	0.0019101670288296	0.0008052116553376	6.48365809891518e-07	3.6487380780277024e-06	0.000410062984895	0.0008012825704421	1.68151651580997e-07	6.420537576942989e-07	0.0016361120915688	-0.0006846102151717	2.676862776177633e-06	4.686911467175781e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1071.1296099105707	-1.2270811205116845	1147318.6412271713	1.5057280763162106	1086.9251401752151	-7.334068524548456	1181406.2603449111	53.78856112277237	1021.2887311905374	-0.8808521344993778	1043030.6724567778	0.77590048285211	1024.8303290979186	1082.973016083666	0.539553	46.052361	0.1973348061715771	0.1023661833019857	0.0227744525	-0.0036796179	0.0006830865	0.0162765615	-0.0085152302	0.0119313002	0.0210297289	-0.0083486837	-0.0136074155	0.0013288413	0.0374593641	0.0032954475	0.0078205315	-0.0025302555	-0.0189873161	0.0176889253	0.0094553697	0.0097194014	-0.0036121784	0.034234007	-0.00124551	-0.0063917607	0.0007202671	0.0029984481	-0.0189865535	0.0067243824	0.0113198374	0.0135253106	-0.0097871892	0.0270792082	-0.0056425893	-0.0137927481	-0.0108552014	0.0228542296	-0.0343667297	-0.0278558063	-0.0119433944	0.0030726695	0.0286157401	0.0262651684	0.0127966441	-0.0093767445	0.0044040721	0.0149686774	-0.0016848311	-0.0102893808	-0.0033218945	0.0159212717	-0.0334501783	-0.0014878374	-0.016663001	-0.0173230009	0.0081526962	0.1133324686	0.1092392569	0.1025263906	-0.078183223172104	-0.0242786592290542	0.006112616385579	0.0005894532939605	0.1885539876325168	-0.0379655440603557	0.0355526062521232	0.0014413825357988	-0.257088416515657	0.047863996412957	0.0660944539065279	0.0022909621526195	0.001785431541172	-0.0001247354876576	1.5558941881179285e-08	3.187765788211824e-06	0.000615698459226	0.000205635474331	3.7908459269327043e-07	4.228594830333537e-08	0.0002219509241732	-0.0014141611673956	4.926221274133757e-08	1.999851807369686e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1072.531445285233	1.4018353746623688	1150323.7011256309	1.965142417654784	1091.792207291184	4.867067115968894	1192010.2239017556	23.688342311345764	1021.3394997130952	0.0507685225577461	1043134.3736741956	0.0025774428826963	1025.8395198016788	1078.9534271504658	0.502399	42.881168	0.086390262803611	0.0586003577272673	0.0231824043	-0.0080535398	-0.0070732425	0.0057588733	-0.0072350416	-0.0008790286	-0.0095762621	0.033497892	-0.0207344869	0.0011169124	0.0283614294	-0.0107183878	-0.0186968239	0.0042064036	-0.0162083254	0.021172569	0.006756975	-0.0008517827	-0.0057028081	0.0272057759	-0.0049984471	-0.012815702	-0.0018565114	-0.0076826544	-0.0216842273	-0.0116129937	0.0075667527	0.0268854367	0.0171303549	0.0278312927	-0.0084224373	-0.0209648523	-0.0110210036	0.0188139617	-0.0462766447	-0.0239375337	-0.0017441003	0.0084334312	0.0176162431	0.0074730843	-0.0270431476	-0.0187565702	-0.0023449861	-0.0034960419	-0.0024847441	-0.0230300538	0.0309602033	-0.0063725073	-0.025000681	0.0274379958	-0.016202312	-0.0014026353	0.0006621705	0.1129422506	0.1076997553	0.099141769	-0.0781751085647073	8.114607396692008e-06	0.0061113475991037	6.584685320244865e-11	0.1943035264751813	0.0057495388426644	0.0377538604006914	3.305719690330775e-05	-0.2118896850783471	0.0451987314373099	0.0448972386426011	0.002042925323542	0.0011839585644251	-0.0006014729767469	3.6176974175677714e-07	1.4017578822755434e-06	0.0006320780088415	1.637954961549999e-05	3.995226092610354e-07	2.682896456066258e-10	0.0001311258922108	-9.082503196239998e-05	1.7193999608078343e-08	8.249186430970979e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1070.8643259525893	-1.6671193326437788	1146750.4045978934	2.7792868692746384	1092.660253972056	0.8680466808718847	1193906.4306102777	0.7535050401726957	1019.0890185592128	-2.2504811538823333	1038542.4277479796	5.064665423979558	1023.1105146265742	1069.470396456004	0.515413	43.991924	0.0736909918436819	0.0485304582671542	0.0221844571	-0.007850166	-0.009284825	-0.0051757419	-0.0138025578	0.0089216005	0.0015200287	0.0178374866	0.0065404231	0.0063837325	0.0335364034	-0.0015257411	-0.0045631826	0.0047008329	-0.0241618849	0.0133263711	9.15784e-05	-0.0045835294	-0.0002129022	0.0301817472	0.0105776563	0.0094184566	-0.0168445125	0.0005918855	-0.0200651181	-0.009843684	0.0182631396	0.014518547	0.0110377533	0.0293286531	-0.0080884544	-0.0158642826	-0.0110302469	0.0124730684	-0.0390972522	-0.0218607092	-0.0014127913	0.0100088566	0.0291284043	0.0299734429	0.0081279753	-0.006997147	0.0027802389	0.0112873657	-0.0027879687	-0.009506688	-0.0023916153	0.012928736	-0.0229189927	-0.0021774874	-0.0132162758	-0.0165105159	0.0107291465	0.1125037874	0.1059762505	0.0953761056	-0.0782605854232798	-8.547685857249188e-05	0.0061247192307944	7.306293351421778e-09	0.1885264994816395	-0.0057770269935417	0.0355422410068006	3.337404088411055e-05	-0.2475403300741447	-0.0356506449957975	0.0612762150132165	0.0012709684886163	0.0017229704033385	0.0005390118389134	2.905337624888053e-07	2.968627010780433e-06	0.0005276130648881	-0.0001044649439534	2.7837554624061445e-07	1.0912924515187004e-08	0.0001310458151622	-8.007704860001618e-08	1.7173005671525486e-08	6.412333712489352e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
