global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
1063.4375786282233	n/a	n/a	1130899.4836386584	1050.2429874665147	n/a	1103010.3327225898	n/a	996.5688603120692	n/a	993149.4933436963	n/a	984.7831749576465	934.14401564213	n/a	n/a	n/a	n/a	-0.033711712	0.0875167681	0.0021658841	-0.0512401512	0.0259496189	0.0506932728	-0.0282120492	0.0133148818	-0.0725209199	0.0264632612	-0.0147242466	0.0143161536	-0.0006643726	-0.0233410178	0.0533555407	-0.0767822742	0.006353956	-0.0157537155	0.0571648538	-0.0140224829	-0.0519367615	0.0138732718	-0.0586764281	0.0167773971	-0.0938453539	0.0879436154	-0.0345149759	0.2120247219	0.0107502622	-0.0785982571	0.1486102383	-0.1702876094	0.1016004984	-0.0032707212	-0.0235875992	0.0708810477	-0.0421743805	0.0059496453	-0.0186516757	0.0531847032	-0.0109654359	0.0474734106	0.0498148103	-0.1018609761	0.0349934205	-0.0779255946	0.1341019958	-0.0312877891	0.0258833725	-0.1758966908	0.012324326	-0.0319030956	0.061917741	-0.0466701945	0.0861951127	-0.0146494367	0.0042688866	-0.0092032081	0.003103283	-0.0012046438	0.0031318519	-0.0184583593	0.0479101666	-0.0319520809	0.0184242031	-0.0593601241	0.0264753381	-0.0927688091	0.0086961259	-0.0742386177	0.0470600254	-0.0270344239	0.0910850884	-0.0863227156	0.0360251518	-0.0441309729	-0.0178525616	0.1147017419	0.1146833673	0.1146527451	0.0158598070205044	n/a	n/a	0.0002515334787276	0.1605497467467245	n/a	0.0257762211804373	n/a	-0.1469905898241776	n/a	0.0216062334968596	n/a	-0.0011701064860014	n/a	n/a	1.3691491885825442e-06	-0.0002630264172298	n/a	6.918289616074484e-08	n/a	-0.0008091546063377	n/a	6.547311769575182e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1064.5137175691486	1.0761389409253752	1.1580750201759882	1133189.4548928891	1057.2011778945223	6.958190428007583	1117674.3305415653	48.41641403241636	999.2988856596104	2.7300253475411864	998598.262880539	7.453038398217376	987.0846769667528	907.9550030538117	0.90358	42.903511	0.536198720034085	0.2827914534492652	-0.0051387388	0.1057135695	-0.0063449664	0.0101833801	0.0309857039	0.0584837216	-0.068219533	-0.0072734519	-0.041096153	0.0151178754	0.0203885173	0.0563679545	-0.0208861437	-0.0071340374	0.0747318713	-0.0775628484	0.0199592016	0.0313013479	-0.0294063382	-0.0114751623	-0.0133075325	0.0524697219	-0.0383332349	0.024480174	-0.0496999195	-0.082698234	-0.0418763326	0.2394531925	-0.0837924001	-0.1129784211	0.1417046993	0.0640984855	0.1320287197	-0.0221141363	-0.0096742844	0.0949439624	-0.0431753895	-0.0061324705	0.0224424126	-0.010772851	0.0327042809	-0.0096984315	0.0508301221	-0.0469456147	0.0285276599	-0.0572849722	0.0529465876	-0.0888645531	-0.0724566857	-0.2184118963	0.0448009581	0.096688915	0.0108132917	-0.0417341454	0.1118159239	-0.009371008	0.0077947422	0.0052194285	0.0199243546	-0.0037158503	0.0226020734	-0.0303678296	0.0161914946	-0.014638373	0.0563621207	-0.0343921633	-0.0284541932	-0.1457644815	0.1705118157	-0.2977425546	0.2627703463	0.1336441899	-0.1412798556	-0.0443537001	-0.1401278423	0.0665775647	0.103232446	0.1146527451	0.1144874327	0.1142120884	0.0463301425050559	0.0304703354845514	0.0009284413445411	0.0021464821045387	0.0725551924657281	-0.0879945542809964	0.0052642559537388	0.0077430415831112	0.0729402199493094	0.219930809773487	0.0053202756862536	0.0483695610876217	-0.0032790751728323	-0.0021089686868309	4.447748922033251e-06	1.0752333989085178e-05	0.0005120701120451	0.0007750965292749	2.6221579964988125e-07	6.007746296939959e-07	0.0002628405874575	0.0010719951937952	6.90851744150037e-08	1.1491736955200085e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1064.1981078248905	-0.315609744258154	0.0996095106706973	1132517.6126980772	1043.9747241658902	-13.226453728632125	1089883.2246972464	174.93907823564658	999.0648590087892	-0.2340266508211925	998130.592506252	0.0547684732945843	986.1740545594216	926.3568956369415	0.804834	38.214867	0.1228839115483614	0.0632227265496165	-0.0213656742	0.1037167287	0.0059257185	-0.0210665988	-0.0215793107	0.0853635421	-0.0784632724	0.0256637758	-0.0337965856	-0.0393818526	-0.0043629218	0.0623754636	-0.0174987681	-0.0206981659	0.053912171	-0.0576336517	0.0152550461	0.0362327212	-0.0388272432	-0.0278033809	-0.0012046727	-0.0131332822	-0.0450640653	0.0471647786	0.0713029812	-0.138568867	-0.1229871608	0.1700355446	-0.0394786065	-0.044155507	-0.0802644784	-0.0778125576	0.0595391833	-0.0178264566	-0.020197405	0.0878535371	-0.0374259293	-0.0067155707	0.0226450442	-0.0190765654	0.0142883805	-0.0140325862	0.0193955108	-0.0159619686	-0.0235219681	0.0262064887	-0.0515176724	-0.1327282036	0.1349219659	-0.1079238827	0.0896874683	0.0297012806	-0.1437413307	-0.0483885861	0.1073237056	-0.011689035	0.0127597394	0.0062770487	0.0096971109	0.0061516709	0.0215230057	-0.0332419141	0.0302322531	-0.0309241484	0.0575450612	-0.022354456	-0.0297874645	-0.180708133	0.1440378069	-0.3064615372	0.3020194766	0.1550220542	-0.2166642273	-0.0913352232	-0.0201722833	-0.0161119975	0.0822816524	0.1145547726	0.1140958982	0.1133324686	0.0464051836315917	7.504112653580058e-05	5.631170671762035e-09	0.0021534410678817	0.0252221594320616	-0.0473330330336665	0.0006361573264163	0.0022404160161661	0.0509728124178252	-0.0219674075314841	0.0025982276057827	0.0004825669936543	-0.0037851840571624	-0.00050610888433	2.561462027978585e-07	1.4327618346596406e-05	0.0004580393416997	-5.403077034539999e-05	2.0980003854469453e-07	2.9193241441173552e-09	0.0007728695299155	0.0005100289424579	5.973273102718059e-07	2.601295221448258e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1061.8979741996666	-2.300133625223907	5.290614693885673	1127627.3076093558	1048.2583871543957	4.283662988505512	1098845.646239535	18.349768599091973	998.5780421088724	-0.4868168999167892	997158.106181989	0.2369906940445931	986.183734162667	928.9496514271882	0.830808	39.448174	0.1327074802718009	0.0744410089064792	-0.0239497217	0.0715293014	-0.0037721133	-0.037334855	0.0019560397	0.0139645803	-0.0597965629	-0.0262862776	0.0141847806	0.0419169469	0.0372215701	-0.0138265263	-0.0153629736	-0.0293115445	0.0478072267	-0.0521925427	-0.0046601191	0.0403536837	0.0187584681	-0.0274976279	-0.0071138418	0.0476199656	-0.0767326418	0.0345300226	0.0270542843	-0.0780692931	-0.1076404415	0.2283279381	-0.0659668335	-0.0484761194	0.1157882666	-0.0852864586	0.1172060899	-0.0143441273	-0.0186537483	0.0681519175	-0.0308263222	-0.0062442834	0.0312584065	0.0260772998	-0.0106720882	0.0106262676	0.0676274262	-0.0958925222	0.0017994701	0.0054547495	0.0109066288	-0.0571819707	0.1618227485	-0.0769809651	-0.0225706053	0.1797122398	-0.0750618882	-0.0451508702	0.0881875218	-0.012373928	0.0058975721	0.0018364952	-0.0055955299	0.0111584652	0.0126598697	-0.0116170219	0.0195235679	-0.0120912964	0.0415882873	-0.0423872077	-0.0259712954	-0.1060955564	0.0943820304	-0.1199020337	0.1049314871	0.0746648984	-0.1077797853	-0.0235352818	-0.021462559	-0.0359222806	-0.0031576592	0.1144078661	0.1135094328	0.1120172664	0.0596759167145535	0.0132707330829618	0.0001761123565592	0.0035612150357223	0.0427952823214212	0.0175731228893596	0.0018314361889701	0.0003088146480845	-0.0160945334313993	-0.0670673458492245	0.0002590340063744	0.0044980288792594	-0.0036040423608797	0.0001811416962827	3.2812314132173937e-08	1.298912133901532e-05	0.0001149162045361	-0.0003431231371636	1.3205734064982768e-08	1.1773348725699068e-07	0.0006012087943567	-0.0001716607355587	3.614520144118368e-07	2.9467408132588254e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1060.9558079137958	-0.942166285870826	0.887677310231627	1125627.226346015	1046.3080034168488	-1.950383737546872	1094760.4380141525	3.803996723687306	998.5696244183708	-0.0084176905015738	997141.2948110462	7.085751338028604e-05	985.9515095740022	929.0419728591934	0.863294	40.990623	0.2578210850388122	0.1350599400052725	-0.0207418059	0.0748611746	0.0245550404	0.0075979763	0.0131172985	0.0388808412	-0.0569461276	-0.0178867553	-0.0173980807	0.0193271912	0.0275256921	-0.0085924817	-0.011861362	0.0057648082	0.0628862824	-0.0651474154	-0.0188653992	0.0231063124	0.035966363	0.0461392384	0.0031166743	0.0369274235	-0.0119799041	-0.0260654953	0.0785834328	0.0148147159	-0.0079129424	-0.1361523301	0.1276534904	0.0724300241	0.0620784286	0.1463073252	0.062221393	-0.0115673852	-0.0006505916	0.075200376	-0.0306167368	0.0246393689	0.0134897195	0.0408525009	0.0409472022	-0.0100633867	0.0306156417	-0.0185648561	0.0219364754	0.0127206599	0.0113335573	0.0570238173	-0.0289480634	0.0982790667	-0.2160650719	0.0784038134	0.0981206232	-0.0476808462	0.0683789231	-0.0070275022	0.0058724085	-0.0197350251	-0.0141648036	0.0019571531	0.002063584	-0.0316026247	0.0035108225	-0.0064846337	0.0182080936	-0.0030545083	0.0231197752	-0.0319045921	0.0602837055	0.0323490258	-0.0267393815	0.0006308073	-0.040487574	-0.0075614339	-0.0962923236	-0.0339160171	0.0147964688	0.1142120884	0.1127290384	0.1102715368	0.0319598109436896	-0.0277161057708639	0.0007681825191017	0.0010214295155563	0.0442585337942773	0.0014632514728561	0.0019588178136191	2.141104872815546e-06	-0.0027008735519871	0.0133936598794122	7.2947179438234145e-06	0.0001793901249653	-0.0023819405051122	0.0012221018557675	1.4935329458703674e-06	5.673640569894161e-06	-0.0019089597665353	-0.0020238759710714	3.644127390250508e-06	4.0960739462802025e-06	-0.000457774737118	-0.0010589835314747	2.09557709943454e-07	1.121446119934627e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1055.9391914410437	-5.016616472752048	25.1664408346872	1115007.5760211651	1041.0902336890545	-5.217769727794348	1083868.87468273	27.225120932287105	994.2722652210908	-4.297359197280002	988577.3373878791	18.467296070447027	981.9062824967148	910.0916454656532	0.8725969999999998	41.432373	0.3609527420769804	0.2066917439180312	-0.008089233	0.072683698	-0.0244721616	-0.0070649944	-0.017967427	0.0031333614	-0.049775612	0.0010711313	-0.0117741494	0.0316929789	-0.0480405011	-0.0010845408	0.0121242027	-0.017094176	0.0792054015	-0.0641269923	0.0215949282	0.0517198099	0.0554848939	-0.0087580393	-0.0028359101	-0.0120407726	0.0084028599	-0.0143617871	-0.0272152287	0.0565215063	0.1055190366	-0.1431940567	0.1119404447	0.0671672323	0.2113289626	0.0055736933	-0.1735548527	0.0083757366	-0.0126567085	0.0866568091	-0.036994049	-0.0241088072	0.0386905934	0.0516619223	0.0095039426	0.012057136	-0.011253275	0.047443695	-0.0144325833	-0.0048117152	-0.0842510935	0.0866732265	0.0869270301	0.0851117125	-0.0865961181	-0.0271902032	0.1119664663	-0.0450218398	0.0624300393	-0.0137400147	0.0043481955	-3.69123e-05	-0.0058143359	-0.0092641198	0.0083209625	-0.0116990855	-0.0246596159	0.0214388241	-0.0073957727	-0.0055113424	-0.0244834895	0.0199311518	0.0050141835	0.122279214	-0.0367970018	0.0001638209	-0.0584151763	0.0655979183	-0.0756066845	-0.1787371501	-0.1096229434	0.1139675232	0.1117560484	0.1081019891	0.0192748697207889	-0.0126849412229006	0.0001609077338284	0.0003715206027533	0.1143967102111815	0.0701381764169042	0.013086607307141	0.0049193637910887	-0.0607728431342877	-0.0580719695823006	0.0036933384626247	0.0033723536511676	0.0009007197140026	0.0032826602191148	1.0775858114158826e-05	8.112960031929256e-07	-0.0009347718043433	0.000974187962192	8.737983261952288e-07	9.490421856798016e-07	-0.0006020796529087	-0.0001443049157907	3.624999084466607e-07	2.0823908721361037e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1057.329233561865	1.390042120821363	1.9322170976575528	1117945.108144521	1038.0007938070034	-3.0894398820510105	1077445.6479439694	9.54463878480736	993.993050743552	-0.2792144775388578	988022.1849264737	0.0779607244672973	980.9523194737702	910.9914213486708	0.833944	39.59705	0.3175135104220548	0.2071681033167673	-0.0036357046	0.0413848065	0.0004005631	-0.0101688271	0.008205011	-0.0020220307	-0.0505819945	-0.0017984907	-0.0303101963	0.0024957573	-0.0331709525	-0.0723024812	0.0142899565	-0.0103011915	0.0399874202	-0.0626957029	0.0346376547	-0.0112931632	0.0061771725	-0.0149839703	-0.0076273887	0.0057347762	0.0081762797	0.0325732542	-0.013315838	-0.0026834847	0.1814490133	-0.069351416	0.2557434529	-0.0823430934	0.0178430438	-0.0958480236	0.139663239	0.0126752231	-0.0096080678	0.0635774459	-0.0446092835	-0.027471865	-0.0106547732	0.0049974912	-0.0131237089	-0.0082625258	-0.0061450653	0.0083824026	0.0077652673	0.024196413	-0.035709984	0.1843332292	-0.2231384629	-0.0728761199	-0.1841729414	-0.0514615807	0.0819170781	-0.0416315146	0.0402133644	-0.0089790485	-0.0147225732	0.000468792	0.0122186546	-0.0014310774	0.0094691008	0.0055639111	-0.028513724	0.0455559072	-0.0193211079	-0.0037823991	0.0729997367	0.0348638722	0.0669342746	0.2497817197	-0.0878360418	-0.1097515038	-0.0594241652	0.0319663037	0.0017230629	-0.1689071739	-0.0768142507	0.1136742748	0.110592125	0.105516962	-0.0298327124622943	-0.0491075821830832	0.0024115546278682	0.0008899907328579	0.0832130110756281	-0.0311836991355533	0.0069244052122726	0.0009724230917767	-0.0610599331765726	-0.0002870900422849	0.0037283154395275	8.242069237914656e-08	0.0047650599541231	0.0038643402401205	1.4933125491414566e-05	2.2705796366387643e-05	-0.0011388413193789	-0.0002040695150356	1.296959550724674e-06	4.164436696686501e-08	6.821337315786541e-05	0.0006702930260665	4.653064277574193e-09	4.492927407934734e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1060.2780359707804	2.9488024089152987	8.695435646824668	1124189.5135620555	1046.7838177112264	8.783023904223	1095756.36102209	77.14150890215264	995.8496941510368	1.856643407484853	991716.6133407135	3.4471247425569658	983.3807908120568	905.345423075637	0.917361	43.557812	0.3491711309879371	0.2234093636548933	-0.0098638889	0.0760291545	-0.0265843369	-0.0175192815	0.0311857735	0.0612830142	-0.0650892944	0.0597315169	-0.0525438927	0.0089153588	0.0287235805	-0.008815701	0.0022925042	-0.0215174748	0.0570394632	-0.0316381386	0.0108368966	0.0198322807	-0.0011565943	-0.0013331581	0.0570423701	-0.0294027527	0.0191835068	-0.0359656803	-0.0342807879	0.0483563985	-0.0573791314	0.0261113554	0.0976340767	-0.0845144142	0.0683236239	-0.1277380803	-0.0742024307	0.0011961893	-0.0281336007	0.0676223638	-0.0033000254	-0.010620735	0.0269567247	0.0024866474	0.0102961264	-0.0392768159	-0.0377576279	-0.0087216223	-0.003276097	-0.0378683671	0.1221175588	-0.0869459522	-0.0694451738	-0.0310854923	-0.0120467282	-0.1433698818	0.0594137559	-0.040379503	0.0614475093	-0.0203873748	0.0004400019	-0.0106644867	-0.0356543484	0.0088158231	0.003392046	0.0105413204	0.015352853	0.0306139121	-0.0043648085	-0.0351871834	0.0129569086	-0.0072067883	0.0436558931	0.0666595527	-0.0703750909	-0.0147066994	0.0505148829	-0.0057749454	-0.031861352	0.0200372471	0.0576600905	0.1133324686	0.1092392569	0.1025263906	0.0382929068905184	0.0681256193528127	0.0046411000122043	0.0014663467181259	0.0781158049044705	-0.0050972061711576	0.0061020789758732	2.598151075128721e-05	-0.0712879470943477	-0.0102280139177751	0.0050819714009265	0.0001046122687022	0.0006990997352786	-0.0040659602188445	1.6532032501226015e-05	4.887404398666085e-07	-0.0003653103356169	0.000773530983762	1.334516413085321e-07	5.983501828398077e-07	0.0005431280014752	0.0004749146283173	2.949880259864449e-07	2.2554390418979205e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062.9143173909792	2.636281420198884	6.949979726485845	1129786.8461147314	1039.095135120077	-7.688682591149472	1079718.699830211	59.11583998744496	997.2301962011	1.3805020500631144	994468.0642152844	1.9057859102284616	983.0042776031582	906.8809199746798	0.867599	41.195045	0.1497565946698258	0.0712557159079756	-0.0120692636	0.0581878766	-0.0257863723	0.009683184	0.0082364846	0.0300883044	-0.0906207293	-0.0100441997	-0.0158001338	0.0250882288	0.040497884	-0.0471064574	-0.0062368429	-0.0079769047	0.0616682109	-0.0258594676	0.0174535811	0.0045964769	0.012241725	-0.0128521711	0.0627149455	-0.0162419508	0.0342890533	0.0590103292	-0.0783342413	0.0350027911	0.1520495344	-0.0046333943	0.0171697579	0.2210282475	-0.1865439747	0.1300013776	0.0140310269	-0.0034879576	-0.0109747923	0.0726540387	-0.0055720766	-0.0138299998	0.0167785645	-0.0023824043	-0.0443095814	-0.0465957097	-0.082030187	0.0085398187	0.0232001472	-0.0235325856	-0.1241824142	0.1731942847	0.0071409667	-0.0655236053	0.0575428095	-0.0153102369	-0.0706889293	-0.0451555726	0.0475980287	-0.0171039994	0.008990416	-0.0241021761	-0.0195790183	0.0011763756	0.0014185366	-0.0297775687	-0.0260462957	0.0077298446	0.0156382072	0.0189244162	0.0291020635	-0.0031038766	0.0319230607	0.1241287632	-0.0487087411	-0.0298066185	-0.0725821795	0.0201123102	-0.0078114653	-0.1548745122	-0.0541632876	0.1129422506	0.1076997553	0.099141769	0.0386053589515142	0.0003124520609958	9.762629042052525e-08	0.0014903737397752	0.0557720923829379	-0.0223437125215325	0.0031105262887709	0.0004992414892448	-0.0201409149476603	0.0511470321466874	0.0004056564549288	0.0026160188974142	0.0016257762707981	0.0009266765355195	8.587294014824234e-07	2.6431484826901773e-06	-0.0006448050171135	-0.0002794946814966	4.15773510094741e-07	7.811727698488588e-08	0.0008560247432713	0.0003128967417961	7.327783610926951e-07	9.79043710266153e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1065.6602027930896	2.745885402110389	7.539886641522932	1135631.667817009	1052.079748591152	12.984613471075136	1106871.797395622	168.6001869932259	998.8363297406364	1.6061335395364722	997674.0136097452	2.5796649468239563	985.8480241661756	917.2137540092734	0.8506679999999999	40.391121	0.0753345154101777	0.0432262604717998	-0.0094281753	0.059395179	-0.0114486222	-0.0206057192	0.0296001372	0.0454348073	-0.0460955262	0.0193183282	0.0148202093	-0.0344247706	0.0243767793	-0.0398743515	-0.0191826919	-0.0092196487	0.0864362158	-0.0534924315	0.0155923314	0.0268757097	0.0011306375	0.0041916708	0.0388644648	-0.0788505266	-0.0024329046	-0.0571576014	-0.048570525	-0.0970661919	-0.0176431297	-0.0320877809	-0.0026550425	-0.0683253354	-0.199137197	-0.0228392166	-0.1010178429	-0.019936018	-0.0107549288	0.0921862349	-0.0252613639	-0.0148346941	0.0302370193	-0.0085771122	0.0001941232	-0.0012713194	-0.0733243677	0.0189819209	-0.0420841724	-0.0247036816	-0.0196342578	-0.0343048931	-0.0693215529	0.020177378	-0.0016591928	-0.0341325267	-0.2257643382	-0.0389307412	0.0569723656	-0.0206920154	0.0029966817	0.004469871	-0.0329118818	0.0149277987	0.008959989	0.0202749954	0.0127384395	0.0332351735	-0.0032414195	-0.012511441	-0.0510853814	0.0496230236	-0.0090953117	0.0926957552	-0.0280814846	-0.0198745988	0.0496917129	-0.0115425096	0.0490982946	0.0244620085	-0.0297119521	0.1125037874	0.1059762505	0.0953761056	0.0248874301180137	-0.0137179288335004	0.0001881815714809	0.000619384177879	0.0412367274929863	-0.0145353648899516	0.0017004676943308	0.000211276832484	-0.057645461448601	-0.0375045465009407	0.0033229992256221	0.0014065910082412	0.0016402593177357	1.4483046937599888e-05	2.0975864859672148e-10	2.690450629418784e-06	-0.0006959016213896	-5.109660427610001e-05	4.842790666526742e-07	2.6108629685483613e-09	0.0007300708907693	-0.000125953852502	5.330035055486792e-07	1.5864372960095582e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
