participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v2s3x28742	n/a	2026-03-12T23:01:50	2026-03-13T03:24:15
sub-v2s3x28743	n/a	2026-03-12T23:10:13	2026-03-13T02:05:39
sub-v2s3x28744	n/a	2026-03-12T23:13:23	2026-03-13T03:28:41
sub-v2s3x28746	n/a	2026-03-12T23:19:44	2026-03-13T03:41:10
sub-v2s3x28747	n/a	2026-03-12T23:22:46	2026-03-13T03:32:52
sub-v2s3x28748	n/a	2026-03-12T23:24:03	2026-03-13T03:50:35
sub-v2s3x28749	n/a	2026-03-12T23:25:31	2026-03-13T02:15:14
sub-v2s3x28750	n/a	2026-03-12T23:28:40	2026-03-13T03:22:10
sub-v2s3x28752	n/a	2026-03-12T23:35:05	2026-03-13T04:23:17
sub-v2s3x28753	n/a	2026-03-12T23:35:23	2026-03-13T03:43:40
sub-v2s3x28754	n/a	2026-03-12T23:37:05	2026-03-13T03:13:27
sub-v2s3x28760	n/a	2026-03-12T23:38:12	2026-03-13T03:14:51
sub-v2s3x28784	n/a	2026-03-12T23:38:37	2026-03-13T03:36:24
sub-v2s3x28785	n/a	2026-03-12T23:43:49	2026-03-13T03:05:38
sub-v2s3x28786	n/a	2026-03-12T23:45:57	2026-03-13T03:58:55
sub-v2s3x28787	n/a	2026-03-12T23:51:24	2026-03-13T04:04:54
sub-v2s3x28788	n/a	2026-03-12T23:53:13	2026-03-13T04:18:25
sub-v2s3x28789	n/a	2026-03-13T00:01:43	2026-03-13T04:23:11
sub-v2s3x28790	n/a	2026-03-13T00:04:44	2026-03-13T03:25:43
sub-v2s3x28791	n/a	2026-03-13T00:05:03	2026-03-13T04:24:20
sub-v2s3x28792	n/a	2026-03-13T00:05:53	2026-03-13T03:43:11
sub-v2s3x28793	n/a	2026-03-13T00:09:46	2026-03-13T03:35:28
sub-v2s3x28794	n/a	2026-03-13T00:16:30	2026-03-13T04:32:58
sub-v2s3x28795	n/a	2026-03-13T00:18:58	2026-03-13T04:12:13
sub-v2s3x28796	n/a	2026-03-13T00:19:29	2026-03-13T04:31:23
sub-v2s3x28797	n/a	2026-03-13T00:22:27	2026-03-13T04:22:59
sub-v2s3x28798	n/a	2026-03-13T00:29:36	2026-03-13T04:42:05
