global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
1110.9098420599107	n/a	1234120.6771855757	n/a	1066.112898904769	n/a	1136596.7132111304	n/a	1062.882816151321	n/a	1129719.880869763	n/a	1069.0234450307216	849.5114841409115	n/a	n/a	n/a	n/a	-0.0669242022	0.0568826443	-0.0316997554	0.0571273086	-0.0519972234	-0.0356119839	0.0108443873	-0.00264238	0.0427315227	-0.0308173693	0.0622396058	-0.0656173945	0.0321103765	-0.0408165002	-0.0023650633	0.0118290659	0.0666792704	-0.0090325646	0.1358174983	-0.0453272393	0.1173443505	0.067188941	-0.0500388986	0.0058168495	-0.0125378058	0.0606001075	-0.2133126376	0.0229891559	-0.092852828	0.0012175923	0.0266575706	-0.0243913005	0.0507689326	-0.0056071717	0.0832094414	-0.1059572337	0.134210091	-0.0520409693	0.0428080963	-0.1351773343	0.0500035866	-0.0273487426	0.0359996521	-0.0106711893	0.0342190087	-0.00032637	0.01740474	0.0598976458	-0.0292206236	0.0958175881	-0.0280220844	0.1454585102	-0.0972380408	0.0410058963	-0.043220373	0.0433525578	-0.0922863369	0.0398375251	-0.0299240416	0.1081278949	-0.1623951267	0.0291080181	-0.0728656706	0.0056630872	0.0460142237	-0.0613492922	0.0843161797	-0.1344445086	0.0326833472	-0.096131188	0.0180232721	-0.0301252622	0.1045396076	-0.0585563094	0.0095440581	-0.1362955484	0.0159062818	-0.1140244485	0.0186597761	-0.0661360798	0.1016652275	-0.095202477	0.2192160079	-0.1544651053	0.2416943	-0.2467837798	0.0717196006	-0.0749769813	0.0376181354	-0.1260374911	0.0832457163	-0.0128636186	0.0313462864	-0.075521371	0.1055125906	-0.0158257571	0.015403126	-0.0576090104	-0.0150977992	0.1147017419	0.1146833673	0.1146527451	-0.2262985216680988	n/a	0.0512110209091669	n/a	0.2262025687088282	n/a	n/a	0.0511676020904721	-0.3035332715194343	n/a	n/a	0.0921324469192906	0.0136943208713491	n/a	n/a	0.0001875344241274	0.0051489043413452	n/a	n/a	2.6511215916323443e-05	-0.0039989805605568	n/a	1.5991845523711176e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1129.5182868194477	18.60844475953695	1275811.56025954	346.2742163687382	1091.4747911984805	25.361892293711435	1191317.2198217665	643.2255807178194	1076.8151812316771	13.93236508035602	1159530.9345310095	194.11079673232385	1084.8432191709626	892.463200283658	1.067759	45.151802	0.0849478421564106	0.0473191040455712	-0.0131763636	-0.0375013809	-0.108836825	0.0709994194	-0.0384206869	0.0098963588	-0.0527684194	-0.0428302595	-0.0057067148	-0.0600258465	-0.0201684188	0.0033908032	0.0833408411	-0.1053815997	-0.1048518595	-0.0773834317	0.028429062	-0.0557377358	0.178823811	-0.1178336457	0.0558791209	-0.0687909351	0.1227793363	0.0198177835	0.1172233582	0.09827312	-0.3328175247	-0.0810019274	-0.0156994254	-0.0439573173	0.0618531687	-0.0167102369	-0.0726390891	-0.0612081225	-0.008988437	-0.201688289	0.1681417898	0.0666813859	-0.0138354651	-0.0976271384	0.0365492683	-0.0533594643	0.0363495834	-0.057257752	0.0539950103	-0.103731664	-0.0749391145	0.0456576258	-0.0442084333	0.1705646215	0.0927335415	0.0957788072	-0.054576456	-0.0712863915	-0.0014977405	0.0860408989	-0.1214536052	0.2350600804	-0.0125459632	0.1388146552	-0.1640133599	-0.0316580583	-0.0930012274	-0.0159070696	0.1494435038	-0.1553872052	-0.0427037562	-0.1156654242	0.0615003344	-0.2080076651	0.0711630622	-0.0761001913	0.1360563024	0.0203305899	-0.0695847612	-0.1605867674	-0.0421156347	-0.1392452319	0.0196019722	-0.1245740606	0.1116337223	-0.1579633259	0.2365921841	-0.1534632803	0.2876946754	-0.1632340888	-0.0716085843	-0.0604391731	0.0236289941	-0.0482886669	0.0364405405	0.0331630281	0.041459559	-0.0189921729	0.1864785234	0.0120339038	0.0651377059	-0.2613846668	0.1854013394	0.1146527451	0.1144874327	0.1142120884	-0.2331195381450044	-0.0068210164769056	0.0543447190649401	4.652626577821784e-05	0.2361547369820584	0.0099521682732302	9.904565333868976e-05	0.0557690597990651	-0.2741859895161695	0.0293472820032648	0.0008612629609791	0.075177956846961	0.0131037472572521	-0.0005905736140969	3.487771936675916e-07	0.0001717081921819	0.0052298795619962	8.097522065100057e-05	6.5569863594782286e-09	2.7351640232985567e-05	-0.004103979233869	-0.0001049986733122	1.6842645552027987e-05	1.1024721397322208e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1105.3439046813744	-24.17438213807327	1221785.1476162672	584.4007517575959	1068.2318325355404	-23.24295866294005	1141119.2480422389	540.2351274071401	1055.7756859256167	-21.039495306060417	1114662.2989917065	442.6603627337383	1062.5226301577077	830.1744280607728	1.557645	65.867355	0.2782384835204552	0.1682860933705458	-0.0549203948	0.1350934789	-0.0642618889	0.0097682856	0.0199571645	-0.0211951535	0.0112173054	0.0264859686	0.0615817965	0.0140166197	0.0393101077	-0.0866262051	-0.0817510926	0.0301842504	0.035837849	0.0839020847	0.0746741939	-0.0076001719	0.0466681422	0.071413563	0.2238901674	0.2630928071	0.0540335609	0.0927480652	-0.1774534096	0.22374203	-0.0258762989	0.0556897529	-0.0403978281	0.0510690359	-0.0080039037	-0.019404435	0.1129386088	0.0882291372	0.0473575913	-0.0982983833	0.0145950611	-0.2189908635	-0.0093095677	-0.1637832691	0.0597630331	-0.0616432254	-0.035416217	0.0518628493	0.0874281465	0.031923234	0.0905882209	0.0400583007	-0.0463778106	0.0146959787	-0.1326202589	0.1791256019	-0.1893101762	0.035233777	0.0014341196	-0.1447971909	-0.1606946705	-0.0812339835	0.1429609206	0.0829218954	-0.1648910152	0.0811367053	-0.1228397234	0.0940088471	-0.1436431188	-0.1400109332	0.0619082676	-0.1313741421	0.1177138859	0.0954668862	-0.0590501717	-0.1626651512	0.1483911384	-0.1719981172	-0.0522466043	-0.1497141115	0.0888606825	-0.1145354059	0.0684199353	0.0190479803	0.0644447804	-0.1790073091	0.2769725045	-0.0492914719	0.0391824473	-0.1808014206	0.2735086358	-0.0749744368	-0.1314949937	-0.1052357315	0.0850490538	-0.1132219296	0.0426137354	-0.0324390554	0.015417533	0.0626884512	-0.027908916	0.320912164	0.0397126063	0.1145547726	0.1140958982	0.1133324686	-0.1865768485134395	0.0465426896315649	0.0348109204012069	0.0021662219581401	0.2140922166386758	-0.0220625203433826	0.0004867548039021	0.0458354772252617	-0.1388757589437119	0.1353102305724576	0.0183088584975716	0.0192864764221919	0.013098174547521	-5.572709731100842e-06	3.1055093747106006e-11	0.0001715621764773	0.0040090241369075	-0.0012208554250887	1.490487968968511e-06	1.6072274530306926e-05	-0.0038439465092278	0.0002600327246412	1.477592476580459e-05	6.761701788432627e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1121.8766328851675	16.532728203793113	1258607.179413761	273.33110186049623	1105.5888873162817	37.35705478074124	1222326.7877572535	1395.5495418913015	1064.293813532992	8.51812760737539	1132721.321524599	72.5584979355308	1070.0275827912055	848.9453831222298	1.615672	68.321114	1.6440770164505971	0.7343319897492343	-0.0008841752	0.0909404658	-0.2017095212	-0.0820598408	0.1819676645	0.1703145139	-0.1206388274	-0.1185921432	0.0835358269	-0.040795537	-0.0460906413	0.0535838894	-0.0472617592	0.3366749998	-0.0698787484	0.1307585825	0.021522096	0.2726229086	-0.1383425607	0.0648869213	0.2256401917	0.1083151561	-0.0034901986	0.2244507938	-0.3202534146	0.1590591117	0.0188008389	-0.1014097844	0.1289928422	-0.0705542828	0.0373856347	0.1127257935	-0.1453711672	-0.3292036906	-0.0585585209	0.0087598657	-0.0326152718	0.1216129104	-0.0537311249	0.1629438155	-0.0909180298	-0.0512580853	0.0873817786	-0.1103801568	0.0117946287	-0.0693673832	0.1289652044	-0.0294371196	0.2590180302	-0.1744156113	-0.0712102999	0.1648266089	-0.108759362	-0.0736265196	0.0784497956	-0.1786617948	-0.1396765259	-0.1960109954	0.2609715984	0.2946510491	0.2199971715	-0.0487628984	-0.0484316591	0.2350526149	0.2942009517	0.1402167354	0.0123575138	0.1457062417	0.0351466241	0.0043256495	0.1687517327	0.1192871456	-0.1334942261	0.1335059155	-0.0283200863	-0.2133442474	0.0989507665	-0.0785610896	0.1603522414	0.0327763604	-0.283354146	-0.0528751419	0.1801940861	0.1506932858	-0.3612944745	0.1503522605	0.5367302221	0.0700307881	0.0075770442	0.2005539186	-0.1871131564	0.0144635226	-0.2318370539	-0.1292629475	-0.005981265	0.0433403372	0.2027983424	-0.0300705939	0.0170900151	0.1144078661	0.1135094328	0.1120172664	0.2035477429865011	0.3901245914999406	0.0414316836748987	0.1521971968929955	0.3095615148844786	0.0954692982458027	0.009114386907546	0.0958283314975732	0.288468229905547	0.4273439888492589	0.1826228848055955	0.0832139196648395	0.0232056168187682	0.0101074422712472	0.0001021603892665	0.0005385006519394	0.0076256204749549	0.0036165963380473	1.307976907237786e-05	5.815008762805139e-05	-0.0047426906570451	-0.0008987441478172	2.249311466842288e-05	8.07741043235844e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1101.6445614850643	-20.232071400103223	1213620.7398496196	409.3367131388748	1020.9403185297232	-84.64856878655849	1042319.1339995726	7165.380197612723	1041.323744659113	-22.9700688738792	1084355.1411908774	527.624064070754	1047.6483679276578	856.3290917463363	2.538529	107.345551	1.020487711140589	0.610152244926516	0.0113833981	0.1888077765	-0.1883278598	-0.0548721485	0.0412643968	-0.0680332058	0.3127863873	0.2191446961	0.0604406862	-0.0482375052	-0.0214514206	0.4014076485	-0.0328997599	0.1798941107	0.2833848634	-0.2318452122	-0.1345219106	0.1136914578	0.1576292374	0.0223462361	0.1660782125	-0.1862666795	-0.0832745759	-0.0988989187	0.3274283904	-0.2980738829	0.141940861	0.1851143234	-0.1053652468	0.1002379497	0.1379357553	-0.0723489933	-0.1242274608	-0.0934014531	0.0083089032	-0.0393532661	0.0690940783	-0.0324865798	-0.1062683797	0.008803194	-0.0219742717	-0.1406084023	0.0939602396	0.0426953171	-0.0078908463	0.2966376789	-0.230083854	-0.0855661387	0.1351154861	0.2315007896	0.0934276059	0.0415069841	0.0682951818	-0.2278342836	-0.2304968906	-0.0128680188	0.3596069171	-0.0948674912	-0.1929031203	-0.1814566145	-0.0559676473	-0.0901336678	0.1168821035	-0.0858621092	0.1587078779	-0.0094723	0.186744296	-0.002331166	0.0920745609	-0.0607386601	0.2046064861	0.1636352515	-0.0482738316	-0.120964927	-0.0623679672	-0.1407344422	0.0872947904	0.0307299644	0.17676069	0.1169949757	-0.1143191201	0.2391674203	-0.2970161493	-0.0289023228	0.2922617215	-0.0211750052	-0.2158629905	0.097467897	-0.0843452902	-0.0103040022	-0.3355483699	-0.1572672128	-0.0777180264	-0.4578135355	0.145221648	0.2281902435	0.1061722958	0.1259293345	-0.0010641329	0.1142120884	0.1127290384	0.1102715368	0.0849176910201379	-0.1186300519663632	0.0072110142481916	0.014073089229542	0.2184117136141026	-0.0911498012703759	0.008308286271629	0.0477036766438487	0.4704015323879318	0.1819333024823848	0.0330997265521469	0.2212776016729144	0.013105639529117	-0.0100999772896512	0.0001020095412514	0.0001717577874671	0.0060737948091937	-0.0015518256657611	2.4081628969151896e-06	3.689098338418834e-05	-0.0038190025040282	0.0009236881530168	1.4584780125773662e-05	8.531998040237715e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1113.7310695925828	12.086508107518512	1240396.8953758385	146.0836782331107	1062.2918057676222	41.35148723789905	1128463.8806010357	1709.945496786128	1047.2856302579028	5.961885598789877	1096807.1913446926	35.54407989305813	1055.733580268114	868.360221696182	2.412566	102.018982	1.219141601032986	0.5183530349200189	0.0375215127	0.0357750171	-0.0775380203	-0.0635921658	0.0853990795	-0.0173699229	0.0718745172	-0.0591764313	0.2282578514	0.6266287654	-0.0013775111	-0.2050832409	-0.117677396	0.1128726857	0.0883253345	0.3124059189	-0.2201291651	0.1686504252	0.0745562017	0.0887875333	-0.0907775307	-0.0303774617	-0.2530230013	0.1679061058	-0.2274248994	-0.0236057612	-0.0913945069	0.2954490117	-0.2297966679	0.0529826838	0.1487885488	-0.0036597813	-0.013094109	0.2138014594	-0.0091882886	-0.0049276143	-0.104988273	0.0518115719	0.0562633655	0.1293599782	0.0171038802	0.0248376252	-0.0088202411	0.119774334	0.0673023722	0.0723611747	0.3361382952	-0.1884851327	0.0799211718	0.0322329525	-0.3631255698	0.1107588381	0.3350376864	0.1836452266	0.0709200519	-0.0405183838	0.1130771686	-0.1663648425	-0.0186280146	0.0217688391	-0.2723183171	0.1291327887	0.0498824909	-0.1152824715	-0.0470554091	-0.1520609411	0.0372037105	0.1540184752	-0.0846690692	0.0149622389	-0.0886978469	0.0131492584	-0.0688634871	0.1000028595	0.0638416415	-0.0293426302	-0.0409404671	0.0508194801	0.04988517	0.2175596055	0.0706240396	0.0176415705	-0.1075199459	0.0696644733	0.0705892756	0.0665185155	0.0400043305	0.0465370177	0.2000015033	-0.0459139296	0.0386821747	0.0941814495	-0.0224641781	0.0881574175	-0.0245445473	-0.0266553344	-0.1051552968	0.1433965941	-0.1849359996	0.1139675232	0.1117560484	0.1081019891	-0.0144401350675735	-0.0993578260877113	0.0002085175007697	0.0098719776048759	-0.0047335786188398	-0.2231452922329424	0.0497938214457252	2.240676654073731e-05	0.2203337343318949	-0.2500677980560369	0.0625339036245948	0.048546954484638	0.0051600432438512	-0.0079455962852658	6.313250032842968e-05	2.6626046278414412e-05	0.0025379137354897	-0.003535881073704	1.2502454967378154e-05	6.441006128787283e-06	-0.0023690661698721	0.0014499363341561	5.612474517232461e-06	2.10231537310603e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1139.5240093856046	25.792939793021787	1298514.9679662434	665.2757431664468	1081.4355728899843	19.14376712236208	1169502.8983118886	366.48381963523127	1080.8508207423602	33.56519048445739	1168238.4966994335	1126.6220122579089	1085.571555874228	938.4918332503426	1.631903	69.0075	0.4214017235532363	0.2272737536950594	0.0397893006	-0.083567252	-0.2490962403	0.0808886227	-0.113748683	0.0829931965	0.0368482661	-0.0639404633	0.0556400032	0.0904808345	0.0623669391	-0.0460578155	0.1955610331	0.0718042939	-0.1731095469	0.0547037679	0.017167113	0.0510259516	0.0244908348	0.007801239	0.027523158	-0.2934097034	-0.0324282613	-0.0136252679	-0.0008526281	-0.084021255	-0.1442668597	-0.0734852231	0.1516689201	0.0017498379	0.052980899	0.1239274265	0.1211550834	-0.0381494655	0.0673911969	0.1209764638	-0.0444792677	0.0065507299	0.0200522288	-0.0269175481	-0.1210061144	0.0137572904	0.0558463735	0.0051722694	-0.00456777	-0.1667116298	0.0546170603	0.0053926709	0.0593507846	-0.0098028652	-0.0271127529	0.1050119113	0.137861818	-0.1386111163	-0.0104785637	0.2801227647	0.0210176238	0.0849431445	-0.0791647183	0.1297766924	0.1118206801	0.0214805815	0.1367999769	0.0417197597	-0.0187815068	0.0850702614	-0.103506455	-0.0879484633	0.0469102411	-0.0032920686	0.0394984129	0.0284191778	0.011501688	-0.053467434	0.0747524367	-0.1037401684	-0.0983814661	-0.0295049213	-0.0701965167	0.1583303195	0.0758769461	0.0297883428	-0.009473022	-0.034305561	0.0023595638	0.1660017369	-0.0938448252	0.0155773246	0.1134810667	0.1193047013	0.046630449	0.1452501972	-0.0378650846	0.0118354294	0.018318087	-0.1780976628	0.007209985	-0.1156087109	0.0587686943	0.1136742748	0.110592125	0.105516962	-0.0027816321341305	0.011658502933443	7.7374773296274e-06	0.000135920690649	0.0810529542300599	0.0857865328488997	0.0073593292182353	0.0065695813894201	0.1125851882705362	-0.1077485460613587	0.0116097491783367	0.012675424617912	0.0084272105751418	0.0032671673312905	1.067438237065254e-05	7.101787807778178e-05	0.0016478481692649	-0.0008900655662248	7.922167121790741e-07	2.7154035889496825e-06	-0.0025359961065474	-0.0001669299366752	6.431276252423571e-06	2.786560375841965e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1108.275425936391	-31.248583449213584	1228274.419734489	976.4739675824652	1055.4925861045965	-25.9429867853878	1114064.599321769	673.0385633468061	1056.3815203471545	-24.469300395205664	1115941.9165309656	598.7466618308121	1062.208914411913	915.4185638948394	1.430229	60.479374	0.0698667163384889	0.0293249856211985	-0.0505784843	-0.0463800143	-0.165075943	0.1435116213	-0.1333594708	-0.0269497292	0.0767007193	0.0846809574	0.0183752542	0.0507012382	-0.0665093436	0.0069860197	0.1752319591	0.053584854	0.0523197025	-0.0339156885	0.0650196194	0.1442827342	-0.0151864416	0.018647261	-0.0185551145	-0.0091797182	-0.0912161475	-0.1198700211	-0.036763295	0.0242362143	0.0043060953	0.1673970683	0.0384578216	-0.0052260123	-0.1387187317	0.0064514591	0.0671761737	0.1277492802	0.0065005277	0.0502528472	0.0390396478	-0.0264860026	0.0311852796	0.000213443	0.0574615094	-0.0288554476	0.1073125368	0.0944345122	-0.0430569496	0.0584483038	-0.0348777268	0.0518563225	0.1309766756	-0.0339342448	-0.0383333898	0.0052227194	0.0553302449	0.0157194086	-0.1508149883	0.1407508752	-0.0685726164	-0.0417845981	0.0324571689	-0.0269961994	-0.0474538336	0.0868228435	0.0390543463	-0.0131177496	-0.1967696055	0.0636993423	0.0624401008	0.0445415234	0.0088021427	0.0460370805	-0.0311698444	0.1294375228	-0.1553644116	-0.0343214563	-0.0393754601	-0.1004084557	-0.0911265328	0.0268970351	0.0157459497	0.1653638415	0.1041252308	0.0737013824	-0.0446691369	-0.0383634526	-0.0244147797	0.0791016411	-0.0327948888	0.007359646	-0.068241632	0.0477438993	0.1413428715	0.0583919693	0.0343702733	0.0200493398	-0.1226938147	9.6037e-05	0.0177683424	0.0995144865	-0.0114174734	0.1133324686	0.1092392569	0.1025263906	0.0011010086290497	0.0038826407631802	1.2122200012419e-06	1.5074899295908528e-05	0.093262483670955	0.012209529440895	0.000149072609168	0.0086978908604751	0.1295732195107248	0.0169880312401886	0.0002885932054176	0.0167892192143744	0.008162723747546	-0.0002644868275958	6.995328197169067e-08	6.66300589787514e-05	0.0018982885385225	0.0002504403692575	6.272037855388304e-08	3.603499375485889e-06	-0.0027567992075785	-0.0002208031010311	7.599941870905445e-06	4.875400942495018e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1113.5502025229562	5.274776586565167	1239994.0535389166	27.82326803817608	1094.6444897886183	39.15190368402182	1198246.5590245845	1532.8715620829212	1071.5652383043198	15.1837179571653	1148252.0599421936	230.545291002744	1080.3736706855564	860.8208785087439	1.1084	46.870388	0.1470098992057116	0.0769071872370451	-0.1193945443	-0.0183909168	-0.1213648308	-0.059305933	-0.142458508	-0.1087399369	-0.037781595	-0.1171305589	-0.115300471	0.0588028843	-0.1317695705	0.02180891	0.0950840179	0.0478791625	-0.0789885621	0.0310368127	0.1078771543	0.0616638082	0.0277794035	-0.0118804408	-0.0004593624	-0.1971198816	-0.0126522922	-0.1529274979	-0.0190445476	-0.0903246835	0.0480881503	0.0520188646	0.2518822755	-0.0966023897	-0.117511874	0.0106237001	0.0643905867	0.0489791893	-0.002800618	-0.1017802945	-0.0269110136	0.0769993171	0.0028650022	-0.0984951747	0.1218314983	0.0227988181	0.0045849264	-0.0505619698	-0.0416499917	-0.0799052092	0.0390836689	0.1279979125	0.0687907126	0.0137178995	0.033605132	0.0064086331	0.1533908896	-0.154469485	-0.0922872626	0.1177045325	-0.0517810665	-0.0470092819	-0.0064245461	-0.0381932416	0.0220032395	-0.1987078417	0.0001661746	-0.0057739989	-0.0833995827	0.1241567406	-0.2272330371	0.0969741032	-0.065613032	-0.0265017147	-0.1586808609	0.0156062484	0.0457575789	-0.0582945807	-0.0238518207	-0.1308479535	-0.0608278918	0.0263322406	-0.0643833098	0.13252451	0.0737569408	0.0537823616	-0.0233751697	0.0623301059	-0.1276751519	0.0403453795	-0.1365607308	-0.107008419	-0.0937894963	0.04988746	0.0458808448	0.1257227328	0.070585736	-0.0473665309	-0.0671042157	-0.0664548998	0.0765656611	-0.0322599547	0.0374325968	0.1129422506	0.1076997553	0.099141769	0.0094157511153412	0.0083147424862915	8.865636906604906e-05	6.913494261334096e-05	0.1054767449315079	0.0122142612605529	0.000149188178141	0.0111253437213463	0.148658653184917	0.0190854336741921	0.0003642537785319	0.0220993951667534	0.0094949520140907	0.0013322282665447	1.7748321541806985e-06	9.015411374988504e-05	0.0015833325376188	-0.0003149560009037	9.919728250525149e-08	2.5069419246823885e-06	-0.0022560742393334	0.000500724968245	5.08987097338378e-06	2.507254938240561e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1102.7370619137691	-10.81314060918703	1216029.027718212	116.92400983404966	1076.8082094348845	-17.836280353733855	1159515.919906362	318.1328968569923	1059.9026907915002	-11.662547512819629	1123393.7139470624	136.0150144887753	1067.4272046747817	812.9652928203968	1.009878	42.704216	0.0767865682303532	0.0415355784599993	-0.1573425868	-0.0294904861	-0.0570448231	-0.0906219542	0.0171816389	-0.1257055295	-0.0642499639	0.0662059509	-0.0830702766	0.0096071267	0.0533164393	0.0421251404	0.0505601591	0.0178168994	0.0226653383	-0.0421479367	0.0913867182	0.1047061737	0.0297368718	0.0058000763	-0.0169449071	-0.0423020977	-0.0155249092	-0.1188576644	-0.0956751209	-0.013884203	0.1885445545	0.0820330087	0.0786004288	0.094009641	-0.018597117	0.0365134724	0.0694270555	0.029600951	-0.0566064049	0.0330827791	-0.0029061234	-0.1200575865	-0.0733370931	0.022183901	0.0761937144	0.0476942793	-0.0173268742	0.0042291807	-0.0327876008	0.0241991342	-0.0433248082	0.1032896617	0.0870913681	0.0358829713	-0.0073980807	-0.0128215551	0.0220260508	-0.0281008745	0.0105092659	0.0697757944	0.0027690166	-0.1531917382	0.0349514768	-0.0687584493	0.0098353563	-0.0718212593	0.0976503334	0.0377955565	-0.1602359508	0.0812639695	-0.0295794902	-0.0361153444	-0.0619210008	0.1406883722	-0.0744362679	-0.1152914214	0.0408295626	0.0748447805	0.0108901516	-0.118928844	-0.0967461797	0.0377226181	0.0072433007	0.1073698868	0.0581447371	0.0348830096	-0.0556472737	0.0809246115	-0.1211759794	-0.0078004798	-0.0813803638	-0.1345453044	-0.0025258757	-0.0450160155	0.0184539475	-0.0156953821	0.0584119811	0.0176733607	-0.0520771751	-0.0306720148	-0.0490445468	0.0471078447	-0.0510428272	0.1125037874	0.1059762505	0.0953761056	0.0015332121191562	-0.007882538996185	2.3507394023274458e-06	6.213442102637724e-05	0.0795935583364695	-0.0258831865950383	0.0006699393483135	0.0063351345286609	0.1522808355088969	0.0036221823239799	1.3120204788152427e-05	0.0231894528632877	0.0089691427528297	-0.0005258092612609	2.764753792278378e-07	8.044552172063754e-05	0.0016028300460877	1.949750846890006e-05	3.8015283649482956e-10	2.569064156641499e-06	-0.0024987406759065	-0.0002426664365731	6.243704965429674e-06	5.8886999439086395e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
