global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49
1105.5413907554089	n/a	n/a	1222221.7666734036	987.7915930162396	n/a	975732.2312335604	n/a	1052.224643375688	n/a	1107176.7001270936	n/a	1045.6718683895851	931.2659874933632	n/a	n/a	n/a	n/a	-0.1153348349	-0.0838258383	0.0211882429	-0.1473889022	0.0324821799	-0.076314747	0.0377059953	0.0160833535	-0.0856925778	0.0067192948	-0.0343123303	0.0296330734	-0.0403315592	0.0065539318	0.0181668452	-0.0099355511	-0.0580017142	0.0485041761	-0.0327383289	0.0335919675	-0.1209389833	0.0271449006	-0.0962506542	0.0486173132	-0.0882809408	0.050260094	-0.0637702392	0.0193651526	-0.2236368387	0.1481933327	-0.1188914314	0.0757906587	-0.011708779	0.0388166515	-0.0222983407	0.0542411421	-0.0438718439	0.0921210806	-0.0591521731	0.1074843821	-0.0254384486	0.0747051097	-0.0299755687	0.0658703118	-0.1352968935	0.2076162025	-0.0038871151	0.0796663499	-0.0135477732	0.0048394364	-0.0035707062	0.0630760418	-0.027432782	0.0017680495	-0.0050643667	-0.044433493	0.2084435783	-0.0275134207	0.1688210443	-0.1186618254	0.0538901554	-0.0006002385	0.0923792277	-0.0312522575	0.0645607482	-0.0614030665	0.1296762697	-0.1675117981	0.0355275047	-0.0804953098	-0.0265867172	0.0831717827	0.1147017419	0.1146833673	0.1146527451	0.0029302044461729	n/a	n/a	8.586098096371431e-06	0.0294932914674461	n/a	n/a	0.0008698542415837	0.1843363763967858	n/a	0.0339798996630974	n/a	0.0037949740912557	n/a	1.4401828353302026e-05	n/a	-0.0031178937652933	n/a	n/a	9.721261531654832e-06	-0.0009900898295938	n/a	9.802778706650796e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1105.0855386778678	-0.455852077541067	0.207801116598507	1221214.0477949532	1003.1827940020644	15.391200985824751	1006375.7181817885	236.88906778605283	1049.418828778256	-2.8058145974318904	1101279.8781943268	7.872595555161881	1042.059380790913	922.9654016200268	0.975709	50.396893	0.2829515785380464	0.1983092379683391	-0.0500166014	-0.0853821569	0.0811616351	-0.0864370498	0.0030535678	-0.1830218826	0.0190450344	-0.0547114142	-0.2056545931	-0.0919189495	-0.0069974434	0.0219224354	0.0168407129	-0.0318620253	0.0448573831	0.0031126428	-0.0716039221	0.0242609556	-0.016045881	0.0432341873	-0.0823280951	-0.0107574855	-0.0756679794	0.0669963424	-0.0571461896	0.0844826074	-0.0503387656	-0.0367801984	-0.233536877	0.1187168728	-0.1202368402	0.104360339	0.009307063	0.0167596935	-0.0403554474	0.0326115293	-0.032702496	0.06846584	-0.0749213526	0.0754704902	-0.0792049076	0.0280441806	-0.052769522	0.0738285602	-0.1603062451	0.2625333191	-0.0417994855	0.0738158147	-0.064078067	0.0099372479	-0.0443518003	-0.0222565459	0.0965947534	0.0137798731	0.0451400718	-0.0381149881	0.2584779688	0.0121974725	0.1658442039	-0.1315249049	0.0368588311	0.0206548459	0.0844207576	-0.0390319072	0.0704119831	-0.0921071646	0.1533735006	-0.2370971747	0.064929836	0.1049263469	-0.1232845785	-0.0695169339	0.1146527451	0.1144874327	0.1142120884	0.0027142165430404	-0.0002159879031324	4.6650774299574086e-08	7.366971442514181e-06	-0.0265842158507751	-0.0560775073182212	0.0031446868270251	0.0007067205324006	0.3682027697980885	0.1838663934013027	0.1355732796869841	0.0338068506224026	0.0033731129615077	-0.000421861129748	1.1377891051091247e-05	1.7796681279225893e-07	-0.003138985096776	-2.1091331482699788e-05	4.448442637131232e-10	9.853227437781831e-06	-0.0005772084925167	0.000412881337077	3.331696438334013e-07	1.7047099850657378e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1108.2738140942563	3.1882754163884783	10.165100130747124	1228270.8470070302	1001.8541641235352	-1.3286298785292274	1003711.7661716671	1.7652573541205896	1051.33707225566	1.9182434774038484	1105309.6394991027	3.6796580386024087	1045.44425410825	893.8486210739244	0.970122	50.108326	0.3541971066409775	0.1749572149433785	0.1022296978	-0.0138189823	0.1018368904	0.0210457697	-0.0360810545	-0.1994454898	0.0105604899	-0.0604598725	-0.1893559074	-0.0579036041	-0.0490506334	0.02475814	0.0077978417	0.0139638678	-0.0132757159	0.0254275355	0.0828020784	-0.0527617566	0.0215881959	0.0072626661	0.0145891021	-0.0269584184	0.0430382848	0.0410841208	0.0683850395	0.096925413	-0.0374322624	0.1430061926	-0.0955622048	0.1816992688	-0.1891793672	-0.0847522404	0.0280816812	-0.0639095031	0.08031351	-0.0538629807	0.007858932	-0.0279963671	-0.0026083133	-0.0133245587	-0.0937966433	-0.056919331	-0.0123262509	0.1169843644	-0.1700994577	0.0683411746	0.0583348287	-0.0627131317	-0.1091942095	-0.0065373911	-0.0592668001	-0.0927953421	0.1793652894	0.038394366	0.0454046354	-0.021554286	0.1194649711	0.0072333875	0.0812843462	-0.0844208978	-0.0055142279	0.008130968	0.0274167633	-0.0531562034	0.0341916442	-0.0626651676	0.1084259322	-0.1927389664	0.0679018656	0.1907696954	-0.0664230284	-0.241476447	0.1145547726	0.1140958982	0.1133324686	0.0007499725033852	-0.0019642440396552	3.858254647320979e-06	5.624587558338638e-07	0.0455449179465574	0.0721291337973325	0.0052026119423534	0.0020743395507586	0.4429661034855883	0.0747633336874997	0.1962189688372049	0.0055895560640684	0.0026872561040798	-0.0006858568574278	7.221345368914146e-06	4.703996288808745e-07	-0.0017320725156488	0.0014069125811272	1.979403010934e-06	3.0000751994659624e-06	0.001436829971258	0.0020140384637747	2.0644803663052648e-06	4.056350933563954e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1103.225534716527	-5.048279377729386	25.4851246756078	1217106.5804505667	998.569415577671	-3.284748545864204	997140.8777271314	10.789573009557005	1052.9990063218213	1.6619340661613933	1108806.9073147431	2.7620248402677423	1046.9488943690424	891.3695087772651	0.90429	46.707985	0.414407122860233	0.2598960179891066	0.1009310544	-0.0065600984	0.0772879027	0.0039882178	-0.0164471416	-0.0609592794	0.0043795746	0.0187511102	-0.0122700999	0.0321570672	0.0512981932	0.080494566	0.0296106253	0.0679463407	0.0362644493	0.0126211059	0.0979536058	-0.068320713	0.026003915	0.0045703456	0.0348416773	-0.0456059505	0.0193342776	0.0198629339	0.0153022662	0.0579925454	-0.0437027714	-0.0025293577	-0.1164797615	0.1226767356	-0.1454038603	-0.0249874878	0.0163261814	-0.0649808977	0.0791110954	-0.0570121666	-0.0013991981	-0.0519120029	-0.0059482873	-0.0222135068	-0.0594559956	-0.0124494863	0.0175119023	0.02400584	-0.0889661943	0.0666283453	0.0063782179	0.0226988819	-0.0960499328	-0.00326754	-0.0304587169	-0.0562102428	0.0983391598	0.0089408156	0.013541167	0.0092344235	-0.0033949095	-0.015975766	0.0231990762	-0.0439080897	-0.0088237509	-0.0160898454	0.0037336451	-0.0341064596	0.0565494629	-0.0269185514	0.0745578478	-0.1477410844	0.0613215201	0.0798915434	-0.0459248313	-0.0645197716	0.1144078661	0.1135094328	0.1120172664	-0.0286919979092914	-0.0294419704126766	0.0008668296217809	0.0008232307440267	0.0743390331290783	0.0287941151825209	0.0008291010691442	0.0055262918465662	0.2332932754540877	-0.2096728280315005	0.0544257523720968	0.0439626948147272	0.0046305770028156	0.0019433208987357	2.1442243379004703e-05	3.7764961154633153e-06	-0.0013601048645277	0.000371967651121	1.383599334805483e-07	1.8498852425119132e-06	0.0008221543364442	-0.0006146756348137	6.759377529340029e-07	3.778261360337479e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1102.1206764220422	-1.1048582944847567	1.2207118508917654	1214669.9853969798	1003.1127354136684	4.5433198359974085	1006235.1599490922	20.64175513216752	1051.5710700187192	-1.4279363031021148	1105801.715300314	2.039002085716935	1044.8241976968434	883.9388116034646	0.7788979999999999	40.231335	0.2474063968443921	0.1358426794624049	0.0885720999	-0.0024374637	0.0427019128	0.0075035725	-0.0127539044	-0.0023532423	-0.006229738	-0.0231560493	-0.0079395231	0.0379711773	0.0400879185	0.0155333727	0.0674869711	-0.0175921468	0.0016107115	0.0201546022	0.0773974942	-0.060877528	0.026858996	-0.0062351549	0.04156548	-0.0236492707	0.055227953	-0.0044044545	0.0073772936	-0.0012232141	0.0279952759	0.0878259462	-0.0159933181	-0.0165970245	0.042379682	0.0692679206	0.0238190789	-0.0641271678	0.0586994092	-0.0515447631	0.0123078306	-0.0432293019	0.0079123939	-0.0607933266	-0.0125305767	-0.013680118	0.0137538515	0.0138908685	-0.0031740996	-0.0588479235	0.0148579387	0.0408533197	-0.083628661	-0.0039502399	-0.0184140314	-0.0431369839	0.0654083016	0.0110829294	-0.0031927591	0.0118830161	-0.0666382854	-0.0246835706	-0.0064519953	0.0096394113	-0.0167759257	-0.0241464982	0.0055903424	-0.0099501891	0.0136156479	-0.0067612442	0.0510956913	-0.1192254542	-0.0106045998	-0.01505374	-0.0251266321	-0.0351253996	0.1142120884	0.1127290384	0.1102715368	0.014466630396285	0.0431586283055764	0.0018626671972189	0.0002092833950227	0.1338087768925504	0.0594697437634721	0.003536650423293	0.0179047887734803	0.1246036277576791	-0.1086896476964086	0.0155260640503742	0.0118134395163694	0.0048333536304922	0.0002027766276766	2.336130731739213e-05	4.111836073189479e-08	-0.0009883745292014	0.0003717303353263	1.3818344220180356e-07	9.768842099740889e-07	0.0006748937578684	-0.0001472605785758	4.554815844097305e-07	2.168567800247939e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1097.766814334414	-4.353862087628158	18.956115078085823	1205091.9786539278	981.5473628629718	-21.56537255069657	963435.2255432544	465.0652932503369	1048.6628057662952	-2.9082642524240327	1099693.6801976385	8.458000961927517	1040.3702381934968	874.9874621275768	0.720343	37.206879	0.1246368575004078	0.0718547892323144	0.1002367944	-0.0014491912	0.0405507832	0.0223323115	-0.007114127	0.0375818087	0.05444463	0.0396294937	-0.0113072305	0.0123953507	0.0199900578	0.0496585669	0.08340201	0.0075361191	0.0073377181	0.0435564533	0.0675160585	-0.0667377473	0.0262556378	-0.012354196	0.0344594202	-0.0470545561	0.0726011616	-0.0140684793	-0.0233990414	-0.041472034	0.0057589911	-0.0342000654	0.0026294634	0.0065943053	-0.0029743976	0.0212117658	0.0472682802	-0.0611325967	0.0491535434	-0.0499560534	0.0185135828	-0.0347656334	0.0074475305	-0.0660339502	-0.0354907378	-0.0130413536	-0.0009137454	-0.0176353926	0.0566708054	-0.0168962307	0.0186188545	0.0343042069	-0.0738818268	-0.0030375819	-0.0137434833	-0.0316920563	0.0515986519	0.0111441054	-0.0023331278	0.0118314687	-0.0667868172	-0.0191698478	-0.0249695964	0.0192385958	-0.0092560372	-0.0050706424	0.0081127402	-0.0041067529	0.0425205476	-0.0119129126	0.0227850771	-0.0939460511	0.0090250988	-0.0032156687	-0.0579310604	0.0479663355	0.1139675232	0.1117560484	0.1081019891	4.705291169671e-05	-0.0144195774845882	0.000207924214834	2.2139764991383884e-09	0.1324697659735818	-0.0013390109189686	1.7929502411172017e-06	0.0175482388970955	0.0728752471251681	-0.0517283806325109	0.0053108016435543	0.0026758253628619	0.0053411567007744	0.0005078030702821	2.8527954902227277e-05	2.578639581880285e-07	-0.0005266641421772	0.0004617103870241	2.131764814860365e-07	2.773751186552459e-07	0.000501409445888	-0.0001734843119803	2.514114324257112e-07	3.0096806503312753e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1099.625684063529	1.8588697291149856	3.45539666982002	1209176.645052184	982.2375410648816	0.6901782019098164	964790.587077185	0.4763459503914672	1049.885942593183	1.2231368268878668	1102260.4924547763	1.4960636972893195	1042.086637970817	869.6514095750388	0.720087	37.193653	0.1368884373038444	0.0755569782706618	0.099328001	-0.0086537882	0.0324136917	0.0383862598	-0.0186761437	0.0106117015	0.0485187888	0.0238932559	-0.0037150807	0.0133036757	-0.0453176062	0.0219888701	0.0098309591	0.045272041	-0.0324157525	0.0319583104	0.0657902175	-0.0813210233	0.0069773315	-0.0308968359	0.0139268054	-0.0775986039	0.0643986513	-0.0110053611	-0.0115462104	-0.0121095749	0.0237755588	0.0218188346	0.0752153768	-0.0065490044	0.0006102585	0.0431236892	0.0351077477	-0.0731606975	0.0489093601	-0.0428474885	0.0166476076	-0.0432891415	-0.043096196	-0.0840827759	-0.017584218	0.0107178862	-0.014221114	-0.0180381338	0.0459970627	-0.0728192642	0.0470489106	0.0069673353	-0.0747410184	-0.0053747445	-0.013862825	-0.038232436	0.0611353761	0.0056224997	0.0004448507	0.0147106931	-0.0868181303	-0.0123198216	-0.0569056661	0.0374402084	-0.0204027528	-0.0007151419	-0.0093418207	0.0026231133	0.0043093517	-0.0187788046	0.0275482205	-0.0735639618	-0.019399459	0.0267565162	-0.0172758039	-0.0391664637	0.1136742748	0.110592125	0.105516962	0.0006747290504165	0.0006276761387197	3.93977335118185e-07	4.552592914759518e-07	0.1405283139078221	0.0080585479342403	6.494019480844898e-05	0.0197482070097753	0.0814719458495574	0.0085966987243892	0.0066376779605132	7.390322895791659e-05	0.0043819493199183	-0.0009592073808561	1.920147984233245e-05	9.200787994888196e-07	0.0001018604510321	0.0006285245932092	3.950431642689159e-07	1.0375551484462842e-08	0.0013057877619525	0.0008043783160645	1.705081679264919e-06	6.470244753547609e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1102.5441149824178	2.9184309188888164	8.517239028326221	1215603.5254823628	988.3747092799136	6.137168215032034	976884.5659441538	37.66483369959949	1048.6502533304988	-1.2356892626842182	1099667.3538101192	1.526927953913067	1041.2484575756268	878.3463404943144	0.724605	37.426998	0.1263335092506717	0.0817264894268896	0.0885839407	-0.0066410937	0.0246920187	0.014162885	-0.0170826318	0.0184441478	0.0372695847	0.0138714228	-0.0083170578	0.031425305	-0.011648104	0.0268104451	0.0509819964	0.0388770786	-0.0014027524	0.0409057681	0.0778886476	-0.0666804769	0.0311590642	-0.0278501893	0.0583738512	-0.0424167639	0.0551376775	-0.0239801748	0.0221321498	0.0022725193	0.0311293373	-0.0138621813	0.0903090081	-0.0154968917	-0.0117374887	0.0614056482	0.0418360194	-0.0623053769	0.0501688283	-0.052170042	0.0140884842	-0.0617720791	0.0169857629	-0.0672822967	-0.0173449083	-0.0242565302	0.0009233512	-0.0532518238	0.0561730909	-0.0773053907	0.0363683962	-0.0046679045	-0.0719951377	-0.0022990167	-0.0037020391	-0.022659921	0.0235400593	0.0082743674	-0.0042809076	0.0240726489	-0.1151106718	-0.0267528336	-0.043963742	0.0304509769	-0.0144461263	-0.0127367125	-0.0156034669	0.0063796449	0.0318284988	0.0165656201	0.0134790898	-0.028925791	-0.0083849274	-0.0213708486	-0.0145394434	0.0665717848	0.1133324686	0.1092392569	0.1025263906	-0.0293856463413959	-0.0300603753918124	0.0009036261686966	0.0008635162109015	0.1402163007658856	-0.0003120131419365	9.735220074109773e-08	0.0196606110004692	0.0445868439411896	-0.0368851019083678	0.0019879866526359	0.0013605107427906	0.0055069239242122	0.0011249746042939	3.03262111070607e-05	1.265567860306218e-06	0.0001541082640237	5.22478129916e-05	2.729833962405206e-09	2.3749357040398433e-08	0.0013100857208381	4.29795888559994e-06	1.716324595943884e-06	1.847245058230748e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1105.345352104468	2.801237122050225	7.846929413952225	1221788.3474189504	1002.6851724323474	14.310463152433726	1005377.5550156862	204.78935563716345	1051.2264429670522	2.5761896365534085	1105077.034393161	6.636753043485183	1044.951684490867	881.1397549636007	0.710667	36.707062	0.2055137494339937	0.095858042803697	0.0736268456	-0.0048917927	0.0150251531	0.0201375937	-0.0187930493	0.0541886162	-0.0028883225	-0.0591268216	-0.0083231051	0.0235072697	0.0045914741	-0.0010196904	0.0587903729	0.0339672594	0.0451746054	0.02135793	0.0540189829	-0.0676108823	0.0094041655	-0.0078905635	0.0433372514	-0.0014350318	0.03603458	-0.04042854	0.0292931438	-0.0489162963	0.0742606993	-0.0340282253	0.0937886775	-0.0838069177	-0.0084828996	0.0826035426	0.0227216892	-0.0767199699	0.0386919388	-0.034459786	0.0100615004	-0.0227634523	0.0188483186	-0.0580385694	0.0465676397	-0.0297173311	0.0097768181	-0.063333985	0.0762723281	-0.0835766357	0.007347875	0.0130243148	-0.0577916645	-0.0056417113	6.12929e-05	-0.0172728906	0.0045902166	0.004852613	-0.0152203666	0.0285982307	-0.1406978415	-0.0193732442	-0.0731426756	0.0661987163	-0.0202128753	-0.0109565316	0.001464883	0.0090281411	-0.0125714932	0.0081792272	-0.0259339078	0.0607437912	-0.0605903263	-0.0568830358	0.0004822815	0.0200345345	0.1129422506	0.1076997553	0.099141769	-0.0571814937777332	-0.0277958474363372	0.0007726091347041	0.0032697232306529	0.1543114625734318	0.0140951618075462	0.0001986735863809	0.0238120274815516	-0.0116832396481356	-0.0562700835893252	0.0001364980886757	0.0031663223071496	0.0040839079538593	-0.0014230159703529	1.6678304175595256e-05	2.024974451879406e-06	0.0002889731776971	0.0001348649136734	1.8188544940133642e-08	8.350549742835976e-08	0.0007209134728487	-0.0005891722479894	5.197162353347733e-07	3.471239378008832e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1106.1201935149568	0.7748414104887615	0.6003792114082135	1223501.8825015654	995.3344785121448	-7.350693920202616	990690.7241150432	54.0327011085037	1051.6574338882688	0.4309909212165621	1105983.3582524585	0.1857531741711008	1043.8565805820535	889.7397521601154	0.701612	36.23938	0.0898229781665048	0.0508463992419498	0.0655415082	-0.0001496736	0.0091608291	0.0168304631	-0.0134354869	0.035394145	0.0021083914	0.0504138061	-0.0436102812	0.0137394489	0.0079542506	-0.0179643337	-0.0119724589	0.0723838517	0.0096278558	0.0143689103	0.0655926155	-0.0799776773	0.0195395811	-0.0146563308	0.0684821982	-0.0448432854	0.0663133903	0.0244548526	0.0200824624	-0.0496482871	0.0268214722	-0.0797781019	0.0489280108	-0.0420331336	0.0330567373	0.0161927385	0.0199236958	-0.0734242438	0.0395248529	-0.0472926584	0.0056443543	-0.0649280187	0.0329644316	-0.0506580614	-0.0415613028	0.0064664599	0.0068007004	-0.0746840508	0.0958814456	-0.0362253129	0.0141435067	0.0299741548	-0.0535510702	-0.0071947633	-0.0039241877	-0.0166389599	0.0159784857	0.0023455843	-0.0140101141	0.0299877135	-0.1253571737	-0.0099656381	-0.0763105991	0.0470915514	-0.00781174	-0.0081453159	-0.0121926137	0.0124720069	0.0070781646	0.0137137206	-0.0445725753	0.0628783691	-0.0210506535	-0.0086925983	-0.0517799557	0.0414222402	0.1125037874	0.1059762505	0.0953761056	-0.0569353501809359	0.0002461435967972	6.058667024431e-08	0.0032416341002257	0.1299641329875385	-0.0243473295858933	0.0005927924579641	0.0168906758632025	-0.0117994403745598	-0.0001162007264241	0.0001392267931527	1.3502608821511516e-08	0.0032964244283956	-0.0007874835254637	1.0866414012123255e-05	6.201303028767381e-07	0.0004481042368498	0.0001591310591526	2.532269398706009e-08	2.0079740708274166e-07	0.0003652619723173	-0.0003556515005314	1.3341630842112404e-07	1.264879898302364e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
