global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85
1022.7394334259518	n/a	n/a	1045995.9486844369	1011.5994799901569	n/a	n/a	1023333.5079163556	956.1355308837892	n/a	n/a	914195.1534184256	971.95603575116	921.5625483219025	n/a	n/a	n/a	n/a	-0.091331878	-0.0247569533	-0.0003946442	0.0462663596	-0.027282022	0.0114706614	-0.0761293024	0.0540562815	-0.0889663225	0.0690010065	-0.0380376614	0.0383013136	-0.0129207084	-0.0600130688	0.015375317	-0.0278929335	0.098331138	-0.0548687799	0.0221924258	-0.0063336566	-0.0285438598	-0.0131692413	0.0371071959	-0.0403302837	0.0055212273	-0.0909774782	0.0226830159	-0.0591725727	0.0440378267	0.0246842851	-0.0739368383	-0.0641470472	0.0509207333	-0.0719644832	0.0305166186	-0.0324757545	0.1013105438	0.0130958171	-0.0296722712	0.0871461225	-0.0263894992	0.0100309976	-0.0028184199	0.0169234104	-0.001988001	0.0746220806	-0.033343265	0.0162536582	-0.0319659346	0.0330091253	-0.000631241	-0.0072132792	0.1140269478	-0.0254808631	-0.025260434	0.1147017419	0.1146833673	0.1146527451	0.2217819539751246	n/a	n/a	0.0491872351090242	-0.1502488605565446	n/a	n/a	0.0225747200985399	-0.7064062703887686	n/a	n/a	0.49900981884457	0.0328721138574364	n/a	0.0010805758694562	n/a	-0.0016823521839708	n/a	2.8303088709113207e-06	n/a	-0.0009676108625568	n/a	9.362707813379144e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1023.9482967920342	1.2088633660823689	1.4613506378559955	1048470.1145033076	1017.9485996791294	6.349119688972564	40.31132082489907	1036219.3515887004	959.6169487304688	3.4814178466796197	12.120270223179356	920864.6882907752	976.3420189503188	933.6995331127836	0.605469	38.432617	0.3649703706447315	0.1787542053931162	-0.0920095952	-0.0051595748	0.0202545306	0.0941352023	0.0124304343	0.0341176133	-0.0670703842	0.0652486387	-0.0180373347	-0.0135351623	0.0022702368	0.0877868122	-0.0217186944	-0.0246443401	0.0126194687	-0.0124682689	0.1174164389	-0.0865748848	0.0043894331	0.0237554379	0.0461263288	-0.0224267902	0.0211759424	-0.0120429989	-0.0073099294	-0.1007963287	0.04967927	-0.0660096709	0.0553336092	0.0358988453	-0.0307615001	-0.0649041097	0.0518908672	-0.0822993443	0.0504522383	-0.0320117132	0.1240455614	0.0248778849	-0.0213322925	0.1217333858	-0.0345706044	0.0495557211	0.0086014432	0.0286494857	0.002809153	0.0532170359	-0.0347887088	0.0389421761	-0.0276181343	-0.0121935942	0.0121012122	0.0132000482	0.1452322967	-0.0153190547	-0.0006193842	0.1146527451	0.1144874327	0.1142120884	0.2546954472081921	0.0329134932330675	0.0010832980368031	0.0648697708285809	-0.2503046518926197	-0.100055791336075	0.0100111613798881	0.0626524187590855	-0.7840381847962377	-0.077631914407469	0.0060267141345686	0.6147158752185793	0.0343830476501354	0.0015109337926989	0.0011821939657114	2.282920925919772e-06	-0.0028474074897393	-0.0011650553057685	8.107729412623462e-06	1.357353865499333e-06	-0.0005562165276619	0.0004113943348949	3.093768256442611e-07	1.692452987836172e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1026.207291063626	2.258994271591746	5.103055119084323	1053101.4042321455	1041.7210175529358	23.772417873806376	565.1278515668688	1085182.678411524	957.3645637207032	-2.252385009765589	5.073238232216735	916546.9078681323	980.065060042827	930.9838534393024	0.570988	36.243923	0.3280163085095788	0.1684344383262824	-0.0979398252	-0.022657493	-0.0045507704	0.0924966792	0.0263828651	-0.0263952812	-0.0271208086	0.0444803147	-0.0739630134	-0.0067409133	-0.0118791238	0.090498104	-0.0014447368	-0.0266645526	0.0255560237	-0.0099998352	0.0913130693	-0.0889637261	0.0145051778	-0.0028426188	-0.0010585483	-0.0129327658	0.0083604513	-0.0201397839	-0.0320023713	-0.104439218	0.0247474499	-0.0759627297	-0.0086742898	0.0313148811	0.0027990158	-0.0615638138	0.0607624157	-0.0905666099	0.0442334203	-0.0376633954	0.1169414743	0.0030856205	-0.0166477932	0.1165280031	-0.024832245	0.0386593752	0.0059171568	0.0235675104	-0.0048334744	0.0689567125	-0.0318522935	0.0315874069	-0.0381697187	0.0187625172	0.0084764539	0.0160036861	0.1161114235	-0.00208433	-0.0139139656	0.1145547726	0.1140958982	0.1133324686	0.2431010581612156	-0.0115943890469764	0.0001344298573726	0.0590981244791027	-0.1575663188039726	0.0927383330886471	0.0086003984240608	0.0248271448214351	-0.7622726424918724	0.0217655423043652	0.0004737388318031	0.5810595814915419	0.0366932591001085	0.0023102114499731	0.0013463952633876	5.337076943586813e-06	-0.0013269598168477	0.0015204476728916	1.760822355528482e-06	2.3117611260014817e-06	-0.000763918286189	-0.000207701758527	5.835711479739389e-07	4.3140020495249756e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1024.0945236477344	-2.11276741589154	4.463786153653015	1048769.59336528	1030.64236828032	-11.078649272615849	122.73646970563166	1062223.6912944666	958.3940482177734	1.0294844970701431	1.059838329707766	918519.1516592518	977.6912620737454	924.9574723631312	0.568241	36.069546	0.3789525517192006	0.2113111242386464	-0.0969513802	-0.024553941	-0.0003590204	0.1154511544	0.022592906	0.0125179968	-0.0425535724	0.0380925765	-0.0252681551	-0.0264283154	0.0098449248	0.0646204594	-0.0135908501	-0.0188143539	0.0352984166	0.0036322455	0.1062584208	-0.066452254	0.012732247	0.0581890265	0.0426351493	-0.0161139828	0.0123572991	-0.0167641518	-0.0293146308	-0.1024377765	0.0470130259	-0.0491826153	0.0534364295	0.0392400147	0.0297248765	-0.0660492653	0.0597839232	-0.091995265	0.041308426	-0.0349911597	0.1161203424	-0.0179858833	0.0150626754	0.1123846344	-0.0149350804	0.0309686924	0.0036203361	0.0145510488	-0.0164312985	0.0594724048	-0.0443045956	0.0327681704	-0.0172650182	-0.0080588774	0.0233144337	0.0447148557	0.0886676214	0.0130557408	0.0055195449	0.1144078661	0.1135094328	0.1120172664	0.2763106449254735	0.0332095867642579	0.0011028766530527	0.0763475724991311	-0.0537498816487413	0.1038164371552312	0.010777852623606	0.0028890497772536	-0.8381037618705136	-0.0758311193786411	0.0057503586662177	0.7024179156615066	0.0394965743159682	0.0028033152158597	0.0015599793826967	7.858576199470549e-06	-0.0018252038833495	-0.0004982440665017	3.331369215794095e-06	2.4824714980425e-07	-0.0007842671722489	-2.034888605990004e-05	6.150749974672857e-07	4.1407716387879423e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1027.1888871321837	3.094363484449332	9.57508537389341	1055117.009847854	1046.007295638796	15.364927358476052	236.08099273124589	1094131.2625295876	957.8067211914064	-0.5873270263670065	0.3449530359011103	917393.7151594324	981.3733869570392	937.1081515422164	0.592758	37.625782	0.5395152617520197	0.3126647346667738	-0.0796146915	-0.0071988072	0.0124130567	0.1094719884	0.0437116061	-0.0296689681	-0.0171693674	0.0083514937	-0.0479011192	0.001625416	-0.0134898109	0.0500243986	0.0003358255	-0.0239757744	0.0300210894	0.00935115	0.0848824331	-0.0809573616	0.029938179	-0.0145293984	0.0331911763	-0.013518215	0.0112504451	-0.0127037349	-0.0440775101	-0.0847968068	0.0215904839	-0.085307278	-0.0139869746	0.043214224	-0.0059987789	-0.0577517786	0.0526403634	-0.0797169369	0.0523455729	-0.0342322888	0.1251218284	0.0368807333	-0.0299431387	0.1329889607	-0.0361494867	0.0546549081	0.0025660151	0.0409046944	-0.002254965	0.0544502025	-0.0256487625	0.0303940503	-0.052009783	-0.0188948116	-0.0036563547	0.0258415593	0.134881838	-0.0182015171	-0.0344765105	0.1142120884	0.1127290384	0.1102715368	0.3017304085727943	0.0254197636473207	0.0006461643838856	0.0910412394575053	-0.3079089597055429	-0.2541590780568016	0.0645968369586833	0.0948079274669496	-0.8539899597472456	-0.0158861978767319	0.0002523712829786	0.7292988513491021	0.0359086898508458	-0.0035878844651224	0.0012894340068042	1.2872914935066687e-05	-0.002763095148168	-0.0009378912648185	7.634694797829542e-06	8.79640024622846e-07	-0.0004290384587665	0.0003552287134824	1.8407399910073374e-07	1.2618743888236101e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1021.7746323947916	-5.414254737392071	29.31415436137248	1044023.3994055116	1037.115132359096	-8.892163279700071	79.07056779284632	1075607.797768225	957.507231201172	-0.2994899902344059	0.0896942542506045	916820.0978025346	979.6960978704826	940.3839585533216	0.658307	41.786541	0.2705218164479827	0.1354811585746445	-0.0814761668	-0.0077621227	0.0354732318	0.0949814597	0.0389125214	-0.0041644038	-0.0143554025	0.032294914	-0.0509875282	0.0127951032	0.0130108069	0.0361960441	-0.0107739882	-0.0318365243	0.0477530259	0.0110061289	0.095354493	-0.044629702	-0.0092743122	-0.0123417678	0.0266078547	-0.0162884673	0.0159822592	-0.0138068119	-0.0474590424	-0.0935700035	0.040896684	-0.0482235638	-0.0006364529	0.0409278305	-0.0036746582	-0.0481474939	0.0472067643	-0.0709283761	0.069346964	-0.0362936865	0.117791724	0.0330403675	-0.0148654591	0.132848557	-0.0366567121	0.0659399067	0.0048537225	0.0484605919	0.0189473111	0.0598722635	-0.0095751808	0.0473738626	-0.035394057	-0.0067680955	0.0572272255	0.0059727796	0.2085337132	-0.0389166593	0.0160624902	0.1139675232	0.1117560484	0.1081019891	0.3236193900032731	0.0218889814304787	0.0004791275080638	0.1047295095860905	-0.3052772255625484	0.0026317341429945	6.926024599403005e-06	0.093194184447167	-0.91226737842819	-0.0582774186809443	0.003396257528114	0.8322317697442423	0.0334762358865902	-0.0024324539642556	0.0011206583691346	5.916832288222784e-06	-0.0023510684729628	0.0004120266752052	5.527522964559632e-06	1.6976598108065148e-07	-0.001339031463177	-0.0009099930044105	1.7930052593779378e-06	8.280872680760484e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1027.851534526956	6.076902132164264	36.92873952390258	1056478.777029418	1055.5916364397322	18.476504080636232	341.3812030417673	1114273.7029215116	962.5779395751952	5.070708374023184	25.71208341438884	926556.289756828	988.2714150501156	908.572899593072	0.7996339999999998	50.757393	0.9864337303336028	0.5585958829677333	-0.0993439954	-0.0499912235	-0.0225240153	0.0861413032	0.0501525027	-0.0561048359	0.0192981269	0.005141858	-0.0419399771	-0.0372390828	-0.0510123723	0.0993582521	-0.0258716094	-0.0317232224	0.0398409014	0.0208622903	0.0691540858	-0.0926306377	0.0323418419	0.0254115196	0.0113102631	-0.0390318472	0.009420357	-0.0144407996	-0.0484611619	-0.0777697463	0.0070175861	-0.0807433812	-0.031641097	-0.0283524708	0.0244986645	-0.0564238473	0.0547765643	-0.0875954386	0.0456103516	-0.0292768807	0.1119647768	0.0243818796	-0.0069732386	0.1339716166	-0.0476034937	0.0770084999	-0.0019539598	0.0426251133	-0.0405233139	0.0101517525	-0.0047979605	0.0182689847	-0.0301699183	-0.0123150169	0.0041189994	0.1150297392	0.0221279089	0.0246397411	-0.0630710191	0.1136742748	0.110592125	0.105516962	0.2894920745768132	-0.0341273154264599	0.001164673658217	0.0838056612427871	-0.4491810215356224	-0.143903795973074	0.0207083024954601	0.2017635901077852	-0.7387693131299713	0.1734980652982186	0.0301015786622249	0.5457800980225296	0.0438072485797768	0.0103310126931866	0.0019190750281303	0.0001067298232667	-0.0015889403946056	0.0007621280783572	2.5247315776094e-06	5.808392078204384e-07	0.0002659188379962	0.0016049503011732	7.071282840124928e-08	2.575865469235945e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1022.4976188089228	-5.353915718033136	28.66441351580227	1045501.3804699172	1036.6359177362351	-18.95571870349704	359.31927156610755	1074614.0259408464	959.269946899414	-3.307992675781179	10.942815543021926	920198.8310244044	979.2521354177504	917.8242874830568	0.837277	53.146809	0.9376129603559892	0.5436965583965281	-0.1104703235	-0.0230011025	-0.0083800843	0.0632555439	0.0681902415	0.0410276463	-0.0044928173	0.062691893	0.0182453532	-0.1095438226	-0.0255852106	0.0830582791	-0.0225050922	-0.0167687308	0.0393562532	-0.013639587	0.087332288	-0.0541211693	0.0390756295	0.0360607741	0.0225565834	-0.0248184185	0.0304324364	0.0102194814	-0.0225280811	-0.0952720242	0.0131730937	-0.054969451	0.056868053	-0.0386501603	0.0576498404	-0.0636821866	0.0492313693	-0.0825637602	0.0361403497	-0.0193884799	0.1003867588	0.0440924657	-0.0362649064	0.1150624379	-0.0520737119	0.0867873242	0.0124318774	0.0341649912	-0.0226226689	-0.0204499336	-0.0040068766	-0.0056743641	-0.0179352791	-0.0569078841	-0.0397831742	0.0682879016	0.0271911434	0.0107653362	-0.0696605263	0.1133324686	0.1092392569	0.1025263906	0.2098045306399001	-0.0796875439369131	0.0063501046586974	0.0440179410770287	-0.6806799581049177	-0.2314989365692952	0.0535917576327145	0.4633252053657125	-0.5358723002719756	0.2028970128579956	0.0411671978266976	0.2871591221987784	0.0363768423569607	-0.0074304062228161	0.0013232746598631	5.521093663606432e-05	-0.0009320012801949	0.0006569391144107	8.686263862849324e-07	4.3156900004271483e-07	0.0006491628406051	0.0003832440026088	4.214123936224824e-07	1.468759655356905e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1024.692651728126	2.1950329192033	4.818169516386159	1049995.0305056183	1054.313352118598	17.67743438236289	312.49168634274565	1111576.644455555	954.2827344970704	-4.98721240234363	24.87228754609012	910655.537359206	977.8805213653932	878.5987824312004	1.007889	63.976517	2.356683939059979	1.204679497183906	-0.1294269772	-0.0972658733	-0.0411027847	-0.0076485025	-0.0115967099	-0.0912832886	0.0790922196	-0.0463791413	-0.1220007087	0.0541137903	-0.0614818672	0.0319669924	0.0047471322	-0.0197447842	0.0883913138	-0.0102502657	0.0798272501	-0.0613488691	0.0088984433	0.0289424848	-0.0100076701	0.0072892922	-0.0196887116	-0.0845421457	-0.0368871546	-0.0864863357	0.0017538218	-0.0582312135	-0.0271733666	-0.0007609143	-0.0138431112	-0.0599179918	0.0572431155	-0.101782359	-0.0786815216	-0.0068763431	-0.0522266157	-0.1239599481	0.0912521681	-0.0336892807	0.0355450694	-0.0774115386	-0.0182984559	-0.0409123487	-0.0750525983	-0.0479078643	0.0003497363	-0.1109685282	0.0644909807	0.130437839	-0.0775505655	-0.0877904007	-0.0735557789	-0.0370090919	-0.1008002883	0.1129422506	0.1076997553	0.099141769	-0.3642035637779059	-0.574008094417806	0.3294852924571608	0.1326442358685272	0.1578039178234433	0.8384838759283609	0.703055210191847	0.024902076480428	-0.0532611120676733	0.4826111882043023	0.2329135589799685	0.0028367460586852	0.0324014047053522	-0.0039754376516084	0.00104985102688	1.5804104521826463e-05	0.0019470215608299	0.0028790228410248	3.7908929583365e-06	8.28877251914251e-06	-0.0017279922769518	-0.0023771551175569	2.9859573092050666e-06	5.65086645292696e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1022.2640003320264	-2.428651396099667	5.898347603776863	1045023.6863748372	1016.5340533544148	-37.77929876418318	1427.275415113413	1033341.4816291564	959.7328989257812	5.4501644287108775	29.704292299985365	921087.2372804838	974.4993494188736	893.8146522795546	0.7545659999999998	47.896698	1.0521017532606352	0.4843508069735288	-0.130193189	-0.0482732272	-0.0391000219	0.0107294077	-0.0339916814	0.0107153562	-0.0409711269	0.0641546766	0.0139655909	-0.0353692426	0.0095260432	0.1285593207	-0.0335861931	-0.0145715022	0.0631288002	-0.0387951559	0.096443438	-0.0688246416	0.0088510376	-0.0334561442	-0.0304659293	-0.0249868377	0.0042348758	-0.0649000415	0.0167332275	-0.1055681119	0.0390664541	-0.0370865219	0.0526232044	-0.0102090015	-0.050212475	-0.0766130962	0.0577321838	-0.1098134859	-0.0512746572	-0.0115308747	-0.0199129942	-0.134508236	0.0238681203	-0.0475114987	0.0179972954	-0.0630670504	-0.0112759497	-0.04336191	-0.028808232	0.0178816853	-0.0485401329	-0.0802185918	0.0425556693	0.0058148861	-0.0537998702	-0.016652319	-0.102145573	0.0275527906	0.012013504	0.1125037874	0.1059762505	0.0953761056	-0.1804093145784406	0.1837942491994653	0.0337803260387951	0.0325475207866627	0.381362244290031	0.2235583264665877	0.0499783253325414	0.1454371613699293	-0.3177313264389454	-0.2644702143712721	0.0699444942895866	0.1009531958006517	0.0360981635965147	0.0036967588911624	0.0013030774150407	1.3666026299388991e-05	-0.0008020189747277	-0.0027490405355576	6.43234435823271e-07	7.557223866138815e-06	-0.0005682124392057	0.0011597798377461	3.228653760680914e-07	1.3450892720423702e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
