global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99
1048.2082164284811	n/a	1098740.4649881776	n/a	1096.3991801556813	n/a	1202091.16224605	n/a	971.195793414938	n/a	943221.2691468708	n/a	1001.7970910294508	824.8553307196403	n/a	n/a	n/a	n/a	-0.065116741	-0.0719666568	0.0286160485	0.0145419092	0.009805051	0.0218240978	-0.0048015743	0.0244046567	0.0056192328	-0.0014352004	0.0028147891	0.0094555455	-0.0964670979	0.1140831541	-0.0715897972	-0.0113572976	0.0155091169	-0.0288416679	0.0001028188	-0.0634907777	0.0497686364	-0.1225593789	0.013113903	-0.0111502163	-0.1055143572	-0.0438344393	0.0977823938	-0.071498628	0.0423308304	-0.0305546087	0.0148813441	-0.0014848845	0.0190460727	-0.0085757659	0.0289664975	-0.0220434478	0.00692978	-0.0058019521	0.0046122174	-0.0142928457	0.0221098943	-0.00446171	0.012043855	-0.0249924477	-0.0150520998	0.03616698	0.0012007253	-0.0145351396	0.1147017419	0.1146833673	0.1146527451	-0.016650961841762	n/a	0.0002772545302558	n/a	1.144523083632393	n/a	n/a	1.3099330889674017	-0.6529346159349387	n/a	n/a	0.4263236126861059	0.0521412109103187	n/a	0.0027187058751943	n/a	-0.008330708308964	n/a	n/a	6.940070092904182e-05	-0.008358355143557	n/a	6.986210070582575e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1046.930495026883	-1.277721401598228	1096063.461417234	1.6325719801021406	1094.6423375386312	-1.756842617050097	1198241.8471320386	3.086495981083434	968.2219033076846	-2.9738901072533963	937453.6540447552	8.844022370019617	1004.294903717588	824.9249695933014	0.542427	39.871605	0.4190450779563598	0.2487974629283971	-0.0603536583	-0.0671603199	0.014560468	0.0050894147	0.0088298209	-0.0102871691	-0.0058912281	-0.0156664474	0.0249165967	-0.0153422146	0.0338206509	0.0201261903	-0.1172941034	0.1161595077	-0.0476503426	-0.0112767644	0.0012806587	-0.0653633865	-0.0097694576	-0.0618752783	0.0358067722	-0.1356927846	0.0476889989	0.0201268312	-0.1140474985	-0.0495325538	0.0910942161	-0.0771535724	0.0407491069	-0.0235487542	0.005118479	0.0235279913	0.000462822	0.0042222912	0.0169870381	0.0004819312	0.0267185473	0.0333873107	-0.0001275122	-0.0383897663	0.0193447619	-0.0001787929	-0.0038374315	-0.0111526441	0.0281697278	-0.0134812888	-0.0013794322	-0.003491332	0.1146527451	0.1144874327	0.1142120884	-0.0175201747016018	-0.0008692128598398	0.0003069565215746	7.555309957108858e-07	1.2678287258000296	0.1233056421676366	0.0152042813903732	1.607389677963727	-0.7809515612725022	-0.1280169453375634	0.0163883382935607	0.6098853410539588	0.0549928516212817	0.0028516407109629	0.0030242137294403	8.13185474442156e-06	-0.00876931965919	-0.000438611350226	1.9237991654707586e-07	7.690096728505622e-05	-0.0083115416529196	4.681349063739848e-05	6.908172464821749e-05	2.1915029056577953e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1046.8168665330418	-0.1136284938411336	1095825.5520580562	0.0129114346126045	1093.7999037164282	-0.8424338222030201	1196398.2293700676	0.7096947447915897	963.9918112919248	-4.2300920157597375	929280.212237886	17.89367846179428	1000.476343407853	809.3498090683439	0.497873	36.596584	0.3218448226242397	0.2287455484516352	-0.0807047346	-0.0663389989	0.0142818212	0.0101045353	-0.0071778613	0.0207660414	-0.0381395384	0.0053394756	0.0327302682	-0.0149648857	0.0259226056	-1.285e-06	-0.1212714734	0.0416541219	-0.0260838734	-0.0171938142	0.0095990841	-0.048084098	0.0240047607	-0.0645575602	0.0505311271	-0.1065265204	0.0492079724	-0.0228395033	-0.1112938958	-0.049232112	0.1080361304	-0.0890451217	0.0473959523	-0.0291183241	0.0023009085	0.0177394792	0.0124921282	-0.0080619313	0.0275102513	-0.0102955609	0.0250786112	0.0067329387	0.0040164428	-0.0455282164	0.021703376	0.0021071075	0.0135943993	-0.0233442145	-0.0026104296	0.0014602182	0.0010066261	-0.0247933147	0.1145547726	0.1140958982	0.1133324686	0.0032629337709551	0.0207831084725569	1.064673679363927e-05	0.000431937597782	1.2541930510849824	-0.0136356747150472	0.0001859316249345	1.5730002093898572	-0.5875466892038617	0.1934048720686405	0.0374054445398872	0.3452111119944192	0.0534506141388804	-0.0015422374824013	0.0028569681518234	2.378496452123504e-06	-0.0088958012619981	-0.000126481602808	1.5997595848905914e-08	7.913528009296699e-05	-0.0085232459150701	-0.0002117042621504	7.264572092875915e-05	4.481869461268732e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1049.1975465578405	2.380680024798721	1100815.4917029918	5.66763738047564	1099.769955186959	5.970051470530734	1209493.9543319256	35.641514560786185	968.4788444782124	4.48703318628759	937951.2722018536	20.13346681484616	1006.666526110796	794.0400852574192	0.496161	36.470779	0.2701439714290313	0.190499350195768	-0.1012133686	-0.0507511331	0.0003205081	0.0279300706	0.0081671175	-0.0411413278	-0.0312587506	-0.0037672253	0.0115040093	-0.0089463212	0.0146725123	-0.0719308348	-0.1004376501	0.0168959539	-0.0028414026	0.0042011655	0.0239314591	-0.0602508594	0.0418828594	-0.0392482027	0.0425759756	-0.0920680182	0.0310139305	0.0081404137	-0.1094782598	-0.048666026	0.0995614804	-0.0833150607	0.0393140478	-0.0188378534	0.0061563998	0.0289365847	0.019002645	-0.0007024913	0.0210032983	-0.0064717242	0.0184260434	0.0190063602	0.0082616867	-0.0647493939	0.0248676568	-0.0060723764	0.0121556591	-0.0297296678	-0.0154425333	0.0188800341	0.0022605212	0.0021612173	0.1144078661	0.1135094328	0.1120172664	-0.0153028329981879	-0.018565766769143	0.0002341766977704	0.0003446876957262	1.2547759651934598	0.0005829141084774	3.3978885786204775e-07	1.5744627228271786	-0.4177949626650559	0.1697517265388057	0.0288156486629054	0.1745526308282954	0.0527698911255814	-0.000680723013299	0.0027846614094057	4.6338382083487326e-07	-0.0096030116690424	-0.0007072104070442	5.001465598317632e-07	9.221783311576447e-05	-0.0082863080551613	0.0002369378599087	6.866290118503105e-05	5.613954945816212e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1042.77062447335	-6.42692208449057	1087370.5752645405	41.30532748011262	1082.1601396430449	-17.60981554391401	1171070.5678322543	310.1056034906755	969.8396764294856	1.3608319512732123	940588.9979768492	1.8518635996060584	997.3997990871416	784.5045110171982	0.517648	38.050148	0.1528643483738726	0.0946232221461553	-0.0983332683	-0.0442145184	0.0209298033	-0.0141430506	0.0077564137	0.0306205938	-0.0090012634	-0.0311280998	0.0132737057	0.0278748953	0.0591035324	0.0169811272	-0.0500800881	0.1128921778	-0.0373816823	-0.021194712	0.0178602774	-0.0569338463	-0.0267978418	-0.0652073599	0.0396850271	-0.1008959201	0.0329153722	-0.0430509773	-0.1060758648	-0.0495977177	0.1146729895	-0.0923341467	0.0440539422	-0.0260112474	0.0013329335	0.0277616504	0.0232213036	-0.0098995988	0.0323968792	-0.0140319952	0.0154738302	-0.0056286854	0.0024140907	-0.0631137211	0.0331835294	0.0183182723	0.0179036832	-0.0277034166	-0.0075595684	0.0050244095	-0.0065110966	-0.0264748691	0.1142120884	0.1127290384	0.1102715368	-0.0059723980883177	0.0093304349098701	3.566953892534092e-05	8.70570156073245e-05	1.3372235421940672	0.0824475770006074	0.006797602953271	1.7881668017980483	-0.4495381977745012	-0.0317432351094453	0.0010076329752135	0.2020845912583465	0.052760898074675	-8.99305090639596e-06	0.0027837123656462	8.087496460502921e-11	-0.0094647832846175	0.0001382283844248	1.9107086260717613e-08	8.958212262477485e-05	-0.0078466674634136	0.0004396405917476	6.157019028139364e-05	1.932838499122672e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1041.7763524364689	-0.9942720368810568	1085297.9684958337	0.9885768833236058	1091.609133065465	9.448993422420015	1191610.4993919358	89.28347669693675	969.262590079472	-0.5770863500135874	939469.9685275666	0.3330286553720047	1004.64987663898	759.130610879966	0.501819	36.886654	0.348490746384704	0.1517406394733637	-0.1173744147	-0.0426622331	0.0221533785	0.0020531233	0.0111484994	-0.0125793514	-0.0157253679	-0.0022756356	0.0152678966	0.0122097362	0.0472833462	0.032048817	-0.0701630884	0.0522354196	-0.0046318802	-0.0050121383	0.0247268614	-0.0680776584	-0.0195225447	-0.0658843664	0.0144206004	-0.0915816722	0.0487370872	-0.054185193	-0.1007722857	-0.0590158582	0.1166906212	-0.0956656311	0.0367426759	-0.0177079056	-0.0100546184	0.0226477178	0.0261749122	-0.0088571814	0.0283433679	-0.012946163	0.0242648263	-0.0032304845	0.0010264005	-0.0798076397	0.039571278	0.0020712268	0.0243154451	-0.0154600646	-0.0046666771	-0.0059877157	-0.0017604601	-0.0014154789	0.1139675232	0.1117560484	0.1081019891	0.0029586980802065	0.0089310961685242	8.753894329817628e-06	7.976447877142763e-05	1.432631564268533	0.0954080220744657	0.0091026906761617	2.052433198938504	-0.3736081999728569	0.0759299978016443	0.0057653645661577	0.1395830870869582	0.0548371713860423	0.0020762733113672	0.0030071153656221	4.310910863496119e-06	-0.0102581356797193	-0.0007933523951017	6.294080228137612e-07	0.0001052293476235	-0.0083414743637459	-0.0004948069003322	6.958019456103006e-05	2.448338686164574e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1040.8070036226811	-0.9693488137877466	1083279.2187900238	0.9396371227917116	1076.2598324205023	-15.349300644962568	1158335.2268818077	235.60103028944832	968.3576928500472	-0.9048972294248188	937716.6213018664	0.8188389958207131	996.245584358024	754.8202689777095	0.500438	36.785156	0.0974477588440216	0.046572397064509	-0.1261552157	-0.0458309473	0.0060403733	-0.0190184105	0.0114231725	-0.0189094656	-0.0315116447	0.0009172885	0.0171923401	-0.0210639023	0.0124840892	-0.0547069419	-0.0977524265	0.0453973016	-0.0332952134	-0.0234230337	0.00629303	-0.0447437411	0.0262644185	-0.0238961245	0.0672170593	-0.0951618677	0.0422283285	-0.0005944378	-0.107978965	-0.0505740508	0.1209297145	-0.0955841001	0.0427444549	-0.0189507842	-0.0026724743	0.0401116657	0.0299998859	-0.0069636409	0.0152279274	-0.01658544	0.0213712961	-0.0066124026	0.0111916922	-0.0676637475	0.0311033925	0.0217816538	0.0208660296	-0.0404890643	-0.024725377	-0.0178260202	0.0080335078	-0.0221401158	0.1136742748	0.110592125	0.105516962	0.0397285491490038	0.0367698510687973	0.0015783576174848	0.0013520219476215	1.4372432288326422	0.0046116645641092	2.1267450051860672e-05	2.0656680988252787	-0.3532636634983319	0.020344536474525	0.0004139001643632	0.1247952159482626	0.0549029460211667	6.577463512440207e-05	0.0030143334818031	4.326302625748226e-09	-0.0097638383869711	0.0004942972927482	2.443298136181999e-07	9.53325400468904e-05	-0.0084958365706051	-0.0001543622068591	7.217923903443102e-05	2.3827690906442396e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1047.3538667232458	6.546863100564679	1096950.1221401345	42.86141645753536	1094.999636546675	18.739804126172658	1199024.2040373504	351.18025868731775	972.1529577847184	3.795264934671195	945081.3733295765	14.40403592434475	1006.937514875952	799.3992245172054	0.552606	40.619835	0.4035023644571145	0.2673726283423104	-0.0901083251	-0.0510764059	0.0164578031	0.0078728808	0.0053614623	-0.028335943	-0.020300707	0.0009720282	0.0089318538	0.0017737574	0.0394831827	-0.0251573227	-0.0783947895	0.0471110634	-0.0301349006	0.0019550207	0.0193415169	-0.0629802214	0.0014620856	-0.0265110639	0.0385829503	-0.1118928246	0.0591086496	-0.0455017262	-0.1180229189	-0.0609208461	0.1136355265	-0.1019107401	0.0421157096	-0.0185165429	-0.0032543682	0.029364372	0.0135832311	-0.0039380603	0.0268436144	-0.005734551	0.0086721763	0.0130297196	-0.004046477	-0.0700724235	0.0289442673	0.0152075554	0.0210022169	-0.0169148075	-0.0004149079	-0.0286775058	-0.0153425257	-0.0021479468	0.1133324686	0.1092392569	0.1025263906	0.0466892973608281	0.0069607482118243	0.0021798904880478	4.845201566841525e-05	1.293534441443995	-0.1437087873886471	0.0206522155727153	1.6732313512018284	-0.5816327208229097	-0.2283690573245778	0.0521524263433163	0.3382966219318608	0.0545987001478922	-0.0003042458732745	0.0029810180578394	9.256555140456489e-08	-0.0098312066716959	-6.736828472480097e-05	4.538485786761852e-09	9.665262462159798e-05	-0.0086134978432471	-0.000117661272642	7.419234509562244e-05	1.3844175079735246e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1047.035019386432	-0.3188473368138602	1096282.331821546	0.1016636241932912	1078.3353071710671	-16.66432937560785	1162807.0346917198	277.6998735387467	965.8293072930696	-6.3236504916487775	932826.2508262108	39.98855554052982	999.9242421358716	816.2000938870794	0.653415	48.029854	0.8054489861769479	0.4666151843928923	-0.0852876381	-0.0784102597	0.0091560471	-0.0214228079	0.0076416293	0.0539696433	-0.0756941457	-0.0281095101	0.0343808647	0.0256184788	0.0003976014	0.0863280419	-0.1102033995	0.0490628638	-0.0505584355	-0.0184407375	0.0184471321	-0.040849878	-0.0276922755	-0.021329977	0.0236858645	-0.1488589387	0.0642249006	-0.0281804975	-0.1352160641	-0.0581611702	0.0987974692	-0.0785996813	0.02872924	-0.0152084226	0.0021844584	0.0113875183	-0.0120528752	0.0102670012	0.04392865	-0.0006971725	0.0222833938	-0.0070658797	0.0233480712	-0.0448449365	5.83683e-05	0.0185542477	0.0555660633	0.0523004568	0.0191996751	-0.0748641255	-0.0002089919	-0.0251032048	0.1129422506	0.1076997553	0.099141769	0.0920996710754451	0.045410373714617	0.0084823494122051	0.0020621020409011	1.4766858282811055	0.1831513868371104	0.0335444305003568	2.1806010354462546	-0.7859756856571352	-0.2043429648342254	0.0417560472772414	0.6177577784442038	0.0609890715207999	0.0063903713729077	0.0037196668449692	4.083684628367829e-05	-0.0105988151768818	-0.0007676085051858	5.892228172337312e-07	0.0001123348831536	-0.0083205925055208	0.0002929053377262	6.92322596429289e-05	8.579353686855763e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1047.512387440432	0.4773680539999532	1097282.2018411534	0.2278802589797022	1102.3153630145582	23.980055843491076	1215099.1595379172	575.0430782569504	966.6892295048154	0.8599222117458112	934488.0664406136	0.7394662102538078	1007.258315438438	801.8487728291458	0.575918	42.333347	0.56899452192383	0.3090110099605889	-0.0998608477	-0.0619427312	0.01261629	0.0261941355	-0.0083759877	-0.039217678	-0.0418658919	0.0251869029	0.0305308281	0.0253047646	0.0268783482	0.0272150802	-0.134187568	0.0785496751	-0.0400102724	-0.0061306549	0.0235424942	-0.0778814942	0.0028577265	-0.0615733212	0.0120400994	-0.1189578286	0.0366812694	-0.0247707866	-0.1253731513	-0.0583505631	0.1006630623	-0.0860324897	0.0330131437	-0.019183586	-0.00961978	0.0292321937	-0.0031587225	0.0086208225	0.0335880815	-0.0063664792	0.0217857926	0.0167523406	0.0124799644	-0.0586356272	0.0097108415	0.015254517	0.0090027391	0.012757944	-0.0073514517	-0.0278662561	-0.0028969271	0.0012346288	0.1125037874	0.1059762505	0.0953761056	0.0491324809566577	-0.0429671901187874	0.0024140006849563	0.001846179426704	1.3096241324292208	-0.1670616958518846	0.0279096102209076	1.7151153682409894	-0.6484097325459075	0.1375659531112276	0.0189243914554004	0.4204351812602553	0.057308932880337	-0.0036801386404629	0.0032843137878829	1.3543420413028154e-05	-0.0099762214005643	0.0006225937763175	3.876230103092865e-07	9.952499343307713e-05	-0.0081953312654626	0.0001252612400582	6.716345455066881e-05	1.5690378260918138e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
