global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
1098.5610747591902	n/a	1206836.4349760672	n/a	1133.508000637623	n/a	1284840.3875095013	n/a	1047.9089662734775	n/a	n/a	1098113.2015963483	1047.052397921078	898.1621893100548	n/a	n/a	n/a	n/a	-0.0047283557	-0.0829198148	-0.1112114749	0.0376397608	-0.0769210899	0.1130812828	-0.0693053737	0.135562754	-0.1437155828	0.0852820452	-0.0514642811	0.0853053562	-0.0585532094	0.0110534465	-0.0939522883	0.0131598389	-0.0703223101	0.1352301109	-0.0931431942	0.3264821194	-0.0190391939	0.0860195591	-0.0883903123	0.1107655149	-0.0140175657	0.0988943685	-0.0599797873	0.0701572855	-0.0942083593	0.006548299	-0.1008098804	0.0073050995	-0.0410844606	0.1386633639	-0.083224543	0.0254701992	-0.0921659186	0.0183252852	-0.0171349598	0.0229243957	-0.0958705524	0.0183450227	-0.0126227327	0.0280018313	-0.138232788	-0.0011915066	0.0658987017	-0.021900016	-0.0245316788	0.0724857655	-0.0060278133	-0.0141894821	0.0525733003	-0.1293443563	0.1473810295	-0.0445070619	-0.1700955322	0.0109746901	-0.124026195	0.0425708542	-0.0227613731	0.0903393225	-0.2740843383	0.1082183881	-0.0136607014	0.2308492374	-0.1109894353	-0.0410572252	0.1335882285	-0.0811096429	0.1337105216	-0.0032842875	0.1516222697	-0.1176173577	0.0555762465	-0.0549412223	0.0124497968	-0.1058111172	0.0296342583	-0.1248473167	0.0819480247	-0.0816829979	-0.088079487	0.1030504243	-0.0845007447	0.003565098	0.0925080582	-0.0246560734	-0.0708676855	-0.1151385569	-0.2336639146	0.0481553112	-0.0966471113	0.2704484283	-0.0034832451	0.0605180616	-0.1897289768	-0.0417152939	0.0935183917	-0.0428106389	0.0088839011	-0.0605896963	0.0123224	-0.093579006	0.1094181488	-0.1021727025	0.157693569	-0.2528724291	0.1141490249	0.0213589585	-0.0244080011	0.1069804456	-0.0032790823	0.1147017419	0.1146833673	0.1146527451	0.0151712792370943	n/a	n/a	0.0002301677136898	-0.0989083648920683	n/a	n/a	0.0097828646456225	-0.0246442370360924	n/a	n/a	0.0006073384190911	0.0034411662738778	n/a	n/a	1.1841625324474024e-05	-0.0032005438090572	n/a	1.024348067369437e-05	n/a	-0.0014690006827592	n/a	2.1579630059469954e-06	n/a	0.0
1097.380595664492	-1.1804790946982848	1204244.1717409552	1.393530893019682	1133.97862860497	0.4706279673471272	1285907.5301328085	0.2214906836492886	1048.8538646959278	0.944898422450251	0.8928330287489731	1100094.4294875837	1052.6996764186017	884.0174965874336	1.048592	31.997608	0.0827342213069517	0.0476393056093616	0.0971466839	-0.0653651389	0.0916543412	-0.021380164	-0.1242316093	0.0972997835	0.0374828649	0.1768754971	0.0588192616	-0.0536335197	-0.0782591837	0.1453937515	-0.0005967302	-0.0590080553	-0.0569712401	0.1060028026	0.1112366303	0.0215669721	-0.2557870576	0.1392293279	0.0057876632	-0.0686667385	-0.1001977886	0.0322607975	-0.0733122631	0.1323081036	-0.0358524851	0.0444107362	0.0150099944	-0.0307456478	-0.0638444959	0.0821590129	-0.0169402309	0.138029568	0.0026410142	0.0775988258	0.0615288098	-0.0999621522	-0.0472519525	0.0010928737	-0.0298292956	0.0095925843	0.0406127282	0.0909960693	0.0430371084	-0.0571767855	-0.0441605799	-0.0344790587	0.0671032184	0.0878533748	0.000967267	0.1654836242	0.2098425005	-0.1271209285	-0.0840237317	-0.0318750028	-0.1683163168	0.1691883136	0.0721443053	0.0632551982	-0.1360564422	-0.1072041797	-0.115985303	0.0644069705	0.0309018663	0.1349206321	0.0098586383	-0.0888676454	0.1131868908	0.0204931389	0.0041701479	0.0754722517	-0.0720089276	-0.0111898317	-0.01197405	0.0195744144	-0.036021221	0.0788937798	-0.0705089898	-0.058134158	-0.0133771781	0.0239609248	0.0029599967	-0.0506092959	-0.0217296765	0.0821967799	-0.1694378183	-0.0228096241	0.1587841422	-0.1285991102	-0.2336402967	0.0481648663	-0.0698078831	0.2391276658	0.0178455404	0.1730032419	-0.1633277839	0.059701954	0.0198426279	-0.0437878023	0.0539740165	0.0404676455	0.0865001664	0.0579540742	0.0585385083	0.0319274494	0.1061523961	-0.1053733094	0.0953026891	0.0039657554	0.0593973269	0.1143668246	0.0441269345	0.1146527451	0.1144874327	0.1142120884	0.0085676947695105	-0.0066035844675838	4.3607327820514025e-05	7.340539366349757e-05	-0.0961529426673593	0.002755422224709	7.592351636420343e-06	0.0092453883835924	-0.0662207614056313	-0.0415765243695388	0.0017286073786508	0.0043851892411415	0.0036451121883248	0.0002039459144469	4.159393601962304e-08	1.3286842865474013e-05	-0.0029433734802257	0.0002571703288314	8.663447444095948e-06	6.613657803130182e-08	-0.0012941431211353	0.0001748575616239	1.6748064179818155e-06	3.0575166857055995e-08	0.0
1097.4422876753758	0.0616920108839167	1204379.5747781624	0.0038059042069013	1124.8052721713452	-9.173356433624804	1265186.900304454	84.15046825832557	1045.376616386518	-3.477248309409788	12.091255805293228	1092812.2700877253	1051.723280576902	893.5384825982741	0.996485	30.407566	0.1348910854713736	0.0725783761975518	0.1029504404	0.0364264134	0.0561142837	0.0210790266	0.0264403748	0.1332242981	0.0844447586	0.1259001663	-0.0498438601	0.0624011929	-0.0064724091	-0.0032120581	0.2293024358	-0.0422905672	-0.0022629999	0.1359108418	-0.0700952709	0.0288237788	-0.1449011501	-0.0912166711	0.1126697961	-0.0099202004	-0.1274589453	-0.0908127239	0.0926573027	0.0320386489	-0.1832945816	-0.0703388728	0.029260457	0.0118464317	-0.0593512437	0.0992674386	-0.0043145353	-0.0643428158	0.0057814984	0.0012205683	0.0261754602	0.0929913036	-0.0627226133	-0.2076360082	0.0090772825	-0.0074419498	0.0336583142	-0.0739944853	-0.1264950828	-0.0535275011	-0.0608658661	-0.0864588555	-0.1062944587	-0.0143034165	0.0569938794	0.1307478095	0.1936660664	-0.0700173843	-0.1301069788	-0.0012856902	0.0010500701	-0.0765563109	0.0056293405	-0.1147399024	0.0327200973	0.0104793546	-0.0038690143	-0.1436897049	0.1176641346	0.0599323844	-0.0570425488	0.0800377359	0.219276501	0.0490797251	0.0559798579	0.0020433794	-0.005716934	0.1019461001	-0.1065767293	0.0531809012	-0.1220100172	0.057326721	0.0215340075	0.0520527376	0.0321112515	0.1453181641	-0.1011888689	0.0842093722	-0.0126016266	0.009228708	0.0259994324	-0.012411566	0.0272384088	-0.0926790996	-0.2167939291	0.0526433208	0.0333270284	0.1701599346	-0.0092246391	0.1664508523	-0.0518530101	0.0518830788	0.0144824689	-0.0921644777	0.009134022	0.0303121524	0.1016153382	-0.0817939508	-0.0712856204	0.0776183348	-0.0667892342	0.0489279066	0.0203921565	0.0708326254	-0.0046163313	-0.0367225035	-0.0185171088	0.1145547726	0.1140958982	0.1133324686	-0.0160776815658323	-0.0246453763353428	0.0006073945747106	0.0002584918445323	-0.0932157988950308	0.0029371437723284	8.626813539328067e-06	0.0086891851636388	-0.0800781819945086	-0.0138574205888773	0.000192028105377	0.0064125152315456	0.0030319361429738	-0.0006131760453509	3.7598486259229146e-07	9.192636775070843e-06	-0.001768345039957	0.0011750284402686	3.127044180340524e-06	1.3806918354402931e-06	-0.0012133247112585	8.08184098767999e-05	1.4721568549505224e-06	6.531615375014427e-09	0.0
1097.676343828843	0.234056153467236	1204893.3558014566	0.0547822829758783	1125.0955529070916	0.2902807357463643	1265840.003171314	0.0842629055454506	1049.7544984164304	4.377882029912371	19.16585106782966	1101984.5069455311	1049.9350643930406	903.4865905050432	0.961504	29.340122	0.1095840259802797	0.0550213691746216	0.041758448	0.1081789383	-0.0177525894	0.0609423307	0.0351316694	0.1166939591	0.138495151	0.0248635282	-0.0209483054	-0.0100256753	0.0090598678	0.0448656078	0.0127042843	-0.0159422894	0.0351751676	0.1773825982	0.075336522	0.0271128576	-0.2086995826	0.1880370572	-0.0910708976	-0.0907605263	0.029155526	-0.0187227121	0.0906491445	0.114194129	-0.0175679979	-0.0728988085	0.0307532963	-0.0579835784	-0.1407875881	0.0677702314	0.0992020958	-0.2579655752	-0.0106514555	0.0301270243	0.0751488191	-0.0297349187	0.1252694784	-0.0040072181	0.2193810096	0.0176471182	-0.0098358896	0.0297220174	0.0352578232	-0.0958627195	0.054367563	-0.0603426469	0.0328499945	0.0356724603	0.0508323753	-0.0407271787	0.085621885	0.05276938	-0.0252150666	0.023935152	-0.0975311816	0.0943751655	-0.0687540916	-0.1183514836	-0.0152955501	-0.1931985536	-0.1276007372	-0.0845726472	-0.0259048766	0.1923841411	-0.081954069	-0.0217751879	0.094568456	-0.0301875286	-0.1033889773	-0.1156339592	-0.0225899525	-0.0191305423	-0.0641430201	0.0514996121	-0.0936787004	0.0132381928	0.0814007451	0.0102889062	-0.1419350183	0.0489829994	0.1051349275	-0.0836244269	-0.0050624628	-0.0937937	-0.021569177	-0.0809477391	0.0291265295	-0.0975032142	-0.1964929874	0.0286351473	0.0769861363	0.1295608821	-0.0452061156	0.1348264098	-0.0559263651	-0.0196947694	-0.0632756108	-0.0504823579	-0.0258535925	-0.0193479574	0.003921614	-0.1227250773	-0.1087249496	0.1545501068	0.0247110095	0.0902995822	-0.0063817384	0.1140034195	0.0096742745	-0.0883929933	0.0720595196	0.1144078661	0.1135094328	0.1120172664	-0.0160385195827359	3.916198309640226e-05	1.5336609200428962e-09	0.0002572341104058	-0.0702027374138083	0.0230130614812225	0.0005296009987385	0.0049284243403921	-0.0735035246978128	0.0065746572966958	4.322611856899538e-05	0.0054027681430019	0.0038126344491147	0.0007806983061408	6.094898452112701e-07	1.4536181442576153e-05	-0.0012012935074168	0.0005670515325402	1.4431060909617573e-06	3.215474405561897e-07	-0.0014647177769627	-0.0002513930657042	2.145398166150554e-06	6.319847348415624e-08	0.0
1101.9301913168088	4.253847487965686	1214250.1465354988	18.09521845087198	1137.0432032808344	11.947650373742816	1292867.246127141	142.7463494531969	1049.8065453098243	0.0520468933939355	0.0027088791119596	1102093.7825753482	1049.087438470478	908.5549909145004	0.965622	29.465797	0.1062842512796567	0.0850227456755063	-0.0083389802	0.0979004633	-0.0362238282	0.0294873828	-0.0092673946	0.1939144596	0.0837997874	-0.0426143226	0.0140616046	-0.071716763	0.0672970452	0.0822640803	-0.1750187115	-0.1041576195	-0.020720406	0.0585227208	0.0523450891	-0.0308969578	-0.1050362143	0.0262753333	0.0684640119	-0.0095516084	-0.0802908163	-0.0544277135	0.1411456175	-0.067468539	-0.0292325365	-0.132036427	0.0782321186	-0.1304072184	-0.0086411891	-0.0014725166	-0.0268713658	6.78595e-05	-0.0213287526	0.0166355462	0.0633373918	-0.0482214553	0.0667506745	0.1591807101	0.0495267709	-0.0274996446	0.1242708316	-0.0649819012	0.0143603427	-0.0043338943	0.0145529533	0.0368193513	-0.0402296045	-0.1703373209	0.0316531968	-0.1525865954	0.0117106116	0.0882318836	0.0364290326	-0.0185288311	-0.0173165122	-0.029702314	-0.0630755096	-0.0614907294	-0.1069800263	-0.216357353	-0.0464424898	-0.1166416112	0.0089825017	0.0222731879	0.0428471392	-0.0169028447	0.0569933647	0.0391518236	0.0255326707	0.0206278428	0.0114034825	-0.0022251871	0.0164295262	-0.0789935511	-0.0721447823	0.0884315582	-0.0236361968	0.0620633819	-0.0104079243	-0.0401045691	0.1410599065	0.0165174478	0.1097952617	0.0565824424	-0.0845008312	0.0480015671	-0.0033258261	-0.0646014369	-0.1490374685	-0.0132832593	0.0755912362	0.0894417014	-0.0691325609	0.0903952291	0.028734937	-0.0049990284	-0.0158031313	-0.0322747578	-0.0984061003	-0.0259140516	-0.0549700221	-0.0904267967	0.0025180801	0.1790021513	-0.0534627562	0.088142239	-0.0747919589	-0.0769212116	0.0056811369	-0.0575534374	-0.0272805758	0.1142120884	0.1127290384	0.1102715368	-0.0160711006023746	-3.2581019638700665e-05	1.0615228406973984e-09	0.0002582802745716	-0.0710274622007602	-0.0008247247869519	6.801709742128656e-07	0.0050449003866804	-0.0603776247452216	0.0131258999525911	0.0001722892495654	0.0036454575698747	0.0022069829971439	-0.0016056514519707	2.5781165852159378e-06	4.870773949682273e-06	-0.0011993816657542	1.911841662599915e-06	1.4385163801473196e-06	3.6551385428528066e-12	-0.0017031753937388	-0.000238457616776	2.9008064218373163e-06	5.6862034998537324e-08	0.0
1102.406447370553	0.4762560537442368	1215299.975204164	0.2268198287280334	1127.6242723018563	-9.418930978978096	1271536.499484291	88.71626078675328	1051.1477259805758	1.3411806707515552	1.7987655915975915	1104911.5418341358	1046.4893988018096	908.904873144084	0.973925	29.719158	0.0053037984470535	0.0043046964264626	-0.0657584036	0.0714720101	0.0282349245	-0.0274455417	-0.0831924541	0.1428606627	0.034266376	-0.1068094785	0.1233422493	0.0372790188	0.0319591889	0.0180887781	-0.0615953956	0.0441774343	0.0321572229	-0.0676457505	-0.0183626523	0.0869469748	-0.0188167782	0.0526411401	-0.0212751788	0.0862990179	0.1338934113	-0.0182063467	-0.1099552321	0.0126513638	0.0176516401	-0.0059432839	0.0622484353	0.1047864832	-0.0284240226	0.0104079057	0.1498772022	0.0100897979	0.0141105883	0.077841245	0.0362935664	0.020499504	0.1209489242	-0.1126446703	-0.0451848014	0.0180345222	-0.0743259308	0.0151631796	-0.0417756518	-0.0062136602	0.009372501	-0.0318078604	0.0708628808	-0.0766870631	-0.0117036735	-0.0865970875	-0.016825775	0.1249134343	0.0805823506	0.0458699645	-0.0758174131	0.0360802338	0.1420845652	-0.0067188025	-0.0024042509	-0.0015327862	-0.1055856526	0.001429971	0.001008702	-0.0629044297	-0.0053653874	-0.0100151876	-0.0288087651	-0.0012288299	-0.0309681063	-0.0646027738	-0.0344455898	0.1586927278	0.0902270074	-0.0582501144	0.1216403728	0.0892849273	0.0011497948	0.1192990113	-0.0130713289	0.0243017575	0.08528135	0.150647124	-0.1873641816	0.0863187406	0.0891982986	0.0539289201	0.0225760699	-0.0459838897	-0.1208659542	-0.0033110814	0.0653055909	0.0499877017	-0.1293353482	0.0233972153	0.0438106622	-0.0494332161	0.0012700468	-0.0741574788	-0.1281196941	0.0772261089	-0.0138907439	0.0295890089	0.1250891009	0.125031864	-0.05299017	0.0599171831	-0.0203358349	-0.0734471523	-0.0317271988	-0.0901370858	-0.0312091528	0.1139675232	0.1117560484	0.1081019891	-0.0160743850443765	-3.28444200189959e-06	1.0787559263842188e-11	0.0002583858545548	-0.0710241437411838	3.3184595763929847e-06	1.1012173960154308e-11	0.0050444289941683	-0.0646731178089368	-0.0042954930637151	1.8451260660425373e-05	0.0041826121671286	0.0021869829735705	-2.000002357340023e-05	4.0000094293656486e-10	4.782894526687266e-06	-0.0011993646399448	1.702580940013236e-08	1.4384755395499196e-06	2.8987818572963547e-16	-0.0017031923939912	-1.7000252400039762e-08	2.900864330949475e-06	2.8900858166505763e-16	0.0
1099.609043369849	-2.7974040007040912	1209140.0482607542	7.825469143155256	1126.185080800158	-1.4391915016983603	1268292.8362168584	2.0712721785607813	1053.0556452502942	1.907919269718377	3.6401559397627055	1108926.1919935136	1051.7002310589469	897.0516330960323	0.979983	29.904007	0.0948034597565176	0.04620139379594	-0.109157686	0.0259045554	0.1214761121	-0.0667632945	0.0115828116	0.031954554	-0.0404154914	-0.1161177197	0.0457434921	0.01973431	-0.0529474567	0.0626752041	0.1316985656	-0.0156108473	-0.0312343849	-0.1413230298	0.0546665736	0.075514337	0.0108098908	-0.0762632505	0.0337928204	0.1130213704	0.0741735279	-0.1599207529	0.0219226004	-0.0756977321	0.1037351088	-0.0159109417	-0.0608512839	-0.0424163679	0.0667630665	0.1107377812	0.1035074537	-0.1568379733	-0.0467808671	0.0545320237	-0.1136401857	-0.026400034	-0.043555524	0.056024964	0.0333249997	-0.0619188658	0.0069209333	0.0435905934	0.0971600203	0.0840900744	0.0468949451	-0.0700098854	0.0334357784	0.0400931179	-0.0056740383	0.1620687401	-0.0741081955	0.0586854731	-0.0772377584	0.0534081214	0.0462562101	-0.0070730545	0.0750231248	-0.0145310168	0.1324450687	0.0066926662	-0.095316225	0.0086273647	0.063871012	0.0104289867	0.1285514807	0.062524169	0.0198073516	-0.0382633912	-0.0683138528	0.0628513155	-0.0379245363	0.0405714129	0.0406174195	0.0453821267	0.0991153645	0.1341570816	-0.0461249943	-0.0735656952	-0.0075979865	-0.0859100339	0.0648562112	-0.1322914064	0.1825526085	-0.0830176929	0.0889778073	-0.1294731423	0.0094675262	-0.0412928425	-0.0661943063	-0.0527475878	0.0287856339	0.0218974819	-0.1006374783	-0.0753543003	-0.04406404	-0.0720619249	0.0244885889	-0.0082759879	-0.0192017463	0.1181866388	0.0618513434	0.1238934205	0.0665792738	-0.0015760059	-0.053501968	0.0299687527	0.0053197637	0.0478708648	0.0447265589	-0.0261516168	0.1180250853	0.1136742748	0.110592125	0.105516962	-0.02712114475041	-0.0110467597060335	0.0001220309000028	0.0007355564925726	-0.0496253679482663	0.0213987757929175	0.0004579076054355	0.0024626771440008	-0.0527539143754651	0.0119192034334716	0.0001420674104884	0.0027829754819339	0.0017353097457468	-0.0004516732278236	2.040087047326799e-07	3.0112999136838235e-06	-0.0011974927702014	1.8718697433999908e-06	1.4339889346846229e-06	3.503896336256348e-12	-0.0011479630750764	0.0005552293189147	1.3178192217388646e-06	3.0827959658259257e-07	0.0
1098.7296346495173	-0.8794087203316394	1207206.8100570615	0.7733596973953316	1117.3136843742209	-8.871396425937064	1248389.869289896	78.70167454612891	1049.8746197844205	-3.181025465873745	10.118923014537277	1102236.7172674814	1048.640168662383	888.9731821193546	0.945585	28.854362	0.1246871976123281	0.0708788664940106	-0.1117369627	-0.0237678042	0.0651711275	-0.0019622891	0.0974367849	-0.000867712	-0.0638347362	-0.0061150019	-0.1104398528	-0.0096111091	0.0428173941	0.0861806866	0.0749357212	0.0023259113	0.0001280476	-0.1565754222	0.0932039141	-0.0572130364	-0.0468473474	-0.0657821504	-0.0946228529	-0.0297703119	0.0376207281	-0.1367546117	-0.0155457189	-0.139060877	0.0464205546	1.01085e-05	0.0954405583	-0.012633949	-0.0427108144	0.1203001041	-0.1505626585	0.1813944286	-0.0191285687	0.0602160895	-0.0285132537	0.0356736963	-0.0268475126	-0.0485222388	-0.0053159343	0.1658740871	-0.0605639286	-0.0567090709	-0.0204700208	-0.0970044989	-0.0359593674	-0.0605163156	0.003161733	-0.0839424704	-0.0900587681	-0.1059087277	-0.046172892	-0.0542391958	-0.1087805317	0.0330092118	-0.0148242688	-0.0011553829	0.0079943244	-0.0039649919	0.044942526	0.0621575928	-0.0636026328	0.1076602462	-0.0605134399	-0.0907372345	0.3188743737	-0.013651928	0.0659162963	0.0141503921	0.0611237423	0.0504489725	0.0788847406	0.1043339394	-0.0678104877	0.0039700662	-0.0121600193	-0.1269392629	-0.156152927	0.092815974	0.0705040655	0.0750216948	0.0132695709	-0.0114341319	0.0283747151	-0.1015376591	-0.0715712683	-0.0899609605	0.139699615	-0.0096821547	-0.0376829551	-0.0499953807	-0.033047321	-0.0041130045	-0.0906953922	-0.0602726387	-0.0113439405	-0.0449142709	0.0862197917	0.0191458858	0.0511145627	0.0761406562	0.0263041517	-0.0159749667	-0.0684254114	-0.0613364967	-0.0630529647	0.024387322	-0.079375855	-0.0195787354	0.0578469766	-0.0682802701	-0.0096582079	0.1133324686	0.1092392569	0.1025263906	-0.0031228812292738	0.0239982635211362	0.0005759166520298	9.75238717215064e-06	-0.0529068358514877	-0.0032814679032213	1.076803159987223e-05	0.0027991332798162	-0.0384869047711546	0.0142670096043105	0.0002035475630494	0.0014812418388639	0.0006401519802653	-0.0010951577654815	1.1993705312944323e-06	4.09794557837585e-07	-0.0011961868500807	1.3059201206999571e-06	1.430862980305987e-06	1.7054273616489913e-12	-0.0005816176290054	0.000566345446071	3.382790663698632e-07	3.2074716428536e-07	0.0
1098.6115258607992	-0.1181087887180183	1206947.2847541936	0.0139496859724374	1122.2019458851917	4.8882615109707785	1259337.2073485106	23.89510059963832	1048.7190758692077	-1.1555439152127749	1.335281739985268	1099811.700091965	1048.348832079926	893.9862639059899	0.97728	29.821524	0.0579744046001398	0.030925172353268	-0.0668409187	-0.0838708363	-0.086704865	0.0551901279	0.1068666097	-0.0263194389	-0.0695181348	0.0582047226	-0.1480938829	0.0592232859	0.0123556349	0.0352147751	-0.005565845	-0.0152173273	0.018181905	-0.1058676272	0.0640835502	-0.0313436853	-0.0186075123	0.0548274612	0.0729680696	-0.0217334304	-0.0491191707	0.0173405483	-0.0905296261	0.0289706613	0.0578972593	0.0728067134	0.0791503748	-0.0343249339	0.1153483181	0.033125626	0.0944040829	0.0030885208	0.0102781385	-0.0821557571	-0.1912182355	0.026582204	-0.0464891791	-0.0907070499	0.0733361717	0.0050238267	0.0017678573	-0.154815571	-0.0385621506	-0.043200191	0.0396200388	0.0148728444	0.0998800282	0.0141491324	0.0978733312	0.1136440938	0.0282945555	-0.1013050791	-0.0591152824	0.0428872157	-0.0085798287	-0.1343365109	-0.0172366325	-0.0064954823	0.0194357949	0.0585094779	-0.0915545737	0.0089180833	-0.0325760198	0.0467706191	0.0777815317	-0.1287633028	-0.0599582722	0.1071187156	-0.0860730548	-0.0647583039	-0.056689226	0.1201224461	0.0141807405	-0.0334472545	0.0601915176	0.0617034651	0.0461628024	0.0284172922	-0.0118824336	-0.0724309858	-0.0809493195	0.1033814114	-0.1663777522	-0.0361849306	-0.0816598496	-0.0738828836	0.0108613748	0.00017577	-0.0129228348	-0.0101051347	-0.1032443845	-0.0034396323	-0.0657305064	-0.0223648833	0.0178104392	-0.0167430771	0.0836716343	-0.0160659888	0.0663145146	0.0088111048	-0.0204149236	-0.070291912	0.0244309227	-0.0915562876	-0.0910159623	-0.0623585707	-0.0869771491	-0.1554500677	-0.0106771489	0.061876223	-0.0936286867	0.1129422506	0.1076997553	0.099141769	0.0100028345263893	0.0131257157556631	0.0001722844140984	0.0001000566985623	-0.0354784844736286	0.0174283513778591	0.0003037474317501	0.0012587228605455	-0.0459144142826772	-0.0074275095115226	5.516789754375871e-05	0.0021081334389213	0.0010391533835226	0.0003990014032573	1.5920211980129466e-07	1.079839754486468e-06	-0.0011963031051134	-1.162550327001282e-07	1.4311411193039628e-06	1.3515232628107875e-14	-0.0005808787281935	7.38900811900027e-07	3.3742009686769805e-07	5.459744098265191e-13	0.0
1096.649897612442	-1.9616282483573289	1202640.9979333794	3.8479853847534415	1143.412174533276	21.21022864808424	1307391.4008709146	449.8737993040134	1047.5571809533524	-1.1618949158553278	1.3499997954904592	1097376.0473669346	1048.2150394047533	890.2055105617917	1.019956	31.123772	0.1222709405470733	0.0553736334780544	0.0428793336	-0.0977007083	-0.0547475381	0.0317865203	-0.1221482035	-0.0640500864	-0.0705877263	0.0882184467	-0.0755482104	-0.0117219953	-0.1175836107	-0.0276954753	-0.1062302674	-0.0230289046	-0.0136585379	0.0143355974	-0.0270636072	-0.0049094989	-0.0242031376	0.1164100004	0.046965455	-0.0205490259	0.0311819674	-0.0990428891	-0.006783228	-0.0198069324	0.0039300115	0.0310963226	-0.1301883625	0.0915756215	-0.0739873712	-0.0018551556	-0.1791741688	0.0610580917	0.0616361557	0.0098794079	-0.0468564286	0.0995561481	-0.0486168211	0.0016900331	-0.1188754762	-0.1124326185	-0.0842613668	-0.1258814032	-0.015614326	0.0617726486	-0.1412266987	0.1068943012	0.0553378525	-0.0521023324	0.0194302941	0.0747990251	0.0535052872	-0.0973424297	0.074567341	0.1167184589	-0.0315596745	-0.0003670484	-0.01900588	0.0794333733	-0.0009967298	0.0127512818	-0.0320869684	0.011341658	-0.0466413191	-0.0086395782	-0.0238735154	-0.0276169377	-0.0029209098	0.0713859819	0.0882552279	0.0376559008	0.1214630004	0.0093595558	0.0292181573	0.1375846016	-0.0001746362	-0.1773322384	0.0549946229	-0.091713629	0.0271566303	0.0472787312	-0.1282767923	-0.0060538269	-0.0421186808	0.1140750045	0.096214492	0.0904268826	-0.0334379535	-0.012174778	0.0077543614	0.0829470465	-0.1018714471	-0.0103858075	0.0014261272	0.0238327553	0.0321829346	-0.0019969683	-0.032118466	-0.0460728016	0.0761111407	-0.0591690955	-0.0114270765	0.1069644948	0.0708243445	-0.1340203114	-0.0888966946	-0.0283075435	0.0831221128	-0.1113673007	-0.134090349	0.0620555622	-0.0624929983	0.1125037874	0.1059762505	0.0953761056	-0.0129777075853638	-0.0229805421117531	0.00052810531575	0.0001684208941712	-0.0109288736352937	0.0245496108383349	0.0006026833923136	0.0001194402789362	-0.0307229212693869	0.0151914930132903	0.0002307814599728	0.0009438978913249	0.0017178014510914	0.0006786480675688	4.605631996148665e-07	2.95084182537172e-06	-0.0006839996609029	0.0005123034442105	4.678555361152822e-07	2.6245481894994097e-07	-0.0005809131080881	-3.4379894599929045e-08	3.374600391485765e-07	1.18197715270223e-15	0.0
