global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
1027.790315543816	n/a	n/a	1056352.9327256568	1126.9034505990835	n/a	n/a	1269911.386972121	969.6177614901928	n/a	n/a	940158.6033972524	1003.3292058398782	777.7315727670805	n/a	n/a	n/a	n/a	-0.0120336552	-0.0222792554	0.0439171786	-0.0893531277	-0.1446055468	0.0165054578	-0.0970184947	0.2172308936	-0.0718263354	0.0979272664	-0.0947037924	0.1067405388	-0.0649954836	0.0180147027	-0.1700784422	0.2316174227	-0.064579374	0.1078477706	-0.0490603617	0.0412548446	-0.0932935689	0.128063336	0.0058835098	0.0309783381	0.0658956529	-0.0778227611	0.0691849752	0.0858369293	0.01808587	0.0398703086	-0.0937174403	0.01824737	-0.0536161412	0.0932545168	-0.0012604441	0.204055063	-0.1614973945	0.009986924	-0.2111019119	0.0935356051	-0.1385003895	0.0827011969	-0.1301937441	0.079274304	-0.0358506844	0.078144272	-0.0138092703	0.1795653483	-0.0049982248	0.0557624233	-0.0933269965	0.0495512991	-0.0274977443	0.0208240135	-0.0559270518	0.1886478927	-0.0637061919	0.1010570133	-0.1318505169	0.1948868493	0.162503465	-0.1357815032	0.1425203358	-0.210752898	0.3720530841	-0.0368003728	0.0442691402	-0.0352376549	0.0404714925	-0.2917923766	0.1276353994	-0.0215392888	-0.0561875233	0.0559351244	-0.1832712122	0.0697195272	0.1147017419	0.1146833673	0.1146527451	0.1421422465147515	n/a	n/a	0.0202044182442603	-0.0584889169734452	n/a	n/a	0.0034209534087265	0.0738955512564913	n/a	0.0054605524955007	n/a	-0.0027026415779102	n/a	7.304271498648937e-06	n/a	0.0014683692388408	n/a	2.15610822157391e-06	n/a	-0.0032280292573409	n/a	n/a	1.0420172886248844e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1026.2720629286807	-1.518252615135225	2.305091003364949	1053234.34714789	1129.3113756681744	2.4079250690908798	5.798103138356316	1275344.1832135443	974.2227452054937	4.604983715300818	21.20587501818573	949109.9572757282	1001.7605178886926	795.2157523940217	1.605719	58.905537	0.6122797787363423	0.3019041939156734	-0.0876220862	-0.0039466378	-0.0058482022	0.1278213615	0.0060810642	0.0900179187	0.0290788759	-0.2515612263	0.1760152291	-0.1581946473	0.0738710341	0.1613802573	-0.1740478819	0.1269536546	0.0911183827	0.1368254482	0.213617685	-0.0881560792	0.1102218016	-0.1104899621	-0.1642947997	0.2246045506	-0.0252067731	0.093717944	0.0115413225	0.0341911936	-0.0121099209	0.1628518944	-0.1858847559	0.0067876939	0.001999022	-0.047530826	-0.2037794141	-0.0794543598	-0.1212217718	0.0168129283	-0.0062843562	-0.0198364473	0.1934188136	-0.111906025	0.0710274705	-0.0402333675	-0.1062758449	0.0758648862	0.043137805	0.2557053167	-0.2128902432	-0.0248275571	0.0899424014	0.1039710176	-0.2169700039	0.0720939012	-0.084665667	-0.0437385583	-0.0247562875	-0.0875237223	0.1063391968	0.0014979523	-0.0096319609	-0.1157242535	0.1860398781	0.0773906768	0.2362293919	-0.3301589858	0.1077505923	-0.0165596598	0.2734579335	-0.1242986957	0.1552547824	0.0230945655	0.2095910769	0.1472735083	0.0818395004	0.156716852	0.1339393077	0.1329003354	0.1146527451	0.1144874327	0.1142120884	0.1154611034438914	-0.02668114307086	0.0007118833955677	0.0133312664084809	-0.0883681683680919	-0.0298792513946467	0.0008927696639044	0.0078089331807314	0.2947996808757267	0.2209041296192354	0.0869068518444303	0.0487986344828319	0.0013677851685075	0.0040704267464177	1.8708362671890905e-06	1.6568373897952585e-05	0.00283116077577	0.0013627915369292	8.015471338258588e-06	1.8572007731258512e-06	-0.0019649424476558	0.0012630868096851	1.5953882888004848e-06	3.860998822599566e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1025.9408882087946	-0.3311747198861212	0.1096766950916508	1052554.7060986503	1129.5858148119228	0.2744391437483955	0.0753168436213524	1275964.1130243156	967.1530527967088	-7.069692408784817	49.98055075482967	935385.0275339936	1009.4715936343998	796.8944967422556	1.565676	57.436592	0.9004880106490467	0.4297107533260998	-0.0517263753	-0.0035146752	0.0305791841	-0.0808602397	0.0744957786	0.0276978776	0.0597937822	-0.3633627534	0.185070107	-0.2093179789	0.053305824	-0.170683153	0.0422071945	0.0151500858	0.0970830146	-0.134198542	0.0648742875	-0.123386954	-0.000220947	0.0018203184	0.0792185952	0.061755633	-0.127101918	-0.0276024581	0.0343950636	-0.1009894441	-0.0809412838	0.1075138043	-0.0886100781	-0.1717018372	-0.0257696386	-0.123235467	-0.12069996	-0.0758507913	-0.0308990906	-0.2219059018	0.159520976	0.032241787	0.3057572695	-0.2218241262	0.2158548035	0.0953941541	-0.0155891886	-0.0788015878	-0.0913631463	0.0472886536	-0.0826067237	-0.0441983268	0.0825236799	-0.1169224366	0.0379894324	0.0961318865	-0.063805855	0.0237881274	-0.0082378876	0.1086697015	0.0024816932	0.0676908295	0.3596594577	-0.1973176257	0.0879560019	0.0912898433	0.1083448932	-0.2318140434	-0.1851039196	0.2078816069	-0.0607325852	-0.0809731607	0.0298829948	0.3533921907	-0.1182253097	0.0443140767	-0.0059110068	0.0175765638	-0.1636705667	-0.0967100414	0.1145547726	0.1140958982	0.1133324686	-0.0864842415854667	-0.2019453450293581	0.0407819223790264	0.0074795240426133	-0.1566454197312481	-0.0682772513631562	0.0046617830537076	0.0245377875227788	0.0813963133861293	-0.2134033674895974	0.0066253598328529	0.0455409972559001	0.0042738521565893	0.0029060669880818	1.8265812256383016e-05	8.445225339218825e-06	0.0070102344848159	0.0041790737090459	4.914338753210205e-05	1.7464657065638658e-05	-0.0032170426858668	-0.0012521002382109	1.5677550065280426e-06	1.0349363642689073e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1026.155340713598	0.2144525048033756	0.0459898768164418	1052994.7832750403	1113.6389635217336	-15.946851290189215	254.30206607140943	1240191.741073761	966.9429782299284	-0.2100745667804631	0.0441313236079992	934978.7231481638	995.0422009579283	793.6072076729052	1.694107	62.148048	0.943656036751995	0.4978835060069938	-0.1044620026	-0.056272263	-0.0244423941	0.0473571078	-0.1869545301	0.0810733692	0.0335077676	0.0940724816	-0.0009875469	-0.0254744829	-0.055850134	0.1725720743	0.098988045	-0.0604477641	-0.0086362167	0.0216091587	-0.0543140947	-0.038697241	0.006456531	0.014782209	0.0137633013	-0.0257378765	-0.0302560194	-0.0963732369	-0.0933306147	0.0498586712	0.0781653617	0.2320188427	0.0139099749	-0.0878290862	0.0156042538	-0.0351068362	0.0584176279	-0.0380862349	-0.1460029246	0.1238737445	-0.0528796917	-0.0394360382	-0.0870062621	0.0376076635	0.0156496118	-0.0605768436	0.0507860205	-0.0063234785	-0.0076409483	-0.0524314794	0.0784213591	0.1180547896	0.0377114027	0.1275819372	0.0470462081	-0.0070433189	-0.1048252606	-0.0550609754	-0.0393494381	-0.0198685296	0.1007590411	-0.1085468323	0.1130222867	0.1880201769	0.0901070797	-0.1864407558	-0.0814464822	-0.2447578354	0.0043056744	-0.0170112542	-0.0268771048	-0.1307330937	-0.0770681499	-0.0834943796	-0.4449623344	-0.0568051668	-0.0566041553	-0.1225079972	0.0222166039	-0.2646296693	0.1144078661	0.1135094328	0.1120172664	-0.1467530772782339	-0.0602688356927671	0.0036323325557617	0.0215364656906312	-0.2739838933467098	-0.1173384736154617	0.0137683173904064	0.0750671738134212	0.3669218313213704	0.2855255179352411	0.1346316303002282	0.0815248213921877	-0.0021447986807504	-0.0064186508373397	4.600161380948656e-06	4.119907857168164e-05	0.0044872574413254	-0.0025229770434904	2.0135479344730175e-05	6.365413161980062e-06	-0.0025482063765265	0.0006688363093402	4.473420086919533e-07	6.4933557373703146e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1023.210709539299	-2.9446311742989337	8.670852752653117	1046960.1561159156	1119.342737854251	5.703774332517469	32.5330416362851	1252928.1647870506	969.8234460708944	2.880467840966048	8.297094982839607	940557.5165488252	997.3347998305682	791.9200222976951	1.20431	44.179924	0.4636740251544431	0.2212830945836024	-0.0553298999	-0.0212065474	-0.0080282346	-0.0329463111	-0.0779803971	-0.1181627001	0.1227269006	-0.0322387493	-0.0087491202	-0.0625808361	0.0687090744	0.1112320891	-0.0575164244	-0.0427579011	-0.0347394836	-0.0715069388	-0.0321476961	0.000716997	-0.0098768349	-0.0481948207	-0.0516298452	0.004904432	-0.1388318957	-0.0637660203	-0.0161367105	0.1524833088	-0.0441676306	-0.0371328457	0.0887132904	-0.0804807638	0.0154762958	0.1450048682	0.0859412013	0.0232236542	-0.0888369458	0.0137906381	0.0702439133	-0.0533355803	-0.0630664126	-0.0376806292	0.0494878849	-0.1381158372	-0.0233651811	0.032502046	0.0155820006	0.1448880691	0.0429149998	-0.0161428109	-0.0508387676	0.0320883624	0.0700078158	0.0174021409	-0.0622721469	-0.0618111399	-0.0336850121	0.0024855843	0.1008467268	-0.0578965413	0.0578685022	0.0149186592	0.0147647617	0.0249229304	0.010003219	-0.129729437	-0.0663548508	0.0302105558	0.0423540105	0.0069444285	-0.0480305169	-0.1019704337	-0.2027903043	-0.0982730436	0.0205621317	0.0110482008	0.0078407584	-0.0548682605	0.1142120884	0.1127290384	0.1102715368	-0.0758256177055898	0.070927459572644	0.005030704521429	0.0057495243004342	-0.1112215236135085	0.1627623697332013	0.0264915890011673	0.0123702273149102	0.2753589632293227	-0.0915628680920477	0.0758225586307274	0.0083837588132417	-0.0008919450380697	0.0012528536426806	7.955659509371585e-07	1.5696422499782987e-06	0.0034669260276778	-0.0010203314136476	1.201957608138977e-05	1.0410761936761104e-06	-0.0020529648777238	0.0004952414988027	2.452641421363448e-07	4.214664789167496e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1025.143805672514	1.9330961332149168	3.736860660250465	1050919.822308725	1127.4679461645212	8.125208310270182	66.01901008528363	1271183.9696284437	967.2767269053356	-2.546719165558784	6.485778508224429	935624.2664126992	997.2080841603632	776.2069754262747	1.168811	42.877655	0.3883507579757094	0.2046618661490034	-0.1158178899	-0.0721438249	0.0724835064	0.0542741528	-0.1395040508	-0.0479922388	-0.0671561459	0.0690647534	0.1293694836	0.0307598793	0.0146629894	0.1084449691	0.1035187619	-0.0315313554	-0.0067191829	-0.1129302043	0.1520480515	-0.1287615807	0.0251833711	0.0390682466	-0.0166407067	-0.0023434853	0.1219486527	0.0781602372	-0.1405571627	-0.0285838747	-0.0440691658	0.0572549683	-0.0741268593	-0.0511775632	0.0962134494	0.0708756074	0.0556189026	0.0954557063	-0.1564848877	0.1211044086	0.0858978471	-0.0385592114	0.0248639961	0.0809859702	0.0078890281	-0.0305643568	0.0616147873	-0.0113464528	0.0079818106	-0.0619792485	0.0590896041	-0.1158597482	0.1955543526	0.1027300183	0.0662299878	0.1050254078	-0.0873023484	-0.091309496	-0.0182345112	0.044242298	-0.016500236	-0.027331862	0.0278437326	0.1199263802	0.0002404209	-0.0273502528	-0.0677971056	-0.0813864725	0.091968094	0.0274367009	-0.2423100593	0.0135427435	-0.075535079	-0.1535706993	0.056615006	0.0734324348	0.00050492	-0.025330982	-0.0234495465	0.0429206776	0.1139675232	0.1117560484	0.1081019891	0.0028949603952526	0.0787205781008424	0.0061969294165308	8.38079569008109e-06	-0.0364145888467106	0.0748069347667979	0.0055960774892039	0.0013260222808749	0.3613969883768817	0.086038025147559	0.13060778320788	0.007402541771292	-0.0006812475157085	0.0002106975223611	4.64098177659003e-07	4.439344592914834e-08	0.0007252082137996	-0.0027417178138782	5.259269533624063e-07	7.517016570937058e-06	-0.0020762539406946	-2.3289062970800137e-05	5.42380454057894e-10	4.310830426249856e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1026.9736956370073	1.8298899644933044	3.348497282153307	1054674.9715303325	1119.577281133366	-7.890665031155322	62.26259463389742	1253453.2884299797	966.4059545638712	-0.8707723414644306	0.7582444706594469	933940.4690165072	1001.557060322576	782.6074562423692	1.125585	41.291901	0.4709032306637994	0.2082719381791167	-0.0646103338	-0.035115184	0.1092247811	0.0012961044	-0.1642065404	-0.0595844852	-0.0296567322	0.0453392079	-0.0077274002	0.0146931639	0.0351792819	-0.1068874423	-0.1441102636	-0.0277719531	-0.0220963803	-0.0396999417	0.0373628799	-0.1266193166	0.0812844889	0.0292538051	-0.0377461464	-0.0141755575	0.099794931	-0.0294992383	0.1215448825	-0.0384150145	0.0615792394	-0.0493794572	0.0816129792	0.0112156669	-0.0434705874	0.0927250334	0.1770850724	0.0370286337	-0.1166148524	0.0187970916	0.0779018409	0.0216280299	-0.0033001762	-0.0042815179	-0.1230132694	0.0555872632	-0.0566975077	0.0615999991	-0.0614861495	-0.0441916081	0.0492973048	-0.0888109222	-0.0574928607	-0.0801435346	0.0080189658	-0.0564234741	-0.0509691975	-0.080478485	-0.014762133	0.0048731976	-0.0250140103	0.0123779644	-0.0508413891	0.0441018507	-0.0335332399	0.0582701826	-0.0445405407	0.1470722212	-0.0810952246	-0.0633244475	0.0679297242	-0.019397767	-0.1079868373	-0.0733533957	0.159778502	0.1895869183	0.0548419643	-0.0173047043	0.0038553319	0.174490186	0.1136742748	0.110592125	0.105516962	-0.0181095679283913	-0.0210045283236439	0.0004411902100987	0.000327956450553	-0.0893730360650408	-0.0529584472183301	0.0028045971317766	0.007987539575483	0.2284307381948664	-0.1329662501820153	0.0521806021522515	0.0176800236874662	0.0013637402093777	0.0020449877250862	1.8597873586735331e-06	4.181974795753232e-06	-0.0009708691572152	-0.0016960773710147	9.425869204317528e-07	2.876678448468475e-06	-0.0005378389379994	0.0015384150026952	2.366720720517672e-06	2.892707232283224e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1025.131521441498	-1.8421741955091877	3.393605766599922	1050894.636252961	1125.320049208668	5.742768075302138	32.97938516670942	1266345.213150999	968.487045612741	2.08109104886978	4.330939953685921	937967.1575196956	999.5891281505355	784.8577329886541	0.934598	34.28558	0.1315249149459852	0.0759260736216185	-0.071264915	-0.0448561266	0.0306666138	-0.0238067243	-0.1207905965	-0.0216002043	-0.0360812883	0.0454332518	0.1009932096	0.0060400697	-0.0159781686	0.0250044954	-0.0691505901	-0.067130357	0.0732382676	-0.0863760792	0.0581809393	-0.0587832263	0.0565815753	0.0289162005	-0.0004162598	0.0589914074	-0.0691063409	-0.0036396587	0.0358286924	-0.011500298	0.0459866851	-0.0362849466	0.0696993494	0.0681250749	-0.1390969784	0.1067213066	0.0021577353	0.0318772682	-0.1024527233	0.0906243655	0.0535038085	-0.0340468419	0.0103915916	-0.0348793995	-0.0494549175	-0.0125969027	-0.0997566985	-0.0220278185	-0.0218569134	0.0694721477	0.0607271654	-0.0378965174	-0.0400120743	0.0102226449	0.0475903301	0.0064396141	-0.0613363671	-0.088741557	-0.0024141402	-0.0161568047	0.0234671233	0.0425396934	-0.008571129	0.0601528993	0.0198312594	-0.0144331882	-0.0225823364	0.0644181155	-0.1650791769	0.022236036	0.0366660857	0.0612805113	-0.0510813288	-0.0481123933	0.1394861168	0.0925627252	0.0922699723	-0.0965501608	-0.0550506565	0.1279850401	0.1133324686	0.1092392569	0.1025263906	-0.0140965768659242	0.0040129910624671	1.6104097267440837e-05	0.0001987134793369	-0.0746072743716013	0.0147657616934394	0.0002180277183874	0.0055662453891593	0.247178069456325	0.0187473312614586	0.0610969980201558	0.0003514624294268	0.0015680604724308	0.000204320263053	2.458813645199904e-06	4.174676989408796e-08	0.000435789578459	0.0014066587356742	1.8991255669347293e-07	1.978688798648539e-06	-0.0002688413181543	0.000268997619845	7.23597194823289e-08	7.227565434694158e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1024.1742117473068	-0.9573096941912808	0.9164418505926036	1048932.8160082172	1133.122933082735	7.802883874066993	60.88499675217472	1283967.5814780204	967.941060816988	-0.5459847957529291	0.2980993971933677	936909.8972155162	1004.7592719519516	777.5117236245303	0.907588	33.294727	0.1456238096534451	0.082342074262677	-0.0675027949	-0.0235811838	0.0454698069	0.0452826992	-0.0549085895	-0.1149713463	-0.0372419181	0.0039415829	0.0482116676	0.0855129106	0.0276160127	-0.0509877884	-0.0131228499	-0.0581735212	0.121157821	-0.0598583927	0.0850545037	-0.1171111639	0.0145685746	-0.0724659509	-0.0370424358	0.0498400142	0.1149439221	-0.0375430367	-0.0539695013	0.0219521593	0.0490010385	-0.0644800095	-0.0350868295	0.0932477857	0.0159628621	0.0560137336	0.1875463549	0.0512188792	-0.1063747414	0.0089616335	0.111616745	-0.0286057126	0.0113351116	0.0968948231	-0.1135975787	-0.036242271	-0.0604882782	0.015946107	0.0207060549	-0.0860224762	0.0071642313	-0.0713216108	-0.0221110704	-0.0870324034	0.145227808	-0.0911195366	-0.0551402766	-0.0889414579	-0.0030590147	-0.0455772694	0.0640857605	-0.0120095046	0.0323461502	-0.0669219364	-0.0238260826	0.0424427496	-0.010470998	0.0482327065	-0.1749546854	0.0846225988	-0.0154786566	0.0579540719	-0.0039957966	0.0250601204	0.0729171349	0.0732299882	0.0492749923	-0.001255939	0.0301115499	0.1025684126	0.1129422506	0.1076997553	0.099141769	-0.0108145961849004	0.0032819806810238	1.0771397190613448e-05	0.0001169554906424	-0.0530485563623415	0.0215587180092598	0.0004647783222027	0.0028141493321285	0.2659045929501218	0.0187265234937968	0.0707052525519699	0.0003506826821637	0.0019260854219175	0.0003580249494866	3.7098050525231137e-06	1.2818186445495406e-07	0.0019359195772699	0.0015001299988109	3.747784609656869e-06	2.250390013332391e-06	-8.586451706460473e-05	0.0001829768010896	3.348050973701791e-08	7.372715290737797e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1025.360352880861	1.1861411335542016	1.4069307887092464	1051363.8532599637	1134.2134674937136	1.0905344109785349	1.1892653015282997	1286440.1898441133	964.6849819751496	-3.2560788418384163	10.602049424267802	930617.1144483947	1003.095140868278	788.5387264653533	0.977036	35.842419	0.1710946743282457	0.098660446727334	-0.0685626665	-0.0502534474	0.0840678701	0.00451585	-0.048072866	-0.0887275526	-0.057721151	-0.0593413324	0.0631555548	0.0254092003	-0.0586565276	-0.012179642	-0.0526895158	-0.0467778501	-0.048591524	-0.0479676682	0.0740356706	-0.0406510871	0.0063591579	-0.0756440029	0.0427979412	-0.080218964	-0.0929101607	-0.1024604922	-0.0719163585	0.0826666985	-0.0255144322	0.0964841324	0.0863256117	0.0056789851	0.0217390712	0.0786110192	0.0478516512	0.0459140917	-0.0750048439	0.0147847635	0.0970785417	0.0057643348	0.0235131173	0.0305843127	-0.0112500409	0.0594741185	-0.0457428333	-0.0174491823	-0.0217240764	-0.1321211002	0.0765696857	-0.0384587351	-0.0473408726	-0.1374558697	0.086329894	0.1273419481	-0.0458355421	-0.0681176852	0.0022095147	0.0706672636	-0.0174063453	0.0566464809	0.0809061576	-0.0180046535	-0.0076970864	0.0333292902	-0.0111747089	-0.0032105164	-0.0214572961	0.0915002599	-0.1851063156	0.0371015483	0.0352886127	0.0144494078	0.0424476758	0.075187021	0.0282445341	0.0225396743	-0.0537002475	0.0589756897	0.1125037874	0.1059762505	0.0953761056	0.0026956264224224	0.0135102226073228	0.0001825261148994	7.266401809261787e-06	-0.0641762148367632	-0.0111276584744216	0.0001238247831233	0.0041185865507743	0.1815788298803653	-0.0843257630697565	0.0329708714607226	0.0071108343172967	0.0018259966216738	-0.0001000888002437	3.3342636623641307e-06	1.001776793422328e-08	0.0023012128507842	0.0003652932735143	5.295580584614345e-06	1.334391756747932e-07	-0.0008631030468415	-0.0007772385297768	6.040997321697498e-07	7.449468694670806e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
