global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52
1107.53312340118	n/a	n/a	1226629.6194307737	1050.2773690552094	n/a	n/a	1103082.5519495325	1055.5088456786873	n/a	1114098.923305955	n/a	1129.5886657834023	861.539661824598	n/a	n/a	n/a	n/a	-0.0220786129	0.0003889644	-0.0032333227	0.0214058392	-0.0166712551	-0.0304649619	-0.0199244614	0.0227301195	-0.0374690593	0.0079058478	-0.0288709092	0.0234064528	0.0148400905	-0.0030842604	0.0426678003	-0.006961593	0.0111711982	-0.0421724095	0.0324916449	0.0221129826	-0.0320261499	0.0284170791	-0.0283604849	0.0478331815	-0.0150436932	-0.0278181807	0.0167359677	-0.003748454	0.004704739	-0.0320693566	0.026409094	-0.0109170777	0.0389826697	0.0217059367	-0.0089608198	0.0278214092	-0.0027020846	-6.79691e-05	0.0439627924	-0.0415426963	0.0141086166	-0.0027651095	0.0085409045	-0.0146814722	0.0084239302	-0.0091756657	0.0256983657	-0.0087341431	0.0154679798	-0.02421821	0.0367877025	-0.0005650431	-0.0219403869	0.0030778556	-0.0256893107	0.0136143592	-0.0331155302	0.0155859276	0.0035888229	-0.0528158782	0.1147017419	0.1146833673	0.1146527451	-0.0068685875904606	n/a	4.717749548782936e-05	n/a	-0.0398468916881711	n/a	n/a	0.0015877747772088	0.0533884577770109	n/a	n/a	0.0028503274238076	-0.0004769999058969	n/a	2.275289102256515e-07	n/a	-7.673264323937445e-07	n/a	5.887898538501118e-13	n/a	0.0011219986642339	n/a	1.258881002542656e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1106.2328049049372	-1.3003184962428804	1.690828191671346	1223751.018647845	1050.1671420851358	-0.1102269700736542	0.0121499849316182	1102851.0263152618	1058.452479059425	2.943633380737765	1120321.6504270427	8.664977480193643	1130.574017613133	853.869122308398	0.702806	35.017784	0.064972943672241	0.0339152156820997	-0.035917654	-0.0125989966	0.0324355118	0.0434150212	0.0236775663	-0.0050347161	0.0028948338	0.0038692117	-0.018615905	0.0230412558	-0.0104325001	-0.0036143496	0.0056184274	0.0009075015	0.0191185096	0.0057739468	0.0351415699	0.0019315285	-0.0015195812	0.0186471613	-0.0281510431	-0.0036664492	0.0175885014	0.0240902679	-0.0049437317	0.0044820828	-0.004056955	0.0151070072	0.0195163678	0.0030413771	0.008856213	-0.0144444294	0.0476510144	0.0193589082	-0.0167971941	0.0004314591	-0.0047996831	0.0027776466	0.0525297155	-0.0263541257	0.019703717	-0.0096312196	-0.0071446822	-0.0181937397	-0.0017613456	0.0151640125	-0.0041191379	-0.0080414898	-0.0173942292	-0.02257174	0.0009319135	-0.0376969313	-0.0080811048	0.0083751406	0.0148366341	-0.0175952065	-0.0267668126	0.0159197759	0.0028337696	0.0073411857	0.1146527451	0.1144874327	0.1142120884	-0.0118897531143318	-0.0050211655238712	0.0001413662291197	2.5212103218112743e-05	-0.0602543088938318	-0.0204074172056607	0.0004164626770058	0.0036305817402732	0.0792359111640195	0.0258474533870085	0.0006680908465935	0.0062783296179923	-0.0003129843733137	0.0001640155325832	9.795921793856953e-08	2.6901094928550754e-08	-2.668930118110424e-05	-2.5921974748710497e-05	7.123187975356923e-10	6.719487748727847e-10	0.001205999308016	8.400064378209999e-05	1.4544343309350708e-06	7.056108155807253e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1109.45112661578	3.2183217108427016	10.357594634481494	1230881.8023490233	1057.4794425859268	7.312300500791025	53.46973861386868	1118262.7714918423	1059.5506008433647	1.0981217839396322	1122647.4757475352	1.2058714523627605	1132.3414443931233	862.3984507606143	0.673477	33.556458	0.0647322193143655	0.0325430623644756	-0.0255483632	-0.00100252	0.0154948573	0.0361126286	-0.0233245721	0.0055668923	-0.0064477829	0.0182842698	-0.033655771	0.0010219386	-0.003568132	0.0181575511	0.0178506673	-0.0078956749	0.0204433843	0.0214510469	0.0023892215	-0.0531691831	-0.0080600631	0.0252080531	-0.0370596567	-0.0140603093	0.0179918803	-0.0041312742	0.0009613613	-0.0196423953	0.0122379366	-0.0087239178	0.001620599	-0.0175131698	0.0217088677	-0.0058294373	0.0279250016	0.0270320365	-0.0274291456	0.0250118199	0.0015548313	0.0027253346	0.0549858376	-0.0255111628	0.01459203	-0.0115910839	0.004253195	-0.024213296	0.0099132945	0.0017716129	0.009589443	-0.0036609856	0.0050951958	-0.0224100392	-0.0093239919	-0.0258218206	-0.0053045174	0.0094608178	0.0210861754	-0.0583555563	0.0022834279	0.0267877145	0.0198023699	0.0169470311	0.1145547726	0.1140958982	0.1133324686	2.6759252875763195e-06	0.0118924290396193	7.1605761446904076e-12	0.0001414298684623	-0.0625668016759561	-0.0023124927821243	5.347622867376995e-06	0.0039146046719584	0.1052296090893989	0.0259936979253794	0.0006756723318358	0.0110732706291077	-1.0994318431733086e-05	0.0003019900548819	1.2087503777834586e-10	9.119799324761336e-08	-1.1005842054823134e-05	1.5683459126281107e-05	1.211285593357135e-10	2.459708901657301e-10	0.0010330008306794	-0.0001729984773366	1.0670907161843302e-06	2.9928473160782137e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1106.5246399984178	-2.926486617362116	8.56432392159956	1224396.7789236282	1048.1346088335863	-9.344833752340492	87.32591785888208	1098586.158234735	1059.7671232381067	0.2165223947420145	1123106.3554963726	0.0468819474248167	1130.8393794419562	862.255441008001	0.705784	35.166161	0.1440811158427108	0.0764249563756118	-0.0293634068	-0.0027049307	0.0010030002	0.0286497388	0.0291752594	-0.0193787346	0.0026416728	0.0130352083	-0.0417599471	0.003011805	0.0003130689	-0.0022014868	0.0521987495	0.0046060208	0.0601810795	-0.0053778757	0.0150366129	0.0125845337	0.0107303003	0.0001775544	-0.0427105557	-0.0548390052	0.0033625861	0.0498743062	-0.0021003789	-0.0040650071	0.0099028797	0.0215423195	0.0276186465	-0.0141910298	0.0254025549	-0.0027845468	0.0652806475	0.0057816817	-0.0295875804	0.0272735234	0.0007487128	0.0072295924	0.0506432585	-0.0275713835	0.0065036775	0.0027252306	0.0130660093	-0.0574139985	0.0203298887	-0.014240823	0.0170832235	-0.0059217078	0.0018801088	0.0062605617	-0.0169745155	-0.0347562892	-0.0082626362	0.0230916844	-0.0120111818	-0.0836019497	0.0244602512	0.0239421233	0.067511056	0.0289237258	0.1144078661	0.1135094328	0.1120172664	4.852071312200224e-05	4.584478783442592e-05	2.3542596018676406e-09	2.101744571583527e-09	-0.0302234680038395	0.0323433336721166	0.0010460912330258	0.0009134580181791	0.0613763778880596	-0.0438532312013393	0.0019231058867981	0.0037670597626578	0.000948675551523	0.0009596698699547	8.999853020574681e-07	9.209662592989344e-07	-0.0003099637382824	-0.0002989578962275	9.60775190500002e-08	8.937582371681862e-08	0.0011311471881255	9.81463574461002e-05	1.2794939612042256e-06	9.632707479937666e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1101.0139061880095	-5.510733810408283	30.36818712917699	1212231.621619379	1049.1360600579212	1.0014512243349143	1.002904554721899	1100686.472513858	1058.0375510049862	-1.729572233120507	1119443.459336629	2.991420109581457	1127.0655471730693	851.9749864531152	0.690366	34.397945	0.0465417044227052	0.025620272132658	-0.0304053818	-0.0024376987	0.0239546087	0.0367412786	-0.0017788277	-0.0312955106	-0.0143439792	0.0064645752	-0.0449187382	-0.0092851325	-0.0142882353	0.0261773575	0.0582266397	0.0068697107	0.0828041165	-0.032681593	0.0022780851	0.0170423812	0.0051253735	-0.0298975997	-0.0360143245	-0.0479087818	0.026418229	0.0239117915	-0.0236637391	-0.022758966	0.0257490233	0.0226524132	0.0160053091	-0.0399659176	0.0346227487	0.0082066741	0.0441778177	0.0074690715	-0.0013321972	0.0245140077	0.0007264707	0.0103323357	0.0557332189	-0.029669596	0.0043152786	-0.0007373454	0.0058723139	-0.0505189513	0.0270919456	-0.0361798862	0.025899903	0.0018209944	0.003579045	0.0121077814	-0.018437352	-0.0517612365	0.0086531582	-0.0054351424	-0.0003673315	-0.1179250553	0.0285208756	0.0199408033	0.0729513695	0.0516756641	0.1142120884	0.1127290384	0.1102715368	-0.0001156605695911	-0.0001641812827131	1.3377367358137684e-08	2.69554935933196e-08	-0.0301616487268603	6.181927697920114e-05	3.821623006231189e-09	0.0009097250539225	0.0669291722016325	0.0055527943135728	3.08335246888475e-05	0.0044795140915957	0.0012011098397271	0.0002524342882041	1.44266484708926e-06	6.372306986111065e-08	-0.0001430836108244	0.000166880127458	2.047291968654836e-08	2.784897694039833e-08	0.0015270909634522	0.0003959437753266	2.3320068106573685e-06	1.5677147321996026e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1101.4246826356932	0.4107764476837019	0.168737289971641	1213136.3315191376	1046.0720985349544	-3.0639615229667925	9.387860214220986	1094266.835333323	1058.1095101789322	0.0719591739459701	1119595.7355310998	0.0051781227149863	1127.7880320690815	843.3620158570574	0.627951	31.28809	0.0231886548019307	0.014358428358946	-0.0384389822	0.0048849976	0.021271986	0.047649542	0.027999336	-0.0296436032	-0.0203813084	0.0155160227	-0.0284853229	-0.0042577565	-0.0087429055	-0.0080202871	0.0522720198	0.009149336	0.0625473156	-0.0631310132	0.0054700652	0.0365336746	0.0071910766	-0.0215154795	-0.040265242	-0.024974147	-0.0223880169	-0.006772052	-0.0159139146	-0.0012944388	0.0170371481	0.0376540231	0.0291997161	-0.0234325929	0.023901689	0.0020121713	0.0644211103	0.0077416217	0.0010523693	-0.0019020477	0.0033468242	0.0092066151	0.0517434411	-0.0297986419	-6.93868e-05	-0.0007256197	-0.0058576924	-0.0516148313	0.0181332211	-0.0264793295	-0.0048202999	-0.005703618	0.0011712885	-0.0011483054	-0.0113157406	-0.0538598777	0.0011006097	-0.0001217349	-0.0146092698	-0.0923676512	0.0090571329	0.0084800468	0.0706899414	0.0384605337	0.1139675232	0.1117560484	0.1081019891	-4.047703141907277e-05	7.518353817202722e-05	1.6383900725006043e-09	5.652564412064673e-09	-0.0301060218836539	5.562684320640013e-05	3.0943456851094243e-09	0.000906372553659	0.0565427377714016	-0.0103864344302309	0.0001078780201734	0.0031970811946854	0.0009970714302445	-0.0002040384094826	9.941514370098127e-07	4.1631672544189194e-08	-9.37384298280719e-05	4.9345180996328096e-05	8.78689322663236e-09	2.4349468875603794e-09	0.0015270463541247	-4.460932749995698e-08	2.3318705676455388e-06	1.9899920999984178e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1102.284744329935	0.8600616942417219	0.7397061179019411	1215031.65758251	1049.6783623393246	3.606263804370201	13.005138626710634	1101824.6643633666	1058.2217616015434	0.1122514226112798	1119833.2967270738	0.0126003818782561	1127.6924460772916	848.9774346402082	0.611692	30.477982	0.0248466689805043	0.0160788298423791	-0.0293036072	0.0009575811	0.0272703296	0.0330184306	-0.0040722147	-0.0268774825	-0.027681289	0.0110528414	-0.0268919914	-0.0028641863	-0.0115719662	0.0254047033	0.0392131486	0.0071620204	0.058921598	-0.0735387692	-0.0240966405	0.0054506207	0.0437334999	-0.013942304	-0.0546421564	-0.0520269474	-0.0423672091	0.0018462874	-0.0179711675	-0.0235256789	0.0185456513	0.0165686174	0.0126287224	-0.0357011258	0.0357495732	0.0009087101	0.0437128425	0.0171160664	0.0131369907	0.0088871369	0.0002058235	0.0181083692	0.0474070877	-0.0257651655	0.0016829602	0.0034571113	-0.008725676	-0.0603898755	0.0243262692	-0.0285836511	-0.0010397212	-0.0006380222	-0.0104019954	-0.0046003951	-0.0219797582	-0.039968959	0.0102560856	0.0013974347	0.0022832453	-0.1250888394	0.0233792604	0.0159059715	0.0852874161	0.0421256267	0.1136742748	0.110592125	0.105516962	-0.0001281658952194	-8.768886380032724e-05	1.6426496697390224e-08	7.689336834592341e-09	-0.0394916509223577	-0.0093856290387038	8.809003245216002e-05	0.0015595904925733	0.0566324685386945	8.973076729289903e-05	8.051610598972398e-09	0.0032072364927862	0.0012470302699025	0.000249958839658	1.555084494053102e-06	6.247942152317377e-08	-3.804749051572465e-05	5.569093931234725e-05	1.447611534544157e-09	3.101480721491545e-09	0.0015270237268809	-2.2627243799998312e-08	2.3318014624572337e-06	5.119921619845619e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1103.543241625454	1.2584972955189642	1.583815442828547	1217807.686137215	1048.9904596838412	-0.6879026554834127	0.4732100634211307	1100380.9845077165	1059.306423383737	1.084661782193507	1122130.098622045	1.1764911817511947	1128.668498618723	846.5256813897026	0.621265	30.954937	0.044926976298165	0.0231758515208808	-0.031336549	-0.000280082	0.0046929692	0.0391324255	0.0280744188	-0.0092967982	-0.008491639	-0.004560142	-0.0250952872	0.0293567364	0.0001767407	-0.0119231641	0.0210669343	0.0174809528	0.0251735693	-0.0508648364	0.0116353881	0.0032583079	0.0078167436	-0.0138241945	-0.0355278659	-0.0240492191	-0.0282611927	-0.0607051952	-0.0103042917	-0.0019408864	0.0057781009	0.0306475268	0.0244383929	-0.0100532472	0.0220521842	-0.0057732758	0.043248843	0.0116764219	-0.0027242109	0.0045911486	-0.0011852644	0.0101958986	0.0339365628	-0.0236883358	-0.0058880455	0.0051791869	0.0009906539	-0.0502894415	0.0198130562	-0.0252986442	0.0012139147	-0.0052909298	-0.0118827136	-0.0035105536	-0.0202356212	-0.0401691691	0.0134202595	0.0117689333	-0.0119056667	-0.0877325849	0.0177160168	0.0073561061	0.0683504713	0.0329623216	0.1133324686	0.1092392569	0.1025263906	-0.0003496589190774	-0.0002214930238579	1.2226135969037578e-07	4.9059159617760554e-08	-0.0479459881069743	-0.0084543371846165	7.147581723119093e-05	0.0022988177755541	0.0398281409554428	-0.0168043275832516	0.0002823854255252	0.0015862808119666	0.0014711059717303	0.0002240757018278	2.1641527800605503e-06	5.0209920149621176e-08	-0.0001368281719351	-9.878068141937537e-05	1.8721948635101288e-08	9.757623021676128e-09	0.0015931037137625	6.607998688160002e-05	2.5379794428038697e-06	4.366564666272431e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1103.791096104916	0.2478544794621484	0.0614318429894525	1218354.783840492	1052.4761598865518	3.485700202710632	12.15010590317694	1107706.0671295426	1058.90716235399	-0.3992610297468673	1121284.3784845795	0.1594093698745288	1128.71638755121	850.9543969055122	0.63783	31.780319	0.1310010926319367	0.0722309776254194	-0.0219250322	0.0078249263	-0.0016973927	0.0308404165	-0.0061583038	-0.0112700788	-0.0178306257	0.0212605353	-0.0180268161	0.0166922903	-0.0052295415	0.0032899854	0.0318824526	-0.0023437602	0.0278025725	-0.0548041829	-0.0252238807	0.0143768105	0.0249501392	0.0049995001	-0.0244569612	0.0092483015	-0.0450542763	-0.0218139781	-0.0122657802	-0.0180716556	0.0178843947	0.0155085763	0.007314559	-0.0213780969	0.0267466674	-0.0022887608	0.035695354	0.0057754865	0.0041688015	0.0092112134	-0.0023895383	0.0047700647	0.0320330466	-0.038438559	-0.0049026944	-0.001348263	-0.0072619171	-0.052684023	0.0291696723	-0.0101247824	0.0128569931	-0.0118001169	0.0084060054	-0.009121012	-0.0050475171	-0.0222002026	0.0036522947	-0.023031267	-0.004411295	-0.078116401	0.0090649614	0.0086927632	0.0534972685	0.0373224193	0.1129422506	0.1076997553	0.099141769	-0.0108082281982717	-0.0104585692791943	0.0001168177967859	0.0001093816713677	-0.0319279151490121	0.0160180729579621	0.0002565786612865	0.0010193917657625	0.056498515805103	0.0166703748496601	0.0002779013976281	0.0031920822881794	0.0002541276791763	-0.001216978292554	6.458087732353247e-08	1.4810361645476498e-06	-0.0002238547303683	-8.70265584332e-05	5.011094030826429e-08	7.573621872727173e-09	0.0011400270538473	-0.0004530766599152	1.2996616835037545e-06	2.052784597599139e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1107.576220230287	3.785124125370885	14.327164644464707	1226725.083619609	1053.1159705800458	0.6398106934939278	0.4093577235091808	1109053.2474907518	1058.831653442976	-0.0755089110141398	1121124.4703327862	0.0057015956425412	1131.5075927289854	856.5032079064237	0.740735	36.907612	0.188730239155052	0.0976645414911788	-0.0232932221	-0.0130667365	0.0005506133	0.0382443584	0.0194865179	0.0123991811	-0.0062538545	0.0170853698	-0.0301667821	0.0080053964	-0.0049870233	0.0034586073	0.0145582783	0.0044998807	0.0242613064	0.0120271629	-0.0034016407	-0.019449734	0.0147854782	0.0209486047	-0.0808867801	0.0077436856	0.0016206259	0.0311691897	0.0031082274	-0.0035767112	-0.0028336213	0.0179200982	0.0159009027	0.001623695	0.0078058156	-0.0165253498	0.024089755	0.0223319375	-0.0124310016	0.0108661363	-0.0073998745	0.0003592403	0.0260625757	-0.0087442332	0.0033361526	0.0050582479	0.0174298769	0.0264685796	-0.0185336865	-0.0302651589	-0.0074569544	0.0046789595	0.0007505558	0.0082467178	-0.0034510413	-0.0123333357	-0.0555642068	0.0643104321	-0.0421375785	-0.019917775	-0.016897616	-0.0065151108	-0.0053222718	-0.0485412968	0.1125037874	0.1059762505	0.0953761056	-0.037074794520123	-0.0262665663218513	0.0013745403887093	0.0006899325063402	-0.0834043170463445	-0.0514764018973324	0.0026498199522956	0.0069562801019671	0.0564065542601497	-9.196154495329928e-05	8.456925750197684e-09	0.0031816993635032	-0.0001905533508697	-0.000444681030046	3.6310579527671e-08	1.977412184827716e-07	-0.0007059854450608	-0.0004821307146924	4.984154486376958e-07	2.324500260499008e-07	-0.0001510673892325	-0.0012910944430797	2.2821356089523657e-08	1.6669248609515384e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
